"School name","Cases among staff and students"
"Unassigned",24
"102ND ST EEC",0
"107TH ST EL",7
"109TH ST EL",2
"10TH ST EL",0
"112TH ST EEC",0
"112TH ST EL",0
"116TH ST EL",0
"118TH ST EL",1
"122ND ST EL",0
"135TH ST EL",8
"153RD ST EL",0
"156TH ST EL",0
"15TH ST EL",0
"186TH ST EL",1
"1ST ST EL",0
"20TH ST EL",2
"232ND PL EL",0
"24TH ST EEC",0
"24TH ST EL",1
"28TH ST EEC",0
"28TH ST EL",2
"2ND ST EL",0
"32ND ST USC PA MAG",0
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",0
"42ND ST EL",0
"49TH ST EL",0
"4TH ST EEC",1
"4TH ST EL",0
"4TH ST PC",0
"52ND ST EL",7
"54TH ST EL",1
"59TH ST EL",1
"61ST ST EL",1
"66TH ST EEC",0
"66TH ST EL",2
"6TH AVE EL",0
"74TH ST EL",0
"75TH ST EEC",0
"75TH ST EL",0
"7TH ST EL AI MAG",3
"92ND ST EL",1
"93RD ST EL",1
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",0
"97TH ST EEC",0
"99TH ST EL",0
"9TH ST EL",0
"ACAD ENRICH SCI MAG",0
"ADAMS MS",0
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",0
"ALEXANDER SCS",1
"ALEXANDRIA AVE EEC",1
"ALEXANDRIA AVE EL",0
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",1
"ALTA LOMA EL",1
"AMANECER PC",0
"AMBLER AVE EL",0
"AMESTOY EL",1
"ANATOLA AVE EL",0
"ANDASOL AVE EL",0
"ANGELES MESA EL",2
"ANGELOU COMMUNITY SH",0
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",0
"ANTON EEC",1
"ANTON EL",1
"APPERSON ST EL",2
"ARAGON AVE EL",0
"ARLETA SH",0
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",0
"ARMINTA ST EL",2
"ARROYO SECO MUS/S MAG",1
"ASCOT AVE EL",0
"ATWATER AVE EL",0
"AUDUBON MS",2
"AURORA EL",0
"AVALON GARDENS EL",1
"BACA ARTS ACAD",0
"BAKEWELL PC",0
"BALA",0
"BALBOA EL G/HG/HA MAG",1
"BALDWIN HILLS EL",0
"BANCROFT MS",0
"BANDINI ST EL",0
"BANNEKER CTC",1
"BANNING SH",5
"BARRETT EL",0
"BARTON HILL EL",1
"BASSETT ST EL",3
"BEACHY AVE EL",0
"BECKFORD CES",1
"BEETHOVEN ST EL",1
"BELL SH",2
"BELLINGHAM EL",1
"BELMONT SH",0
"BELVEDERE EL",2
"BELVEDERE MS",0
"BERENDO MS",0
"BERNSTEIN SH",2
"BERNSTEIN SH STEM",0
"BERTRAND AVE EL",1
"BETHUNE MS",2
"BLYTHE ST EL",1
"BONITA ST EL",0
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",0
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",0
"BRAINARD EL",1
"BRAVO SH MEDICAL MAG",1
"BREED ST EL",1
"BRENTWOOD EL SCI MAG",0
"BRIDGE ST EL",2
"BRIDGES SCHOOL",1
"BRIGHT EL",0
"BROAD AVE EL",0
"BROADACRES AV EL",0
"BROADOUS EEC",0
"BROADOUS EL",0
"BROADWAY EL",0
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",0
"BRYSON AVE EL",0
"BUCHANAN ST EL",0
"BUDLONG AVE EL",2
"BURBANK BLVD EL",0
"BURBANK MS A/T/C MAG",1
"BURKE HS",0
"BURROUGHS MS",2
"BURTON ST EL",1
"BUSHNELL WAY EL",0
"BYRD MS",1
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",0
"CALABASH CA",0
"CALAHAN ST EL",1
"CALVERT CES",0
"CAMELLIA AVE EL",1
"CANFIELD AVE EL",0
"CANOGA PARK EEC",0
"CANOGA PARK EL",1
"CANOGA PRK SH",0
"CANTARA ST EL",0
"CANTERBURY AVE EL",0
"CANYON CEL",0
"CAPISTRANO AVE EL",2
"CARDENAS EL",0
"CARLSON HOSPITAL",0
"CARNEGIE MS",0
"CAROLDALE LC",0
"CARPENTER COMM CHTR",0
"CARSON ACAD ED & EMP",3
"CARSON ACAD MED ARTS",5
"CARSON SH",1
"CARSON ST EL",0
"CARSON-GORE ACADEMY",1
"CARTHAY EL ES MAG",0
"CARVER MS",1
"CASTELAR ST EEC",0
"CASTELAR ST EL",0
"CASTLE HTS EL",0
"CASTLEBAY LN CHTR",0
"CASTRO MS",0
"CATSKILL AVE EL",1
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",1
"CENTURY PARK EL",1
"CHANDLER EL",0
"CHAPMAN EL",2
"CHARNOCK ROAD EL",0
"CHASE ST EEC",0
"CHASE ST EL",0
"CHATSWORTH CHS",3
"CHATSWORTH UP/CD MAG",1
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",0
"CHAVEZ LA ASE",0
"CHAVEZ LA SJ HUM AC",1
"CHAVEZ LA TECH PREP",0
"CHEREMOYA AVE EL",0
"CHEVIOT HILLS HS",0
"CIENEGA EL",0
"CIMARRON AVE EL",0
"CITY OF ANGELS",1
"CITY TERRACE EL",1
"CLEVELAND CHS",3
"CLEVELAND EEC",0
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",0
"CLINTON MS",0
"CLOVER AVE EL",0
"COCHRAN MS",0
"COEUR D ALENE AVE EL",0
"COHASSET ST EL",0
"COLDWATER CYN EL",2
"COLFAX CEL",0
"COLISEUM ST EL",1
"COLLINS EEC",0
"COLUMBUS AVE EL",0
"COLUMBUS MS",0
"COMMONWLTH AVE EL",1
"COMMUNITY EL MAG CS",0
"COMPTON AVE EL",0
"CONTRERAS LC ALC",2
"CONTRERAS LC BUS TR",0
"CONTRERAS LC GLBL ST",0
"CONTRERAS LC SOC JUS",1
"CORONA AVE EL",1
"CORTINES SCH OF VAPA",1
"COUGHLIN EL",0
"COWAN AVE EL",0
"CRENSHAW ARTS TECH",0
"CRENSHAW MAG STEMM",0
"CRESCENT HTS BL EEC",0
"CRESCENT HTS BL EL MG",1
"CRESTWOOD ST STEAM MG",0
"CRUZ EEC",0
"CURTISS MS",0
"DACOTAH EEC",0
"DAHLIA HTS EL",0
"DANA MS",0
"DANUBE AVE EL",1
"DARBY AVE EL",1
"DAYTON EEC",0
"DAYTON HEIGHTS EL",0
"DBM",0
"DE LA TORRE JR EL",0
"DEARBORN EL CA",0
"DEL AMO EL",0
"DEL OLMO EL",0
"DELEVAN DRIVE EL",0
"DENA EL",0
"DENKER AVE EL",2
"DIXIE CYN CC",1
"DODSON MS",3
"DOLORES ST EEC",0
"DOLORES ST EL",0
"DOMINGUEZ EL",0
"DORRIS PLACE EL",0
"DORSEY SH",1
"DREW MS",2
"DREW MS UP PBLC SRVC",0
"DYER ST EL",5
"DYMALLY SH",0
"EAGLE ROCK EL",1
"EAGLE ROCK HS",0
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",2
"EAST VALLEY SH",1
"EASTMAN AVE EEC",0
"EASTMAN AVE EL",1
"EDISON MS",2
"EINSTEIN HS",0
"EL DORADO AVE EL",0
"EL ORO WAY CES",1
"EL SERENO EEC",0
"EL SERENO EL",0
"EL SERENO MS",0
"ELA OCC CTR",1
"ELEMENTARY CDS",0
"ELIZABETH LC",1
"ELLINGTON HS",0
"ELYSIAN HTS ARTS MAG",1
"EMELITA ST EL",1
"EMERSON CC",0
"ENADIA WAY",0
"ENCINO CEL",1
"ERWIN EL",2
"ESCALANTE EEC",0
"ESCALANTE EL",2
"ESCUTIA PC",0
"ESHELMAN AVE EL",0
"ESPERANZA EL",1
"ESTRELLA EEC",1
"ESTRELLA EL",1
"EUCLID AVE EL",7
"EVANS CAS",0
"EVERGREEN AVE EEC",0
"EVERGREEN AVE EL",0
"EVERGREEN HS",0
"FAIR AVE EEC",0
"FAIR AVE EL",3
