"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","8.1609336108050758"
"Bell/Cudahy/Maywood Community of Schools","15.97359033065332"
"Boyle Heights Community of Schools","10.653753026634382"
"Canoga Park/Chatsworth Community of Schools","6.7107588376965692"
"Carson Community of Schools","8.60873308144818"
"Cleveland Community of Schools","14.524890821237326"
"Downtown Community of Schools","4.0830908998111566"
"Eagle Rock/Highland Park Community of Schools","3.1498708552949326"
"East Los Angeles Community of Schools","8.7877674277405848"
"Fairfax Community of Schools","12.297249105375128"
"Fremont Community of Schools","10.180029913626361"
"Gardena Community of Schools","17.633781623248378"
"Glassell Park/Los Feliz Community of Schools","7.3062029663184038"
"H.E.E.T. (C/D) Community of Schools","11.616290686058127"
"H.E.E.T. (W) Community of Schools","4.2246678354914344"
"Hamilton Community of Schools","7.9306333932536743"
"Harbor City/Lomita Community of Schools","17.016931847187951"
"Historic Central Avenue Community of Schools","7.0641424131110488"
"Hollywood Community of Schools","4.0580572727149757"
"Huntington Park/Vernon Community of Schools","14.732603250994449"
"Kennedy/NAHS/VAAS Community of Schools","6.0052395715261566"
"Kreatwn/PcoUnion Community of Schools","4.0994947372736315"
"LA Mid-City Community of Schools","8.7028414777424832"
"Lincoln Heights/El Sereno Community of Schools","5.1116904360271942"
"MacArthur Park Community of Schools","4.503693028283192"
"Manual Arts/Vermont Square Community of Schools","7.5534405921897427"
"Monroe Community of Schools","18.858436007040485"
"North Hollywood/Valley Village Community of Schools","8.4610958811385242"
"Panorama City Community of Schools","13.765677577240748"
"Reseda Community of Schools","11.712802092687308"
"Rivera Community of Schools","7.2000576004608039"
"San Fernando Valley/Sylmar Community of Schools","14.979322022859748"
"San Pedro Community of Schools","10.580585587318689"
"South Gate Community of Schools","7.5625803524162452"
"South Mid-City Community of Schools","23.048909786567094"
"Sun Valley Community of Schools","9.3335096329597338"
"Sunland/Tujunga Community of Schools","15.254366562428496"
"Taft Community of Schools","14.370424154413991"
"Van Nuys/Valley Glen Community of Schools","15.583508907533693"
"Venice Community of Schools","4.7730418595771082"
"West LA Community of Schools","15.643576747387524"
"Westchester Community of Schools","7.9453360877165107"
"Wilmington Community of Schools","8.4111363445201448"
"District Wide","10.253296779064476"
