"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","16.455826391031575"
"Bell/Cudahy/Maywood Community of Schools","13.147311761430428"
"Boyle Heights Community of Schools","7.9315507173096185"
"Canoga Park/Chatsworth Community of Schools","12.075198297397039"
"Carson Community of Schools","19.302410871117804"
"Cleveland Community of Schools","20.532475532133326"
"Downtown Community of Schools","12.626395479750418"
"Eagle Rock/Highland Park Community of Schools","9.6272129218591225"
"East Los Angeles Community of Schools","8.12842918106076"
"Fairfax Community of Schools","16.283584893843553"
"Fremont Community of Schools","11.87507421921387"
"Gardena Community of Schools","17.784522722691865"
"Glassell Park/Los Feliz Community of Schools","8.4250434416302458"
"H.E.E.T. (C/D) Community of Schools","14.304787335494947"
"H.E.E.T. (W) Community of Schools","4.25486650356345"
"Hamilton Community of Schools","8.0816788340831334"
"Harbor City/Lomita Community of Schools","11.538184178264945"
"Historic Central Avenue Community of Schools","13.237884789670376"
"Hollywood Community of Schools","1.4221716561188935"
"Huntington Park/Vernon Community of Schools","14.0607424071991"
"Jefferson/South Central (West) Community of Schools","5.86200832405182"
"Kennedy/NAHS/VAAS Community of Schools","7.56618520508145"
"Kreatwn/PcoUnion Community of Schools","6.23966555392631"
"LA Mid-City Community of Schools","10.336985734959685"
"Lincoln Heights/El Sereno Community of Schools","9.0958015296106236"
"MacArthur Park Community of Schools","9.2334682445637952"
"Manual Arts/Vermont Square Community of Schools","14.2200831327937"
"Monroe Community of Schools","15.400922243461403"
"North Hollywood/Valley Village Community of Schools","8.5486890585328741"
"Panorama City Community of Schools","18.552875695732837"
"Reseda Community of Schools","9.912374608461203"
"Rivera Community of Schools","10.52086368197857"
"San Fernando Valley/Sylmar Community of Schools","16.430937483569064"
"San Pedro Community of Schools","9.8001744431050888"
"South Gate Community of Schools","11.18310233237578"
"South Mid-City Community of Schools","7.7783481899783755"
"Sun Valley Community of Schools","13.29267339119556"
"Sunland/Tujunga Community of Schools","12.798525609849746"
"Taft Community of Schools","13.725998566395704"
"Van Nuys/Valley Glen Community of Schools","10.067451927917045"
"Venice Community of Schools","4.9070723179782858"
"West LA Community of Schools","9.4398993077407169"
"Westchester Community of Schools","2.6762297275598139"
"Wilmington Community of Schools","13.348866559875734"
"District Wide","11.398308094615869"
