"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","29.248318221702252"
"Bell/Cudahy/Maywood Community of Schools","19.001171738923897"
"Boyle Heights Community of Schools","13.29474448523772"
"Canoga Park/Chatsworth Community of Schools","12.980765559738247"
"Carson Community of Schools","22.616425424795469"
"Cleveland Community of Schools","19.155156769835667"
"Downtown Community of Schools","10.043073626888656"
"Eagle Rock/Highland Park Community of Schools","12.206218513504515"
"East Los Angeles Community of Schools","20.098314253891953"
"Fairfax Community of Schools","9.02608538676776"
"Fremont Community of Schools","23.041474654377879"
"Gardena Community of Schools","23.220854771885655"
"Glassell Park/Los Feliz Community of Schools","18.480872297172425"
"H.E.E.T. (C/D) Community of Schools",19.41370607649
"H.E.E.T. (W) Community of Schools","31.892840057407113"
"Hamilton Community of Schools","18.2287284760783"
"Harbor City/Lomita Community of Schools","26.252461168234522"
"Historic Central Avenue Community of Schools","20.893183598850875"
"Hollywood Community of Schools","15.110761884614222"
"Huntington Park/Vernon Community of Schools","16.935231208244069"
"Jefferson/South Central (West) Community of Schools","21.860312602470213"
"Kennedy/NAHS/VAAS Community of Schools","17.876573915746928"
"Kreatwn/PcoUnion Community of Schools","4.2659841092091932"
"LA Mid-City Community of Schools","15.275571306366858"
"Lincoln Heights/El Sereno Community of Schools","15.995649183422108"
"MacArthur Park Community of Schools","4.8464483610927127"
"Manual Arts/Vermont Square Community of Schools","19.754119314880661"
"Monroe Community of Schools","27.137803896614322"
"North Hollywood/Valley Village Community of Schools","19.354952228458817"
"Panorama City Community of Schools","14.133387773049199"
"Reseda Community of Schools","31.495423003850568"
"Rivera Community of Schools","17.405430494314224"
"San Fernando Valley/Sylmar Community of Schools","18.249161890342812"
"San Pedro Community of Schools","29.503326754430585"
"South Gate Community of Schools","20.579490054429204"
"South Mid-City Community of Schools","18.661001378043178"
"Sun Valley Community of Schools","24.421371063038652"
"Sunland/Tujunga Community of Schools","13.135081174801659"
"Taft Community of Schools","13.639828298632006"
"Van Nuys/Valley Glen Community of Schools","22.543847783939761"
"Venice Community of Schools","20.232931625336686"
"West LA Community of Schools","13.125225589814827"
"Westchester Community of Schools","33.3453747186484"
"Wilmington Community of Schools","8.6632591180802212"
"District Wide","18.656394217636688"
