"School name","Cases among staff and students"
"Unassigned",49
"102ND ST EEC",0
"107TH ST EL",2
"109TH ST EL",1
"10TH ST EL",0
"112TH ST EEC",0
"112TH ST EL",0
"116TH ST EL",1
"118TH ST EL",14
"122ND ST EL",1
"135TH ST EL",0
"153RD ST EL",3
"156TH ST EL",1
"15TH ST EL",0
"186TH ST EL",1
"1ST ST EL",3
"20TH ST EL",0
"232ND PL EL",0
"24TH ST EEC",0
"24TH ST EL",1
"28TH ST EEC",0
"28TH ST EL",0
"2ND ST EL",0
"32ND ST USC PA MAG",2
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",1
"42ND ST EL",0
"49TH ST EL",2
"4TH ST EEC",0
"4TH ST EL",0
"4TH ST PC",2
"52ND ST EL",1
"54TH ST EL",0
"59TH ST EL",1
"61ST ST EL",1
"66TH ST EEC",0
"66TH ST EL",1
"6TH AVE EL",0
"74TH ST EL",2
"75TH ST EEC",0
"75TH ST EL",2
"7TH ST EL AI MAG",1
"92ND ST EL",2
"93RD ST EL",2
"95TH ST EEC",0
"95TH ST EL",1
"96TH ST EL",0
"97TH ST EEC",0
"99TH ST EL",1
"9TH ST EL",0
"ACAD ENRICH SCI MAG",0
"ADAMS MS",1
"ADDAMS HS",0
"AGGELER HS",1
"ALBION ST EEC",0
"ALBION ST EL",1
"ALDAMA EL",0
"ALEXANDER SCS",0
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",0
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",1
"ALTA LOMA EL",1
"AMANECER PC",0
"AMBLER AVE EL",1
"AMESTOY EL",0
"ANATOLA AVE EL",0
"ANDASOL AVE EL",0
"ANGELES MESA EL",0
"ANGELOU COMMUNITY SH",0
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",0
"ANTON EEC",0
"ANTON EL",0
"APPERSON ST EL",1
"ARAGON AVE EL",0
"ARLETA SH",1
"ARLINGTON HTS EL",4
"ARMINTA ST EEC",0
"ARMINTA ST EL",0
"ARROYO SECO MUS/S MAG",0
"ASCOT AVE EL",0
"ATWATER AVE EL",1
"AUDUBON MS",9
"AURORA EL",0
"AVALON GARDENS EL",0
"BACA ARTS ACAD",0
"BAKEWELL PC",1
"BALA",0
"BALBOA EL G/HG/HA MAG",3
"BALDWIN HILLS EL",2
"BANCROFT MS",0
"BANDINI ST EL",1
"BANNEKER CTC",1
"BANNING SH",7
"BARRETT EL",2
"BARTON HILL EL",2
"BASSETT ST EL",1
"BEACHY AVE EL",1
"BECKFORD CES",1
"BEETHOVEN ST EL",0
"BELL SH",0
"BELLINGHAM EL",0
"BELMONT SH",1
"BELVEDERE EL",0
"BELVEDERE MS",0
"BERENDO MS",0
"BERNSTEIN SH",0
"BERNSTEIN SH STEM",0
"BERTRAND AVE EL",1
"BETHUNE MS",3
"BLYTHE ST EL",3
"BONITA ST EL",1
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",1
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",3
"BRAINARD EL",0
"BRAVO SH MEDICAL MAG",0
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",0
"BRIDGE ST EL",0
"BRIDGES SCHOOL",0
"BRIGHT EL",0
"BROAD AVE EL",1
"BROADACRES AV EL",1
"BROADOUS EEC",0
"BROADOUS EL",0
"BROADWAY EL",0
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",1
"BRYSON AVE EL",2
"BUCHANAN ST EL",4
"BUDLONG AVE EL",1
"BURBANK BLVD EL",3
"BURBANK MS A/T/C MAG",1
"BURKE HS",0
"BURROUGHS MS",2
"BURTON ST EL",1
"BUSHNELL WAY EL",0
"BYRD MS",2
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",0
"CALABASH CA",2
"CALAHAN ST EL",1
"CALVERT CES",2
"CAMELLIA AVE EL",0
"CANFIELD AVE EL",0
"CANOGA PARK EEC",0
"CANOGA PARK EL",0
"CANOGA PRK SH",1
"CANTARA ST EL",1
"CANTERBURY AVE EL",2
"CANYON CEL",0
"CAPISTRANO AVE EL",0
"CARDENAS EL",3
"CARLSON HOSPITAL",0
"CARNEGIE MS",4
"CAROLDALE LC",2
"CARPENTER COMM CHTR",11
"CARSON ACAD ED & EMP",0
"CARSON ACAD MED ARTS",0
"CARSON SH",5
"CARSON ST EL",0
"CARSON-GORE ACADEMY",0
"CARTHAY EL ES MAG",2
"CARVER MS",0
"CASTELAR ST EEC",0
"CASTELAR ST EL",2
"CASTLE HTS EL",0
"CASTLEBAY LN CHTR",1
"CASTRO MS",0
"CATSKILL AVE EL",1
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",0
"CENTURY PARK EL",0
"CHANDLER EL",1
"CHAPMAN EL",2
"CHARNOCK ROAD EL",0
"CHASE ST EEC",3
"CHASE ST EL",1
"CHATSWORTH CHS",4
"CHATSWORTH UP/CD MAG",1
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",0
"CHAVEZ LA ASE",1
"CHAVEZ LA SJ HUM AC",1
"CHAVEZ LA TECH PREP",0
"CHEREMOYA AVE EL",1
"CHEVIOT HILLS HS",1
"CIENEGA EL",3
"CIMARRON AVE EL",0
"CITY OF ANGELS",3
"CITY TERRACE EL",2
"CLEVELAND CHS",3
"CLEVELAND EEC",0
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",1
"CLINTON MS",0
"CLOVER AVE EL",0
"COCHRAN MS",2
"COEUR D ALENE AVE EL",2
"COHASSET ST EL",0
"COLDWATER CYN EL",0
"COLFAX CEL",0
"COLISEUM ST EL",0
"COLLINS EEC",0
"COLUMBUS AVE EL",0
"COLUMBUS MS",0
"COMMONWLTH AVE EL",0
"COMMUNITY EL MAG CS",0
"COMPTON AVE EL",0
"CONTRERAS LC ALC",1
"CONTRERAS LC BUS TR",0
"CONTRERAS LC GLBL ST",0
"CONTRERAS LC SOC JUS",0
"CORONA AVE EL",0
"CORTINES SCH OF VAPA",3
"COUGHLIN EL",0
"COWAN AVE EL",1
"CRENSHAW ARTS TECH",0
"CRENSHAW MAG STEMM",0
"CRESCENT HTS BL EEC",0
"CRESCENT HTS BL EL MG",5
"CRESTWOOD ST STEAM MG",0
"CRUZ EEC",0
"CURTISS MS",1
"DACOTAH EEC",0
"DAHLIA HTS EL",0
"DANA MS",0
"DANUBE AVE EL",0
"DARBY AVE EL",0
"DAYTON EEC",0
"DAYTON HEIGHTS EL",0
"DBM",0
"DE LA TORRE JR EL",3
"DEARBORN EL CA",0
"DEL AMO EL",0
"DEL OLMO EL",0
"DELEVAN DRIVE EL",0
"DENA EL",0
"DENKER AVE EL",2
"DIXIE CYN CC",1
"DODSON MS",4
"DOLORES ST EEC",0
"DOLORES ST EL",3
"DOMINGUEZ EL",0
"DORRIS PLACE EL",1
"DORSEY SH",1
"DREW MS",0
"DREW MS UP PBLC SRVC",0
"DYER ST EL",0
"DYMALLY SH",1
"EAGLE ROCK EL",0
"EAGLE ROCK HS",7
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",0
"EAST VALLEY SH",0
"EASTMAN AVE EEC",0
"EASTMAN AVE EL",0
"EDISON MS",1
