"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","1.8777226979119723"
"Bell/Cudahy/Maywood Community of Schools","3.1798322320514374"
"Boyle Heights Community of Schools","1.519999392000243"
"Canoga Park/Chatsworth Community of Schools","0.6318596260654733"
"Carson Community of Schools",0
"Cleveland Community of Schools","0.838117587897582"
"Downtown Community of Schools",0
"Eagle Rock/Highland Park Community of Schools","0.843362316884957"
"East Los Angeles Community of Schools",0
"Fairfax Community of Schools",0
"Fremont Community of Schools","0.67724065069281725"
"Gardena Community of Schools",0
"Glassell Park/Los Feliz Community of Schools","1.8192568335834811"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","2.1831916078114597"
"Harbor City/Lomita Community of Schools","1.1691393964902435"
"Historic Central Avenue Community of Schools","0.89330379475452015"
"Hollywood Community of Schools","0.90986015449425417"
"Huntington Park/Vernon Community of Schools","0.736452948021151"
"Kennedy/NAHS/VAAS Community of Schools",0
"Kreatwn/PcoUnion Community of Schools",0
"LA Mid-City Community of Schools","1.2050370548894378"
"Lincoln Heights/El Sereno Community of Schools",0
"MacArthur Park Community of Schools","2.5097881738781247"
"Manual Arts/Vermont Square Community of Schools",0
"Monroe Community of Schools","1.6306962257535855"
"North Hollywood/Valley Village Community of Schools",0
"Panorama City Community of Schools",0
"Reseda Community of Schools",0
"Rivera Community of Schools","0.70348718598090731"
"San Fernando Valley/Sylmar Community of Schools","0.57172586888038912"
"San Pedro Community of Schools",0
"SO Los Angeles Community of Schools",0
"South Gate Community of Schools","1.1196139571075894"
"South Mid-City Community of Schools",0
"Sun Valley Community of Schools","1.3920306246737428"
"Sunland/Tujunga Community of Schools","2.2715398768825388"
"Taft Community of Schools","0.64617850034893642"
"Van Nuys/Valley Glen Community of Schools",0
"Venice Community of Schools",0
"West LA Community of Schools",0
"Westchester Community of Schools",0
"Wilmington Community of Schools",0
"District Wide","0.646089941985039"
