"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","34.624628294431545"
"Bell/Cudahy/Maywood Community of Schools","18.609913873318593"
"Boyle Heights Community of Schools","15.860576205403792"
"Canoga Park/Chatsworth Community of Schools","8.1039068198059478"
"Carson Community of Schools",37.875559848119
"Cleveland Community of Schools","17.286914765906364"
"Downtown Community of Schools","5.8918260732943164"
"Eagle Rock/Highland Park Community of Schools","15.347780710909204"
"East Los Angeles Community of Schools","17.932185153710012"
"Fairfax Community of Schools","8.4097216382137763"
"Fremont Community of Schools","24.763968425940256"
"Gardena Community of Schools","24.535863253455467"
"Glassell Park/Los Feliz Community of Schools","25.842464337399214"
"H.E.E.T. (C/D) Community of Schools","22.490104354084202"
"H.E.E.T. (W) Community of Schools","20.959087860496311"
"Hamilton Community of Schools","15.487268174954506"
"Harbor City/Lomita Community of Schools","48.6523304466284"
"Historic Central Avenue Community of Schools","20.027638140634075"
"Hollywood Community of Schools","16.40875470173933"
"Huntington Park/Vernon Community of Schools","17.863232595527695"
"Kennedy/NAHS/VAAS Community of Schools","27.568530150285742"
"Kreatwn/PcoUnion Community of Schools","21.1864406779661"
"LA Mid-City Community of Schools","8.5152280661917068"
"Lincoln Heights/El Sereno Community of Schools","15.199038315393862"
"MacArthur Park Community of Schools","23.426404486156457"
"Manual Arts/Vermont Square Community of Schools","25.512102303530238"
"Monroe Community of Schools","25.805762693765683"
"North Hollywood/Valley Village Community of Schools","20.987415945399139"
"Panorama City Community of Schools","13.602563327489268"
"Reseda Community of Schools","26.017827029631412"
"Rivera Community of Schools","24.51600657977983"
"San Fernando Valley/Sylmar Community of Schools","23.942176408544121"
"San Pedro Community of Schools","27.2843594761403"
"South Gate Community of Schools","17.502877877035552"
"South Mid-City Community of Schools","21.292451825827744"
"Sun Valley Community of Schools","18.5739824940215"
"Sunland/Tujunga Community of Schools","22.820629849383842"
"Taft Community of Schools","26.22744439781788"
"Van Nuys/Valley Glen Community of Schools","24.118738404452692"
"Venice Community of Schools","18.581532279605607"
"West LA Community of Schools","9.3032871614637163"
"Westchester Community of Schools","31.477886784533865"
"Wilmington Community of Schools","28.5143997718848"
"District Wide","21.001505807966431"
