"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","16.058130432164436"
"Bell/Cudahy/Maywood Community of Schools","8.7621743672699086"
"Boyle Heights Community of Schools","17.19381335334068"
"Canoga Park/Chatsworth Community of Schools","9.654839488293506"
"Carson Community of Schools","11.737725048305252"
"Cleveland Community of Schools","13.570976205555054"
"Downtown Community of Schools","8.2101806239737272"
"Eagle Rock/Highland Park Community of Schools","16.562641654172044"
"East Los Angeles Community of Schools","6.8137528788105914"
"Fairfax Community of Schools","19.24721984602224"
"Fremont Community of Schools","13.966685778973522"
"Gardena Community of Schools","6.6932910912295585"
"Glassell Park/Los Feliz Community of Schools","12.69667640078524"
"H.E.E.T. (C/D) Community of Schools","13.299640909695439"
"H.E.E.T. (W) Community of Schools","5.9797883154936313"
"Hamilton Community of Schools","7.0750545368787217"
"Harbor City/Lomita Community of Schools","15.174698719002517"
"Historic Central Avenue Community of Schools","14.403825656094257"
"Hollywood Community of Schools","2.8217765905414049"
"Huntington Park/Vernon Community of Schools","15.562627905348096"
"Kennedy/NAHS/VAAS Community of Schools","12.041109765340021"
"Kreatwn/PcoUnion Community of Schools","16.709523500088189"
"LA Mid-City Community of Schools","7.6075517630501208"
"Lincoln Heights/El Sereno Community of Schools","7.5591503515004916"
"MacArthur Park Community of Schools","14.302617378980354"
"Manual Arts/Vermont Square Community of Schools","10.758051423485805"
"Monroe Community of Schools","15.372921452911887"
"North Hollywood/Valley Village Community of Schools","16.163052877427489"
"Panorama City Community of Schools","12.821243375690923"
"Reseda Community of Schools","7.1647993408384609"
"Rivera Community of Schools","7.5995926618333263"
"San Fernando Valley/Sylmar Community of Schools","11.147650632629174"
"San Pedro Community of Schools","12.023566189731875"
"South Gate Community of Schools","9.791861738912246"
"South Mid-City Community of Schools","8.6940141712430989"
"Sun Valley Community of Schools","9.731922953114589"
"Sunland/Tujunga Community of Schools","4.9880287310454907"
"Taft Community of Schools","26.346896050813907"
"Van Nuys/Valley Glen Community of Schools","18.817109456773572"
"Venice Community of Schools","18.334606569900689"
"West LA Community of Schools","32.76995491648627"
"Westchester Community of Schools","10.028581457152885"
"Wilmington Community of Schools","6.7817300193279308"
"District Wide","12.56668962353238"
