"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","840.09740259740261"
"Bell/Cudahy/Maywood Community of Schools","667.22268557130951"
"Boyle Heights Community of Schools","648.32397794861924"
"Canoga Park/Chatsworth Community of Schools","547.840218000667"
"Carson Community of Schools","590.74529753840761"
"Cleveland Community of Schools","654.3004197574528"
"Downtown Community of Schools","541.500300342744"
"Eagle Rock/Highland Park Community of Schools","489.75831696105433"
"East Los Angeles Community of Schools","610.0277350654577"
"Fairfax Community of Schools","419.0178222247053"
"Fremont Community of Schools","850.80705988836928"
"Gardena Community of Schools","778.41025992730272"
"Glassell Park/Los Feliz Community of Schools","525.79921480650592"
"H.E.E.T. (C/D) Community of Schools","583.8847800700662"
"H.E.E.T. (W) Community of Schools","773.248459623781"
"Hamilton Community of Schools","432.086710282199"
"Harbor City/Lomita Community of Schools","556.99380246332464"
"Historic Central Avenue Community of Schools","917.440213971051"
"Hollywood Community of Schools","519.1014749570021"
"Huntington Park/Vernon Community of Schools","771.08586659897185"
"Kennedy/NAHS/VAAS Community of Schools",542.49547920434
"Kreatwn/PcoUnion Community of Schools","775.268362125351"
"LA Mid-City Community of Schools","725.64889757186722"
"Lincoln Heights/El Sereno Community of Schools","456.58855508376712"
"MacArthur Park Community of Schools","863.1975126820488"
"Manual Arts/Vermont Square Community of Schools","722.72255992193379"
"Monroe Community of Schools","730.21288447144423"
"North Hollywood/Valley Village Community of Schools","566.65156693983442"
"Panorama City Community of Schools","710.56509622539647"
"Reseda Community of Schools","703.2115171650056"
"Rivera Community of Schools","864.51323810038866"
"San Fernando Valley/Sylmar Community of Schools","696.23174842067317"
"San Pedro Community of Schools","542.14557678760912"
"South Gate Community of Schools","726.11205778376859"
"South Mid-City Community of Schools","944.10708745179738"
"Sun Valley Community of Schools","732.30825386686138"
"Sunland/Tujunga Community of Schools","569.21217005843243"
"Taft Community of Schools","396.38093298616667"
"Van Nuys/Valley Glen Community of Schools","635.01426524937108"
"Venice Community of Schools","445.05782542178855"
"West LA Community of Schools","340.63995968757871"
"Westchester Community of Schools","449.07490569426983"
"Wilmington Community of Schools","687.12306063256767"
"District Wide","637.25098540534782"
