"School name","Cases among staff and students"
"Unassigned",290
"102ND ST EEC",0
"107TH ST EL",5
"109TH ST EL",4
"10TH ST EL",4
"112TH ST EEC",3
"112TH ST EL",0
"116TH ST EL",2
"118TH ST EL",2
"122ND ST EL",2
"135TH ST EL",3
"153RD ST EL",4
"156TH ST EL",1
"15TH ST EL",0
"186TH ST EL",5
"1ST ST EL",2
"20TH ST EL",0
"232ND PL EL",7
"24TH ST EEC",0
"24TH ST EL",2
"28TH ST EEC",1
"28TH ST EL",2
"2ND ST EL",1
"32ND ST USC PA MAG",15
"36TH ST EEC",1
"37TH ST EEC",0
"3RD ST EL",11
"42ND ST EL",1
"49TH ST EL",6
"4TH ST EEC",0
"4TH ST EL",2
"4TH ST PC",1
"52ND ST EL",5
"54TH ST EL",1
"59TH ST EL",3
"61ST ST EL",8
"66TH ST EEC",0
"66TH ST EL",1
"6TH AVE EL",2
"74TH ST EL",1
"75TH ST EEC",0
"75TH ST EL",2
"7TH ST EL AI MAG",2
"92ND ST EL",4
"93RD ST EL",17
"95TH ST EEC",1
"95TH ST EL",5
"96TH ST EL",3
"97TH ST EEC",0
"99TH ST EL",1
"9TH ST EL",2
"ACAD ENRICH SCI MAG",3
"ADAMS MS",4
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",6
"ALEXANDER SCS",6
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",4
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",3
"ALTA LOMA EL",0
"AMANECER PC",0
"AMBLER AVE EL",2
"AMESTOY EL",15
"ANATOLA AVE EL",2
"ANDASOL AVE EL",2
"ANGELES MESA EL",6
"ANGELOU COMMUNITY SH",1
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",4
"ANTON EEC",1
"ANTON EL",8
"APPERSON ST EL",1
"ARAGON AVE EL",0
"ARLETA SH",4
"ARLINGTON HTS EL",2
"ARMINTA ST EEC",0
"ARMINTA ST EL",5
"ARMSTRONG MS",19
"ARROYO SECO MUS/S MAG",2
"ASCOT AVE EL",8
"ATWATER AVE EL",3
"AUDUBON MS",5
"AURORA EL",0
"AVALON GARDENS EL",5
"BACA ARTS ACAD",0
"BAKEWELL PC",0
"BALA",0
"BALBOA EL G/HG/HA MAG",9
"BALDWIN HILLS EL",13
"BANCROFT MS",9
"BANDINI ST EL",2
"BANNEKER CTC",0
"BANNING SH",12
"BARRETT EL",2
"BARTON HILL EL",5
"BASSETT ST EL",1
"BEACHY AVE EL",3
"BECKFORD CES",8
"BEETHOVEN ST EL",3
"BELL SH",13
"BELLINGHAM EL",4
"BELMONT SH",2
"BELVEDERE EL",5
"BELVEDERE MS",2
"BERENDO MS",4
"BERNSTEIN SH",5
"BERNSTEIN SH STEM",8
"BERTRAND AVE EL",2
"BETHUNE MS",3
"BLYTHE ST EL",1
"BONITA ST EL",5
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",1
"BRADDOCK DR EL",15
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",4
"BRAINARD EL",4
"BRAVO SH MEDICAL MAG",8
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",1
"BRIDGE ST EL",1
"BRIDGES SCHOOL",12
"BRIGHT EL",6
"BROAD AVE EL",13
"BROADACRES AV EL",0
"BROADOUS EEC",1
"BROADOUS EL",1
"BROADWAY EL",2
"BROCKTON AVE EL",2
"BROOKLYN AVE EEC",1
"BROOKLYN AVE EL",6
"BRYSON AVE EL",2
"BUCHANAN ST EL",1
"BUDLONG AVE EL",2
"BURBANK BLVD EL",3
"BURBANK MS A/T/C MAG",11
"BURKE HS",0
"BURROUGHS MS",11
"BURTON ST EL",0
"BUSHNELL WAY EL",3
"BYRD MS",10
"CABRILLO AVE EEC",1
"CABRILLO AVE EL",2
"CAHUENGA EL",8
"CALABASH CA",21
"CALAHAN ST EL",12
"CALVERT CES",2
"CAMELLIA AVE EL",6
"CANFIELD AVE EL",4
"CANOGA PARK EEC",1
"CANOGA PARK EL",3
"CANOGA PRK SH",11
"CANTARA ST EL",2
"CANTERBURY AVE EL",2
"CANYON CEL",11
"CAPISTRANO AVE EL",2
"CARDENAS EL",1
"CARLSON HOSPITAL",0
"CARNEGIE MS",5
"CAROLDALE LC",7
"CARPENTER COMM CHTR",7
"CARSON ACAD ED & EMP",8
"CARSON ACAD MED ARTS",11
"CARSON SH",7
"CARSON ST EL",3
"CARSON-GORE ACADEMY",6
"CARTHAY EL ES MAG",1
"CARVER MS",3
"CASTELAR ST EEC",0
"CASTELAR ST EL",18
"CASTLE HTS EL",5
"CASTLEBAY LN CHTR",3
"CASTRO MS",2
"CATSKILL AVE EL",9
"CDS AGGELER",0
"CDS ALONZO",1
"CDS JOHNSON",1
"CDS JOHNSTON",0
"CDS LONDON",1
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",2
"CENTURY PARK EL",1
"CHANDLER EL",1
"CHAPMAN EL",5
"CHARNOCK ROAD EL",1
"CHASE ST EEC",0
"CHASE ST EL",2
"CHATSWORTH CHS",15
"CHATSWORTH UP/CD MAG",3
"CHAVEZ EL",2
"CHAVEZ LA ARTES MAG",5
"CHAVEZ LA ASE",3
"CHAVEZ LA SJ HUM AC",2
"CHAVEZ LA TECH PREP",1
"CHEREMOYA AVE EL",2
"CHEVIOT HILLS HS",0
"CIENEGA EL",6
"CIMARRON AVE EL",5
"CITY OF ANGELS",3
"CITY TERRACE EL",3
"CLEVELAND CHS",33
"CLEVELAND EEC",0
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",2
"CLINTON MS",3
"CLOVER AVE EL",2
"COCHRAN MS",3
"COEUR D ALENE AVE EL",13
"COHASSET ST EL",1
"COLDWATER CYN EL",3
"COLFAX CEL",13
"COLISEUM ST EL",0
"COLLINS EEC",0
"COLUMBUS AVE EL",0
"COLUMBUS MS",5
"COMMONWLTH AVE EL",2
"COMMUNITY EL MAG CS",9
"COMPTON AVE EL",2
"CONTRERAS LC ALC",2
"CONTRERAS LC BUS TR",5
"CONTRERAS LC GLBL ST",3
"CONTRERAS LC SOC JUS",6
"CORONA AVE EL",3
"CORTINES SCH OF VAPA",12
"COUGHLIN EL",1
"COWAN AVE EL",5
"CRENSHAW ARTS TECH",2
"CRENSHAW MAG STEMM",14
"CRESCENT HTS BL EEC",0
"CRESCENT HTS BL EL MG",1
"CRESTWOOD ST STEAM MG",2
"CRUZ EEC",0
"CURTISS MS",9
"DACOTAH EEC",0
"DAHLIA HTS EL",3
"DANA MS",17
"DANUBE AVE EL",2
"DARBY AVE EL",3
"DAYTON EEC",0
"DAYTON HEIGHTS EL",0
"DBM",14
"DE LA TORRE JR EL",8
"DEARBORN EL CA",12
"DEL AMO EL",6
"DEL OLMO EL",2
"DELEVAN DRIVE EL",5
"DENA EL",0
"DENKER AVE EL",4
"DIXIE CYN CC",1
"DODSON MS",24
"DOLORES ST EEC",0
"DOLORES ST EL",5
"DOMINGUEZ EL",3
"DORRIS PLACE EL",0
"DORSEY SH",13
"DREW MS",8
"DREW MS UP PBLC SRVC",1
"DYER ST EL",6
"DYMALLY SH",3
"EAGLE ROCK EL",8
"EAGLE ROCK HS",23
"EAGLE TREE CONTN HS",1
"EARHART HS",2
"EARLY COLLEGE ACAD",3
"EAST VALLEY SH",4
"EAST VALLEY SKLS CTR",0
"EASTMAN AVE EEC",0
"EASTMAN AVE EL",1
"EDISON MS",1
"EINSTEIN HS",0
"EL DORADO AVE EL",2
"EL ORO WAY CES",6
"EL SERENO EEC",0
"EL SERENO EL",2
"EL SERENO MS",6
"ELA OCC CTR",5
"ELEMENTARY CDS",0
"ELIZABETH LC",9
"ELLINGTON HS",0
"ELYSIAN HTS ARTS MAG",3
"EMELITA ST EL",3
"EMERSON CC",1
"ENADIA WAY",1
"ENCINO CEL",2
"ERWIN EL",9
"ESCALANTE EEC",0
"ESCALANTE EL",2
"ESCUTIA PC",5
"ESHELMAN AVE EL",0
"ESPERANZA EL",6
"ESTRELLA EEC",1
"ESTRELLA EL",3
"EUCLID AVE EL",8
"EVANS CAS",3
"EVERGREEN AVE EEC",1
"EVERGREEN AVE EL",2
"EVERGREEN HS",1
"FAIR AVE EEC",1
"FAIR AVE EL",4
"FAIRBURN AVE EL",4
"FAIRFAX SH",12
"FARMDALE EL",3
"FERNANGELES EL",1
"FIGUEROA ST EL",1
"FISHBURN AVE EL",3
"FLEMING MS",7
"FLETCHER DR EL",2
"FLORENCE AVE EL",1
"FLOURNOY EL",2
"FORD BLVD EL",0
"FOSHAY LC",10
"FRANKLIN AVE EL",23
"FRANKLIN HS",10
"FREMONT SH",9
"FRIEDMAN OCC CTR",1
"FRIES AVE EL",5
"FROST MS",11
"FULLBRIGHT AVE EL",2
"FULTON COLLEGE PREP",3
"GAGE MS",7
"GAL KING SCH FOR STEM",14
"GARCETTI LA",2
"GARDEN GROVE EL",1
"GARDENA EEC",3
"GARDENA EL",4
"GARDENA SH",9
"GARDNER ST EL",3
"GARFIELD SH",23
"GARVANZA EL T/L MAG",2
"GARZA PC",0
"GATES ST EEC",0
"GATES ST EL",5
"GAULT ST EL",1
"GERMAIN ACAD AA",12
"GLASSELL PARK EEC",2
"GLASSELL PK STEAM MAG",0
"GLEDHILL ST EEC",0
"GLEDHILL ST EL",4
"GLEN ALTA EL",0
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",2
"GLENWOOD EL",0
"GOMPERS MS",3
"GOMPERS MS UP MED MAG",1
"GRAHAM EEC",0
"GRAHAM EL",8
"GRANADA EL",2
"GRAND VW BL EL",7
"GRANT EEC",3
"GRANT EL",4
"GRANT SH",9
"GRAPE ST EL",1
"GRATTS EEC",2
"GRATTS LA FOR YS",5
"GREY HS",2
"GRIDLEY ST EL",1
"GRIFFIN AVE EL",0
"GRIFFITH JOYNER EL",4
"GRIFFITH MS STEAM MG",1
"GULF AVE EL",2
"HADDON AVE EEC",1
"HADDON AVE EL",5
"HALE CA",31
"HALLDALE EL",5
"HAMASAKI MED/SCI MAG",8
"HAMILTON SH",22
"HAMLIN CA",6
"HANCOCK PARK EL",7
"HARBOR CITY EL",5
"HARBOR OCC CTR",1
"HARDING ST EL",5
"HARMONY EL",4
"HARRISON ST EL",1
"HART ST EL",2
"HARTE PREP MS",3
"HARVARD EL",1
"HASKELL EL STEAM MAG",4
"HAWAIIAN AVE EEC",1
"HAWAIIAN AVE EL",1
"HAWKINS SH C/DAGS",12
"HAYNES CES",6
"HAZELTINE AVE EL",5
"HELIOTROPE AVE EL",1
"HENRY MS",9
"HERRICK AVE EL",1
"HESBY OAKS LEAD CHTR",6
"HIGHLAND PARK HS",0
"HILLCREST DR EL",8
"HILLSIDE EL",0
"HOBART BLVD EEC",0
"HOBART BLVD EL",4
"HOLLENBECK MS",2
"HOLLYWOOD EL",2
"HOLLYWOOD SH",15
"HOLMES AVE EEC",0
"HOLMES AVE EL",0
"HOLMES MS",6
"HOOPER AVE EEC",2
"HOOPER AVE EL",2
"HOOPER AVE PC",1
"HOOVER ST EL",19
"HOPE HS",3
"HOPE ST EL",3
"HUBBARD ST EL",3
"HUERTA EL",1
"HUGHES EL",3
"HUMPHREYS AVE EL",3
"HUNTINGTON DR EL",1
"HUNTNGTN PK EL",1
