"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","40.269807711668179"
"Bell/Cudahy/Maywood Community of Schools","36.465543437890396"
"Boyle Heights Community of Schools","33.584042112826765"
"Canoga Park/Chatsworth Community of Schools","39.35838920613439"
"Carson Community of Schools","38.977519941986948"
"Cleveland Community of Schools","34.453994850034455"
"Downtown Community of Schools","24.646122754122064"
"Eagle Rock/Highland Park Community of Schools","29.524909471417285"
"East Los Angeles Community of Schools","34.008747049741196"
"Fairfax Community of Schools","35.389878494750505"
"Fremont Community of Schools","36.917806196284587"
"Gardena Community of Schools","48.361337922037023"
"Glassell Park/Los Feliz Community of Schools","47.021482940018224"
"H.E.E.T. (C/D) Community of Schools","20.988761472266216"
"H.E.E.T. (W) Community of Schools","37.871992664793005"
"Hamilton Community of Schools","22.400641365731733"
"Harbor City/Lomita Community of Schools","37.873049537948795"
"Historic Central Avenue Community of Schools","28.037744605151211"
"Hollywood Community of Schools","22.603978300180835"
"Huntington Park/Vernon Community of Schools","42.904728101036731"
"Kennedy/NAHS/VAAS Community of Schools","37.579057829206725"
"Kreatwn/PcoUnion Community of Schools","26.102845210127903"
"LA Mid-City Community of Schools","15.302023692633352"
"Lincoln Heights/El Sereno Community of Schools","18.828845791752965"
"MacArthur Park Community of Schools","26.142765643177391"
"Manual Arts/Vermont Square Community of Schools","27.512208542540751"
"Monroe Community of Schools","32.602074521478762"
"North Hollywood/Valley Village Community of Schools","22.6564712546021"
"Panorama City Community of Schools","41.378916728497231"
"Reseda Community of Schools","32.217359787365424"
"Rivera Community of Schools","34.27291906259758"
"San Fernando Valley/Sylmar Community of Schools","40.404291557367877"
"San Pedro Community of Schools","51.650669306589762"
"South Gate Community of Schools","31.77454736546229"
"South Mid-City Community of Schools","27.615074924058543"
"Sun Valley Community of Schools","30.82706766917293"
"Sunland/Tujunga Community of Schools","37.574209062899229"
"Taft Community of Schools","37.055776069094769"
"Van Nuys/Valley Glen Community of Schools","31.279139764639229"
"Venice Community of Schools","21.391899600684543"
"West LA Community of Schools","23.860891005438297"
"Westchester Community of Schools","30.465358348777578"
"Wilmington Community of Schools",24.917602020591
"District Wide","32.561279233561542"
