"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","7.7450334972698753"
"Bell/Cudahy/Maywood Community of Schools","7.8716397937630376"
"Boyle Heights Community of Schools","5.5041831792162048"
"Canoga Park/Chatsworth Community of Schools","0.6539281463752763"
"Carson Community of Schools","9.57604248280665"
"Cleveland Community of Schools","5.2640352339424989"
"Downtown Community of Schools","4.7233308929457047"
"Eagle Rock/Highland Park Community of Schools","11.24859392575928"
"East Los Angeles Community of Schools","6.015037593984963"
"Fairfax Community of Schools","4.1315058305876038"
"Fremont Community of Schools","3.6033179351546907"
"Gardena Community of Schools","3.264559937320449"
"Glassell Park/Los Feliz Community of Schools","10.444161713602098"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools","1.9118996635056593"
"Hamilton Community of Schools","1.1397570038067883"
"Harbor City/Lomita Community of Schools","3.6298079831576908"
"Historic Central Avenue Community of Schools","8.33364198674025"
"Hollywood Community of Schools","4.7530324346933339"
"Huntington Park/Vernon Community of Schools","1.5362634999155056"
"Kennedy/NAHS/VAAS Community of Schools","5.9850772074959764"
"Kreatwn/PcoUnion Community of Schools","3.6422243063839086"
"LA Mid-City Community of Schools","2.5206377213435003"
"Lincoln Heights/El Sereno Community of Schools","4.8480930833872007"
"MacArthur Park Community of Schools","10.4322879311469"
"Manual Arts/Vermont Square Community of Schools","4.8080621586275862"
"Monroe Community of Schools","3.3981242354220469"
"North Hollywood/Valley Village Community of Schools","3.8997909712039438"
"Panorama City Community of Schools","2.7573275980919294"
"Reseda Community of Schools","6.9029786352811238"
"Rivera Community of Schools","6.589689332757346"
"San Fernando Valley/Sylmar Community of Schools","7.7104660680181727"
"San Pedro Community of Schools","3.3920727260392463"
"SO Los Angeles Community of Schools","3.2083502662930719"
"South Gate Community of Schools","5.2366987850858822"
"South Mid-City Community of Schools","6.9740843027310513"
"Sun Valley Community of Schools","6.50500524014311"
"Sunland/Tujunga Community of Schools","4.7405721870629787"
"Taft Community of Schools","4.7384382107657315"
"Van Nuys/Valley Glen Community of Schools","4.0223643457624387"
"Venice Community of Schools","1.9594971930202709"
"West LA Community of Schools","5.5096924673321155"
"Westchester Community of Schools","2.4762895277715873"
"Wilmington Community of Schools","2.1937521937521938"
"District Wide","5.0573808803268694"
