"School name","Cases among staff and students"
"Unassigned",994
"102ND ST EEC",3
"107TH ST EL",62
"109TH ST EL",25
"10TH ST EL",26
"112TH ST EEC",3
"112TH ST EL",25
"116TH ST EL",28
"118TH ST EL",36
"122ND ST EL",40
"135TH ST EL",30
"153RD ST EL",27
"156TH ST EL",9
"15TH ST EL",22
"186TH ST EL",39
"1ST ST EL",31
"20TH ST EL",39
"232ND PL EL",14
"24TH ST EEC",8
"24TH ST EL",57
"28TH ST EEC",5
"28TH ST EL",64
"2ND ST EL",18
"32ND ST USC PA MAG",46
"36TH ST EEC",3
"37TH ST EEC",4
"3RD ST EL",9
"42ND ST EL",11
"49TH ST EL",35
"4TH ST EEC",4
"4TH ST EL",31
"4TH ST PC",19
"52ND ST EL",41
"54TH ST EL",16
"59TH ST EL",22
"61ST ST EL",56
"66TH ST EEC",10
"66TH ST EL",60
"6TH AVE EL",23
"74TH ST EL",18
"75TH ST EEC",3
"75TH ST EL",62
"7TH ST EL AI MAG",19
"92ND ST EL",63
"93RD ST EL",63
"95TH ST EEC",4
"95TH ST EL",40
"96TH ST EL",29
"97TH ST EEC",5
"99TH ST EL",72
"9TH ST EL",21
"ACAD ENRICH SCI MAG",10
"ADAMS MS",49
"ADDAMS HS",6
"AGGELER HS",1
"ALBION ST EEC",4
"ALBION ST EL",12
"ALDAMA EL",17
"ALEXANDER SCS",32
"ALEXANDRIA AVE EEC",4
"ALEXANDRIA AVE EL",41
"ALLESANDRO EL",15
"ALTA CALIFORNIA EL",39
"ALTA LOMA EL",33
"AMANECER PC",8
"AMBLER AVE EL",23
"AMESTOY EL",34
"ANATOLA AVE EL",16
"ANDASOL AVE EL",22
"ANGELES MESA EL",22
"ANGELOU COMMUNITY SH",90
"ANGEL'S GATE HS",1
"ANN ST EL",3
"ANNALEE AVE EL",12
"ANNANDALE EL",5
"ANTON EEC",5
"ANTON EL",19
"APPERSON ST EL",13
"ARAGON AVE EL",15
"ARLETA SH",52
"ARLINGTON HTS EL",19
"ARMINTA ST EEC",11
"ARMINTA ST EL",26
"ARROYO SECO MUS/S MAG",23
"ASCOT AVE EL",63
"ATWATER AVE EL",16
"AUDUBON MS",23
"AURORA EL",36
"AVALON GARDENS EL",12
"BACA ARTS ACAD",57
"BAKEWELL PC",12
"BALA",0
"BALBOA EL G/HG/HA MAG",10
"BALDWIN HILLS EL",28
"BANCROFT MS",14
"BANDINI ST EL",4
"BANNEKER CTC",19
"BANNING SH",131
"BARRETT EL",45
"BARTON HILL EL",30
"BASSETT ST EL",44
"BEACHY AVE EL",19
"BECKFORD CES",16
"BEETHOVEN ST EL",11
"BELL SH",148
"BELLINGHAM EL",32
"BELMONT SH",45
"BELVEDERE EL",32
"BELVEDERE MS",28
"BERENDO MS",27
"BERNSTEIN SH",36
"BERNSTEIN SH STEM",32
"BERTRAND AVE EL",14
"BETHUNE MS",77
"BLYTHE ST EL",16
"BONITA ST EL",12
"BOYLE HEIGHTS HS",3
"BOYLE HTS STEM MAG",4
"BRADDOCK DR EL",19
"BRADLEY EEC",8
"BRADLEY GLBL AWR MAG",8
"BRAINARD EL",5
"BRAVO SH MEDICAL MAG",98
"BREED ST EL",14
"BRENTWOOD EL SCI MAG",11
"BRIDGE ST EL",11
"BRIDGES SCHOOL",55
"BRIGHT EL",19
"BROAD AVE EL",22
"BROADACRES AV EL",25
"BROADOUS EEC",5
"BROADOUS EL",26
"BROADWAY EL",9
"BROCKTON AVE EL",14
