"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","10.211375472276115"
"Bell/Cudahy/Maywood Community of Schools","16.45548790521639"
"Boyle Heights Community of Schools","4.0142505895930558"
"Canoga Park/Chatsworth Community of Schools","14.319629196970268"
"Carson Community of Schools","15.607472077256986"
"Cleveland Community of Schools","8.9007565643079669"
"Downtown Community of Schools","7.6051410753669488"
"Eagle Rock/Highland Park Community of Schools","9.8537268984847142"
"East Los Angeles Community of Schools","17.265193370165743"
"Fairfax Community of Schools","2.5464731347084286"
"Fremont Community of Schools","13.695209093618839"
"Gardena Community of Schools","7.2241285894888927"
"Glassell Park/Los Feliz Community of Schools","11.748998664886516"
"H.E.E.T. (C/D) Community of Schools","13.673156858455481"
"H.E.E.T. (W) Community of Schools","6.7417245331355762"
"Hamilton Community of Schools","8.3000179833722978"
"Harbor City/Lomita Community of Schools","8.6764131707951933"
"Historic Central Avenue Community of Schools","18.37784856652781"
"Hollywood Community of Schools","10.376673238559718"
"Huntington Park/Vernon Community of Schools","11.642121194481634"
"Jefferson/South Central (West) Community of Schools","7.132752410275919"
"Kennedy/NAHS/VAAS Community of Schools","8.4512669217412686"
"Kreatwn/PcoUnion Community of Schools","9.4739833889491241"
"LA Mid-City Community of Schools","4.5212725875243018"
"Lincoln Heights/El Sereno Community of Schools","14.061511299986719"
"MacArthur Park Community of Schools","4.7418834761167137"
"Manual Arts/Vermont Square Community of Schools","10.099083227666998"
"Monroe Community of Schools","10.987602322046625"
"North Hollywood/Valley Village Community of Schools","4.3255962834476733"
"Panorama City Community of Schools","9.2874943888054737"
"Reseda Community of Schools","10.056113111160274"
"Rivera Community of Schools","14.62451556292198"
"San Fernando Valley/Sylmar Community of Schools","9.223815892634784"
"San Pedro Community of Schools","9.0384132563394424"
"South Gate Community of Schools","14.170226936184383"
"South Mid-City Community of Schools","22.49940235962482"
"Sun Valley Community of Schools","10.936731011100781"
"Sunland/Tujunga Community of Schools","7.7220077220077226"
"Taft Community of Schools","15.15091104820382"
"Van Nuys/Valley Glen Community of Schools","9.59159009380575"
"Venice Community of Schools","17.448961786773687"
"West LA Community of Schools","2.1700917948829237"
"Westchester Community of Schools","30.454042081949058"
"Wilmington Community of Schools","14.607069821793747"
"District Wide","11.135196127921134"
