"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","858.11660648354768"
"Bell/Cudahy/Maywood Community of Schools","619.53173784616251"
"Boyle Heights Community of Schools","629.57405249524254"
"Canoga Park/Chatsworth Community of Schools","524.05095649951011"
"Carson Community of Schools","629.57432295411388"
"Cleveland Community of Schools","599.66106113935609"
"Downtown Community of Schools","507.35801944429687"
"Eagle Rock/Highland Park Community of Schools","404.04611211573234"
"East Los Angeles Community of Schools","581.47484473614145"
"Fairfax Community of Schools","367.24776908176864"
"Fremont Community of Schools","884.7488308945542"
"Gardena Community of Schools","683.269622542175"
"Glassell Park/Los Feliz Community of Schools","497.89621318373071"
"H.E.E.T. (C/D) Community of Schools","500.82101806239734"
"H.E.E.T. (W) Community of Schools","671.90850607576851"
"Hamilton Community of Schools","384.71402923826628"
"Harbor City/Lomita Community of Schools","602.33075815110647"
"Historic Central Avenue Community of Schools","770.2068639891404"
"Hollywood Community of Schools","447.83459417605758"
"Huntington Park/Vernon Community of Schools","681.06589193436992"
"Kennedy/NAHS/VAAS Community of Schools","513.84858112655877"
"Kreatwn/PcoUnion Community of Schools","629.530162580496"
"LA Mid-City Community of Schools","684.01091223634307"
"Lincoln Heights/El Sereno Community of Schools","447.98821208736365"
"MacArthur Park Community of Schools","761.4490772385509"
"Manual Arts/Vermont Square Community of Schools","552.26704094709226"
"Monroe Community of Schools","695.90816450955458"
"North Hollywood/Valley Village Community of Schools","485.1689854284561"
"Panorama City Community of Schools","661.09189615165712"
"Reseda Community of Schools","663.5062330773568"
"Rivera Community of Schools","802.02127906168153"
"San Fernando Valley/Sylmar Community of Schools","607.12230352320671"
"San Pedro Community of Schools","532.14285714285711"
"South Gate Community of Schools","676.11874733404215"
"South Mid-City Community of Schools","843.90056457095568"
"Sun Valley Community of Schools","647.4486263589954"
"Sunland/Tujunga Community of Schools","529.00722976547343"
"Taft Community of Schools","312.8683479096029"
"Van Nuys/Valley Glen Community of Schools","574.77843315640121"
"Venice Community of Schools","382.42351529694059"
"West LA Community of Schools","313.62820435247374"
"Westchester Community of Schools","354.19126328217237"
"Wilmington Community of Schools","914.67277984494342"
"District Wide","588.89159435950842"
