"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","348.3826537846104"
"Bell/Cudahy/Maywood Community of Schools","347.90908713635548"
"Boyle Heights Community of Schools","253.12722715096703"
"Canoga Park/Chatsworth Community of Schools","247.83496444413154"
"Carson Community of Schools","252.0900557348196"
"Cleveland Community of Schools","212.35146937984138"
"Downtown Community of Schools","224.59098526337613"
"Eagle Rock/Highland Park Community of Schools","197.92683151363394"
"East Los Angeles Community of Schools","267.91457837031595"
"Fairfax Community of Schools","203.90842858245065"
"Fremont Community of Schools","364.20590373273581"
"Gardena Community of Schools","315.33531413999975"
"Glassell Park/Los Feliz Community of Schools","276.56187823318743"
"H.E.E.T. (C/D) Community of Schools","260.57848423500167"
"H.E.E.T. (W) Community of Schools","389.00257308993656"
"Hamilton Community of Schools","227.00653247521646"
"Harbor City/Lomita Community of Schools","252.10084033613447"
"Historic Central Avenue Community of Schools","340.43885307324325"
"Hollywood Community of Schools","211.72983273343215"
"Huntington Park/Vernon Community of Schools","371.97033714254127"
"Kennedy/NAHS/VAAS Community of Schools","239.42537909018355"
"Kreatwn/PcoUnion Community of Schools","307.45507158087111"
"LA Mid-City Community of Schools","305.45759645511868"
"Lincoln Heights/El Sereno Community of Schools","204.36045510384497"
"MacArthur Park Community of Schools","348.43205574912889"
"Manual Arts/Vermont Square Community of Schools","331.96779206102559"
"Monroe Community of Schools","292.11126231938073"
"North Hollywood/Valley Village Community of Schools","272.47510493973635"
"Panorama City Community of Schools","308.41852248704066"
"Reseda Community of Schools","250.642614733029"
"Rivera Community of Schools","381.48564044978383"
"San Fernando Valley/Sylmar Community of Schools","346.68260609683205"
"San Pedro Community of Schools","189.74662206885594"
"South Gate Community of Schools","315.6160800734342"
"South Mid-City Community of Schools","392.45660194317463"
"Sun Valley Community of Schools","303.64525753055386"
"Sunland/Tujunga Community of Schools","241.53373924420066"
"Taft Community of Schools","215.37705439354735"
"Van Nuys/Valley Glen Community of Schools","306.71178658120982"
"Venice Community of Schools","194.9297199334078"
"West LA Community of Schools","168.6103695377266"
"Westchester Community of Schools","186.65780255184228"
"Wilmington Community of Schools","258.76183606407216"
"District Wide","277.52727502742107"
