"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","40.281162514350164"
"Bell/Cudahy/Maywood Community of Schools","34.439679913563154"
"Boyle Heights Community of Schools","39.051211759100887"
"Canoga Park/Chatsworth Community of Schools","45.57287171236613"
"Carson Community of Schools","42.60333575054387"
"Cleveland Community of Schools","29.92057447502992"
"Downtown Community of Schools","33.683034430633491"
"Eagle Rock/Highland Park Community of Schools","36.4719469941037"
"East Los Angeles Community of Schools","39.450146577699783"
"Fairfax Community of Schools","40.751981296985427"
"Fremont Community of Schools","34.702737824507516"
"Gardena Community of Schools","49.4860201992937"
"Glassell Park/Los Feliz Community of Schools","37.225340660847756"
"H.E.E.T. (C/D) Community of Schools","28.62103837127211"
"H.E.E.T. (W) Community of Schools","59.797883154936315"
"Hamilton Community of Schools","43.622301606951275"
"Harbor City/Lomita Community of Schools","46.710094430136849"
"Historic Central Avenue Community of Schools","27.070925825663238"
"Hollywood Community of Schools","26.371308016877638"
"Huntington Park/Vernon Community of Schools","52.26575968671748"
"Kennedy/NAHS/VAAS Community of Schools","34.0338636943759"
"Kreatwn/PcoUnion Community of Schools","27.967334153708467"
"LA Mid-City Community of Schools","20.40269825684447"
"Lincoln Heights/El Sereno Community of Schools","25.284450063211125"
"MacArthur Park Community of Schools","33.985595336130608"
"Manual Arts/Vermont Square Community of Schools","29.477366295579376"
"Monroe Community of Schools","29.170277203428363"
"North Hollywood/Valley Village Community of Schools","25.893110005259537"
"Panorama City Community of Schools","41.383050073490594"
"Reseda Community of Schools","36.694291800168251"
"Rivera Community of Schools","37.3194007570507"
"San Fernando Valley/Sylmar Community of Schools","39.784418183965634"
"San Pedro Community of Schools","55.094047260362416"
"South Gate Community of Schools","34.2187433166517"
"South Mid-City Community of Schools","42.14932488408936"
"Sun Valley Community of Schools","24.81203007518797"
"Sunland/Tujunga Community of Schools","42.584103604619123"
"Taft Community of Schools","40.618831460353881"
"Van Nuys/Valley Glen Community of Schools","33.049657109807484"
"Venice Community of Schools","32.597180343900256"
"West LA Community of Schools","29.826113756797866"
"Westchester Community of Schools","27.926578486379444"
"Wilmington Community of Schools","38.509021304549726"
"District Wide","36.07936946475548"
