"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","3.7353155407803071"
"Bell/Cudahy/Maywood Community of Schools","6.9906515922797778"
"Boyle Heights Community of Schools","6.0709542781255923"
"Canoga Park/Chatsworth Community of Schools","5.0443906376109764"
"Carson Community of Schools","15.688605943504504"
"Cleveland Community of Schools","11.713716762328687"
"Downtown Community of Schools","6.8813652628681528"
"Eagle Rock/Highland Park Community of Schools","9.2802726712843064"
"East Los Angeles Community of Schools","9.6165558625730068"
"Fairfax Community of Schools","8.972812378493165"
"Fremont Community of Schools","6.7583093413351714"
"Gardena Community of Schools","4.0590181235159211"
"Glassell Park/Los Feliz Community of Schools","11.810880546571211"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools","7.1598618146669768"
"Hamilton Community of Schools","7.6231132794633325"
"Harbor City/Lomita Community of Schools","4.6769403456258916"
"Historic Central Avenue Community of Schools","5.3658623835160713"
"Hollywood Community of Schools","8.17676345531853"
"Huntington Park/Vernon Community of Schools","5.8794996545793961"
"Kennedy/NAHS/VAAS Community of Schools","10.926713887210601"
"Kreatwn/PcoUnion Community of Schools","6.170173381872031"
"LA Mid-City Community of Schools","7.2235197804049989"
"Lincoln Heights/El Sereno Community of Schools","6.2654351605778817"
"MacArthur Park Community of Schools","2.5071453642882213"
"Manual Arts/Vermont Square Community of Schools","5.42735931832367"
"Monroe Community of Schools","2.437003460544914"
"North Hollywood/Valley Village Community of Schools","14.193827925982921"
"Panorama City Community of Schools","1.3399975880043418"
"Reseda Community of Schools","3.3187859880855584"
"Rivera Community of Schools","2.1080739231255707"
"San Fernando Valley/Sylmar Community of Schools","7.9827572443521992"
"San Pedro Community of Schools","3.2390237582392665"
"SO Los Angeles Community of Schools","7.0786437318609758"
"South Gate Community of Schools","6.7079578740245509"
"South Mid-City Community of Schools","1.3028467200833822"
"Sun Valley Community of Schools","3.4768580329327992"
"Sunland/Tujunga Community of Schools","6.8016414628063577"
"Taft Community of Schools","9.05018326621114"
"Van Nuys/Valley Glen Community of Schools","9.3482098178198889"
"Venice Community of Schools","10.308505454136522"
"West LA Community of Schools","10.615429526817229"
"Westchester Community of Schools","4.5193654810864556"
"Wilmington Community of Schools","8.47376839072546"
"District Wide","7.0539596650287546"
