"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","26.167998550695465"
"Bell/Cudahy/Maywood Community of Schools","26.313836354926423"
"Boyle Heights Community of Schools","14.811927499512764"
"Canoga Park/Chatsworth Community of Schools","17.913985310532045"
"Carson Community of Schools","18.100366532422282"
"Cleveland Community of Schools","18.123329255584249"
"Downtown Community of Schools","17.192962347412458"
"Eagle Rock/Highland Park Community of Schools","32.996422493140216"
"East Los Angeles Community of Schools","22.411626880369454"
"Fairfax Community of Schools","20.354598532326317"
"Fremont Community of Schools","25.073006695967671"
"Gardena Community of Schools","22.410721289064689"
"Glassell Park/Los Feliz Community of Schools","30.355551638710182"
"H.E.E.T. (C/D) Community of Schools",9.5047999239616
"H.E.E.T. (W) Community of Schools","29.828189627744194"
"Hamilton Community of Schools","18.860584913889642"
"Harbor City/Lomita Community of Schools","13.88433090147174"
"Historic Central Avenue Community of Schools","14.470942347765686"
"Hollywood Community of Schools","16.91618032648228"
"Huntington Park/Vernon Community of Schools","22.579339126101718"
"Kennedy/NAHS/VAAS Community of Schools","14.880214275085562"
"Kreatwn/PcoUnion Community of Schools","27.887261099129915"
"LA Mid-City Community of Schools","15.278838808250573"
"Lincoln Heights/El Sereno Community of Schools","10.757720008821332"
"MacArthur Park Community of Schools","16.957111551706145"
"Manual Arts/Vermont Square Community of Schools","19.605728793953595"
"Monroe Community of Schools","24.829830044094354"
"North Hollywood/Valley Village Community of Schools","29.883052271111975"
"Panorama City Community of Schools","24.242078544334483"
"Reseda Community of Schools","13.414655958790178"
"Rivera Community of Schools","19.007070630274463"
"San Fernando Valley/Sylmar Community of Schools","25.423833914154255"
"San Pedro Community of Schools","18.06249623697995"
"South Gate Community of Schools","18.325982578099229"
"South Mid-City Community of Schools","24.628044098686022"
"Sun Valley Community of Schools","23.27274911225723"
"Sunland/Tujunga Community of Schools","22.528724123257152"
"Taft Community of Schools","33.441008637741376"
"Van Nuys/Valley Glen Community of Schools","21.206783814511333"
"Venice Community of Schools","25.446587612601149"
"West LA Community of Schools","31.810093740369989"
"Westchester Community of Schools","12.628813901798342"
"Wilmington Community of Schools","15.837820715869496"
"District Wide","21.182583589816083"
