"School name","Cases among staff and students"
"Unassigned",186
"102ND ST EEC",0
"107TH ST EL",4
"109TH ST EL",2
"10TH ST EL",2
"112TH ST EEC",0
"112TH ST EL",1
"116TH ST EL",0
"118TH ST EL",0
"122ND ST EL",1
"135TH ST EL",2
"153RD ST EL",1
"156TH ST EL",4
"15TH ST EL",2
"186TH ST EL",1
"1ST ST EL",0
"20TH ST EL",4
"232ND PL EL",3
"24TH ST EEC",0
"24TH ST EL",3
"28TH ST EEC",0
"28TH ST EL",2
"2ND ST EL",0
"32ND ST USC PA MAG",6
"36TH ST EEC",1
"37TH ST EEC",0
"3RD ST EL",6
"42ND ST EL",6
"49TH ST EL",0
"4TH ST EEC",0
"4TH ST EL",4
"4TH ST PC",1
"52ND ST EL",2
"54TH ST EL",1
"59TH ST EL",1
"61ST ST EL",3
"66TH ST EEC",1
"66TH ST EL",2
"6TH AVE EL",1
"74TH ST EL",3
"75TH ST EEC",0
"75TH ST EL",10
"7TH ST EL AI MAG",1
"92ND ST EL",1
"93RD ST EL",3
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",1
"97TH ST EEC",0
"99TH ST EL",2
"9TH ST EL",2
"ACAD ENRICH SCI MAG",0
"ADAMS MS",3
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",1
"ALEXANDER SCS",2
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",3
"ALLESANDRO EL",3
"ALTA CALIFORNIA EL",0
"ALTA LOMA EL",0
"AMANECER PC",0
"AMBLER AVE EL",0
"AMESTOY EL",11
"ANATOLA AVE EL",0
"ANDASOL AVE EL",4
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",1
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",5
"ANTON EEC",0
"ANTON EL",1
"APPERSON ST EL",2
"ARAGON AVE EL",0
"ARLETA SH",5
"ARLINGTON HTS EL",2
"ARMINTA ST EEC",1
"ARMINTA ST EL",0
"ARMSTRONG MS",19
"ARROYO SECO MUS/S MAG",2
"ASCOT AVE EL",1
"ATWATER AVE EL",4
"AUDUBON MS",1
"AURORA EL",0
"AVALON GARDENS EL",2
"BACA ARTS ACAD",1
"BAKEWELL PC",0
"BALA",0
"BALBOA EL G/HG/HA MAG",9
"BALDWIN HILLS EL",0
"BANCROFT MS",2
"BANDINI ST EL",0
"BANNEKER CTC",1
"BANNING SH",11
"BARRETT EL",3
"BARTON HILL EL",0
"BASSETT ST EL",1
"BEACHY AVE EL",0
"BECKFORD CES",11
"BEETHOVEN ST EL",4
"BELL SH",14
"BELLINGHAM EL",0
"BELMONT SH",2
"BELVEDERE EL",2
"BELVEDERE MS",4
"BERENDO MS",1
"BERNSTEIN SH",3
"BERNSTEIN SH STEM",1
"BERTRAND AVE EL",2
"BETHUNE MS",3
"BLYTHE ST EL",5
"BONITA ST EL",2
"BOYLE HEIGHTS HS",1
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",4
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",3
"BRAINARD EL",1
"BRAVO SH MEDICAL MAG",7
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",0
"BRIDGE ST EL",1
"BRIDGES SCHOOL",5
"BRIGHT EL",1
"BROAD AVE EL",2
"BROADACRES AV EL",0
"BROADOUS EEC",1
"BROADOUS EL",1
"BROADWAY EL",5
"BROCKTON AVE EL",2
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",0
"BRYSON AVE EL",1
"BUCHANAN ST EL",3
"BUDLONG AVE EL",1
"BURBANK BLVD EL",5
"BURBANK MS A/T/C MAG",4
"BURKE HS",0
"BURROUGHS MS",9
"BURTON ST EL",2
"BUSHNELL WAY EL",0
"BYRD MS",1
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",2
"CALABASH CA",2
"CALAHAN ST EL",1
"CALVERT CES",1
"CAMELLIA AVE EL",2
"CANFIELD AVE EL",1
"CANOGA PARK EEC",0
"CANOGA PARK EL",7
"CANOGA PRK SH",9
"CANTARA ST EL",2
"CANTERBURY AVE EL",5
"CANYON CEL",5
"CAPISTRANO AVE EL",1
"CARDENAS EL",6
"CARLSON HOSPITAL",0
"CARNEGIE MS",3
"CAROLDALE LC",4
"CARPENTER COMM CHTR",7
"CARSON ACAD ED & EMP",4
"CARSON ACAD MED ARTS",2
"CARSON SH",5
"CARSON ST EL",2
"CARSON-GORE ACADEMY",5
"CARTHAY EL ES MAG",4
"CARVER MS",0
"CASTELAR ST EEC",0
"CASTELAR ST EL",3
"CASTLE HTS EL",6
"CASTLEBAY LN CHTR",5
"CASTRO MS",1
"CATSKILL AVE EL",7
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",1
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",1
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",0
"CENTURY PARK EL",1
"CHANDLER EL",2
"CHAPMAN EL",2
