"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","10.057529066259002"
"Bell/Cudahy/Maywood Community of Schools","13.577640341884985"
"Boyle Heights Community of Schools","17.8470025148049"
"Canoga Park/Chatsworth Community of Schools","26.506696428571427"
"Carson Community of Schools","34.989817066058983"
"Cleveland Community of Schools","8.94478384929828"
"Downtown Community of Schools","7.4361728497066846"
"Eagle Rock/Highland Park Community of Schools","23.936594620471993"
"East Los Angeles Community of Schools","19.253910950661854"
"Fairfax Community of Schools","18.008093048876084"
"Fremont Community of Schools","27.633349089190268"
"Gardena Community of Schools","16.559947008169576"
"Glassell Park/Los Feliz Community of Schools","9.7440244769894857"
"H.E.E.T. (C/D) Community of Schools","3.7792894935752082"
"H.E.E.T. (W) Community of Schools","22.814555686528003"
"Hamilton Community of Schools","22.719391598608137"
"Harbor City/Lomita Community of Schools","13.841527097935096"
"Historic Central Avenue Community of Schools","14.300968652276714"
"Hollywood Community of Schools","12.459028962450404"
"Huntington Park/Vernon Community of Schools","24.244889020975737"
"Kennedy/NAHS/VAAS Community of Schools","15.111827523675197"
"Kreatwn/PcoUnion Community of Schools","18.549262203095871"
"LA Mid-City Community of Schools","13.499085743738265"
"Lincoln Heights/El Sereno Community of Schools","18.598341465549307"
"MacArthur Park Community of Schools","15.658437287958662"
"Manual Arts/Vermont Square Community of Schools","15.542732800994736"
"Monroe Community of Schools","15.223660952155416"
"North Hollywood/Valley Village Community of Schools","26.589315929417449"
"Panorama City Community of Schools","11.602610587382161"
"Reseda Community of Schools","12.609545425887395"
"Rivera Community of Schools","12.228302405918498"
"San Fernando Valley/Sylmar Community of Schools","11.058005381562619"
"San Pedro Community of Schools","28.867097632023235"
"SO Los Angeles Community of Schools","18.609742747673781"
"South Gate Community of Schools","14.609559521780417"
"South Mid-City Community of Schools","14.67157675435379"
"Sun Valley Community of Schools","13.250688299642231"
"Sunland/Tujunga Community of Schools","14.808964359759107"
"Taft Community of Schools","26.074108410348522"
"Van Nuys/Valley Glen Community of Schools","9.4337953927701754"
"Venice Community of Schools","15.587816562574691"
"West LA Community of Schools","13.797861331493619"
"Westchester Community of Schools","20.547593363127344"
"Wilmington Community of Schools","23.892959541255177"
"District Wide","17.262252989264351"
