"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","44.4031808824123"
"Bell/Cudahy/Maywood Community of Schools","48.749771485446161"
"Boyle Heights Community of Schools","40.040197217598845"
"Canoga Park/Chatsworth Community of Schools","35.288744966164323"
"Carson Community of Schools","39.967662527591308"
"Cleveland Community of Schools","39.970204029723291"
"Downtown Community of Schools","28.895053166897828"
"Eagle Rock/Highland Park Community of Schools","39.318479685452168"
"East Los Angeles Community of Schools",43.699728242315
"Fairfax Community of Schools","36.563857702069086"
"Fremont Community of Schools","44.409246005018247"
"Gardena Community of Schools","48.418516141382064"
"Glassell Park/Los Feliz Community of Schools","40.244213667327585"
"H.E.E.T. (C/D) Community of Schools","34.520453368620906"
"H.E.E.T. (W) Community of Schools","63.953953153729309"
"Hamilton Community of Schools","47.268473110147355"
"Harbor City/Lomita Community of Schools","50.618174455538266"
"Historic Central Avenue Community of Schools","40.658670461475914"
"Hollywood Community of Schools","20.859209815206363"
"Huntington Park/Vernon Community of Schools","51.527879705822656"
"Kennedy/NAHS/VAAS Community of Schools","38.3490043462205"
"Kreatwn/PcoUnion Community of Schools","38.329578281152131"
"LA Mid-City Community of Schools","40.907638223074464"
"Lincoln Heights/El Sereno Community of Schools","37.348980210453384"
"MacArthur Park Community of Schools","38.018327455787308"
"Manual Arts/Vermont Square Community of Schools","51.259808367177946"
"Monroe Community of Schools","28.358311563316374"
"North Hollywood/Valley Village Community of Schools","36.470025691106983"
"Panorama City Community of Schools","48.556861512974685"
"Reseda Community of Schools","39.46082168192784"
"Rivera Community of Schools","40.404656446067406"
"San Fernando Valley/Sylmar Community of Schools","56.049273539137964"
"San Pedro Community of Schools","61.267636018466582"
"South Gate Community of Schools","38.013488657265484"
"South Mid-City Community of Schools","53.902858308324355"
"Sun Valley Community of Schools","39.891615234080987"
"Sunland/Tujunga Community of Schools","45.128616557187982"
"Taft Community of Schools","51.382327333970856"
"Van Nuys/Valley Glen Community of Schools","46.673756351175705"
"Venice Community of Schools","35.79098067287044"
"West LA Community of Schools","30.852524930830629"
"Westchester Community of Schools","33.021743548059341"
"Wilmington Community of Schools","53.304904051172706"
"District Wide","42.151788590715164"
