"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","204.42861190948469"
"Bell/Cudahy/Maywood Community of Schools","148.82381180988958"
"Boyle Heights Community of Schools","147.38334165552564"
"Canoga Park/Chatsworth Community of Schools","125.82837010317927"
"Carson Community of Schools","126.85028016572669"
"Cleveland Community of Schools","159.729744616006"
"Downtown Community of Schools","100.09585450473757"
"Eagle Rock/Highland Park Community of Schools","93.824710180883216"
"East Los Angeles Community of Schools","140.959079997767"
"Fairfax Community of Schools","110.1501750406247"
"Fremont Community of Schools","149.01908189343644"
"Gardena Community of Schools","122.47814105399245"
"Glassell Park/Los Feliz Community of Schools","128.76259149572607"
"H.E.E.T. (C/D) Community of Schools","82.815734989648035"
"H.E.E.T. (W) Community of Schools","153.17639471138341"
"Hamilton Community of Schools","105.49155468178712"
"Harbor City/Lomita Community of Schools","126.84176809737347"
"Historic Central Avenue Community of Schools","168.5831221984019"
"Hollywood Community of Schools","93.447831518478083"
"Huntington Park/Vernon Community of Schools","159.5598349381018"
"Kennedy/NAHS/VAAS Community of Schools","103.73221350235723"
"Kreatwn/PcoUnion Community of Schools","134.18252603329995"
"LA Mid-City Community of Schools","112.88439081354613"
"Lincoln Heights/El Sereno Community of Schools","121.16044784491463"
"MacArthur Park Community of Schools","131.58594289967567"
"Manual Arts/Vermont Square Community of Schools","140.2426197321366"
"Monroe Community of Schools","161.43513242860598"
"North Hollywood/Valley Village Community of Schools","162.9208449075017"
"Panorama City Community of Schools","113.66415838165258"
"Reseda Community of Schools","127.05673083031573"
"Rivera Community of Schools","187.798465418254"
"San Fernando Valley/Sylmar Community of Schools","160.95697375837668"
"San Pedro Community of Schools","126.84027747404149"
"South Gate Community of Schools","137.01530834672346"
"South Mid-City Community of Schools","196.2162478767645"
"Sun Valley Community of Schools","132.40824108892539"
"Sunland/Tujunga Community of Schools","148.31200824514215"
"Taft Community of Schools","95.611916264090169"
"Van Nuys/Valley Glen Community of Schools","132.12634135018837"
"Venice Community of Schools","98.99648822983859"
"West LA Community of Schools","68.051038278709029"
"Westchester Community of Schools","102.15026303692731"
"Wilmington Community of Schools","109.46907498631637"
"District Wide","131.93911065589663"
