"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","4.0457984383218024"
"Bell/Cudahy/Maywood Community of Schools","5.45126230792818"
"Boyle Heights Community of Schools","8.7393836351068988"
"Canoga Park/Chatsworth Community of Schools","10.449903164230678"
"Carson Community of Schools","13.670539986329461"
"Cleveland Community of Schools","5.50191191439025"
"Downtown Community of Schools","11.600255205614525"
"Eagle Rock/Highland Park Community of Schools","15.061842151894249"
"East Los Angeles Community of Schools","4.8271867155821591"
"Fairfax Community of Schools","16.227619408232812"
"Fremont Community of Schools","5.195884859191521"
"Gardena Community of Schools","11.262783258998963"
"Glassell Park/Los Feliz Community of Schools","10.834449609959815"
"H.E.E.T. (C/D) Community of Schools","7.6475986540226373"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","17.848218747768971"
"Harbor City/Lomita Community of Schools","11.481642129972188"
"Historic Central Avenue Community of Schools","7.7676690196230735"
"Hollywood Community of Schools","11.409555502733539"
"Huntington Park/Vernon Community of Schools","3.1362709738121373"
"Kennedy/NAHS/VAAS Community of Schools","10.033109260559849"
"Kreatwn/PcoUnion Community of Schools","9.3805990450550176"
"LA Mid-City Community of Schools","6.4257441011669147"
"Lincoln Heights/El Sereno Community of Schools","3.8240917782026771"
"MacArthur Park Community of Schools","7.8853988697594959"
"Manual Arts/Vermont Square Community of Schools",0
"Monroe Community of Schools","5.198901298858841"
"North Hollywood/Valley Village Community of Schools","5.7012542759407063"
"Panorama City Community of Schools","4.34084299170899"
"Reseda Community of Schools","9.07317515764642"
"Rivera Community of Schools","3.8346793057696584"
"San Fernando Valley/Sylmar Community of Schools","6.241846587894563"
"San Pedro Community of Schools","7.85648814979704"
"South Gate Community of Schools","8.6370703057522888"
"South Mid-City Community of Schools","7.3072707343807091"
"Sun Valley Community of Schools","10.575855322299191"
"Sunland/Tujunga Community of Schools","5.0328392762777119"
"Taft Community of Schools","25.167362963708662"
"Van Nuys/Valley Glen Community of Schools","14.295840506072754"
"Venice Community of Schools","19.48797899401001"
"West LA Community of Schools","23.944209990721617"
"Westchester Community of Schools","2.5324790437359135"
"Wilmington Community of Schools","4.5535785435379035"
"District Wide","9.17229154561333"
