"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","2.0315293352836017"
"Bell/Cudahy/Maywood Community of Schools","2.8984457084888229"
"Boyle Heights Community of Schools","1.7738516527862775"
"Canoga Park/Chatsworth Community of Schools","4.3529676356856291"
"Carson Community of Schools","7.4809003263542762"
"Cleveland Community of Schools","4.7426181149041522"
"Downtown Community of Schools","6.5539389172892912"
"Eagle Rock/Highland Park Community of Schools","6.9075084616978657"
"East Los Angeles Community of Schools","4.5207956600361667"
"Fairfax Community of Schools","2.3317904653087873"
"Fremont Community of Schools","5.3376034160661865"
"Gardena Community of Schools","8.1083272520878946"
"Glassell Park/Los Feliz Community of Schools","2.0409621095384365"
"H.E.E.T. (C/D) Community of Schools","19.462826002335539"
"H.E.E.T. (W) Community of Schools","2.0709936627593919"
"Hamilton Community of Schools","11.30596452439576"
"Harbor City/Lomita Community of Schools","6.7672734655207423"
"Historic Central Avenue Community of Schools","6.9545865498296129"
"Hollywood Community of Schools","4.6438729900737217"
"Huntington Park/Vernon Community of Schools","5.6277787157408969"
"Kennedy/NAHS/VAAS Community of Schools","5.90318772136954"
"Kreatwn/PcoUnion Community of Schools","5.930963583883595"
"LA Mid-City Community of Schools","2.7605244996549345"
"Lincoln Heights/El Sereno Community of Schools","1.9386231898105966"
"MacArthur Park Community of Schools","2.8381274035391448"
"Manual Arts/Vermont Square Community of Schools","7.2998029053215561"
"Monroe Community of Schools","1.7646487907744162"
"North Hollywood/Valley Village Community of Schools","9.1447193402500666"
"Panorama City Community of Schools","5.9536212901497336"
"Reseda Community of Schools","5.6835943050385058"
"Rivera Community of Schools","4.68384074941452"
"San Fernando Valley/Sylmar Community of Schools","1.9248660614032274"
"San Pedro Community of Schools","4.5949547396958144"
"South Gate Community of Schools","3.9367237272900253"
"South Mid-City Community of Schools","6.0087126333183116"
"Sun Valley Community of Schools","7.6970443349753692"
"Sunland/Tujunga Community of Schools",0
"Taft Community of Schools","11.8424656013382"
"Van Nuys/Valley Glen Community of Schools","8.5598116841429484"
"Venice Community of Schools","14.5452918009309"
"West LA Community of Schools","13.303315595579207"
"Westchester Community of Schools","10.378288620206529"
"Wilmington Community of Schools","5.8514435511240626"
"District Wide","5.8460688954652085"
