"School name","Cases among staff and students"
"Unassigned",23
"102ND ST EEC",0
"107TH ST EL",0
"109TH ST EL",1
"10TH ST EL",0
"112TH ST EEC",0
"112TH ST EL",0
"116TH ST EL",0
"118TH ST EL",0
"122ND ST EL",1
"135TH ST EL",3
"153RD ST EL",0
"156TH ST EL",0
"15TH ST EL",0
"186TH ST EL",3
"1ST ST EL",1
"20TH ST EL",1
"232ND PL EL",0
"24TH ST EEC",0
"24TH ST EL",1
"28TH ST EEC",0
"28TH ST EL",0
"2ND ST EL",0
"32ND ST USC PA MAG",2
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",0
"42ND ST EL",0
"49TH ST EL",0
"4TH ST EEC",0
"4TH ST EL",2
"4TH ST PC",1
"52ND ST EL",2
"54TH ST EL",0
"59TH ST EL",0
"61ST ST EL",2
"66TH ST EEC",0
"66TH ST EL",1
"6TH AVE EL",1
"74TH ST EL",0
"75TH ST EEC",2
"75TH ST EL",0
"7TH ST EL AI MAG",0
"92ND ST EL",5
"93RD ST EL",2
"95TH ST EEC",0
"95TH ST EL",1
"96TH ST EL",0
"97TH ST EEC",0
"99TH ST EL",2
"9TH ST EL",1
"ACAD ENRICH SCI MAG",0
"ADAMS MS",0
"ADDAMS HS",0
"AGGELER HS",1
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",0
"ALEXANDER SCS",0
"ALEXANDRIA AVE EEC",1
"ALEXANDRIA AVE EL",1
"ALLESANDRO EL",1
"ALTA CALIFORNIA EL",1
"ALTA LOMA EL",0
"AMANECER PC",0
"AMBLER AVE EL",0
"AMESTOY EL",0
"ANATOLA AVE EL",0
"ANDASOL AVE EL",0
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",3
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",0
"ANTON EEC",0
"ANTON EL",0
"APPERSON ST EL",0
"ARAGON AVE EL",0
"ARLETA SH",1
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",0
"ARMINTA ST EL",0
"ARROYO SECO MUS/S MAG",0
"ASCOT AVE EL",0
"ATWATER AVE EL",0
"AUDUBON MS",0
"AURORA EL",0
"AVALON GARDENS EL",0
"BACA ARTS ACAD",0
"BAKEWELL PC",0
"BALA",0
"BALBOA EL G/HG/HA MAG",2
"BALDWIN HILLS EL",2
"BANCROFT MS",0
"BANDINI ST EL",1
"BANNEKER CTC",2
"BANNING SH",2
"BARRETT EL",0
"BARTON HILL EL",0
"BASSETT ST EL",0
"BEACHY AVE EL",0
"BECKFORD CES",0
"BEETHOVEN ST EL",0
"BELL SH",6
"BELLINGHAM EL",0
"BELMONT SH",1
"BELVEDERE EL",0
"BELVEDERE MS",0
"BERENDO MS",0
"BERNSTEIN SH",1
"BERNSTEIN SH STEM",1
"BERTRAND AVE EL",3
"BETHUNE MS",2
"BLYTHE ST EL",3
"BONITA ST EL",0
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",1
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",0
"BRAINARD EL",0
"BRAVO SH MEDICAL MAG",2
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",1
"BRIDGE ST EL",0
"BRIDGES SCHOOL",2
"BRIGHT EL",0
"BROAD AVE EL",0
"BROADACRES AV EL",1
"BROADOUS EEC",1
"BROADOUS EL",0
"BROADWAY EL",0
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",3
"BRYSON AVE EL",0
"BUCHANAN ST EL",1
"BUDLONG AVE EL",1
"BURBANK BLVD EL",0
"BURBANK MS A/T/C MAG",0
"BURKE HS",0
"BURROUGHS MS",2
"BURTON ST EL",0
"BUSHNELL WAY EL",0
"BYRD MS",2
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",0
"CALABASH CA",0
"CALAHAN ST EL",2
"CALVERT CES",0
"CAMELLIA AVE EL",3
"CANFIELD AVE EL",0
"CANOGA PARK EEC",0
"CANOGA PARK EL",0
"CANOGA PRK SH",0
"CANTARA ST EL",0
"CANTERBURY AVE EL",1
"CANYON CEL",1
"CAPISTRANO AVE EL",0
"CARDENAS EL",0
"CARLSON HOSPITAL",0
"CARNEGIE MS",1
"CAROLDALE LC",0
"CARPENTER COMM CHTR",6
"CARSON ACAD ED & EMP",0
"CARSON ACAD MED ARTS",0
"CARSON SH",0
"CARSON ST EL",0
"CARSON-GORE ACADEMY",1
"CARTHAY EL ES MAG",1
"CARVER MS",0
"CASTELAR ST EEC",0
"CASTELAR ST EL",0
"CASTLE HTS EL",0
"CASTLEBAY LN CHTR",0
"CASTRO MS",0
"CATSKILL AVE EL",0
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",1
"CDS LONDON",0
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",0
"CENTURY PARK EL",0
"CHANDLER EL",1
"CHAPMAN EL",0
"CHARNOCK ROAD EL",1
"CHASE ST EEC",0
"CHASE ST EL",0
"CHATSWORTH CHS",4
"CHATSWORTH UP/CD MAG",2
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",0
"CHAVEZ LA ASE",0
"CHAVEZ LA SJ HUM AC",0
"CHAVEZ LA TECH PREP",1
"CHEREMOYA AVE EL",0
"CHEVIOT HILLS HS",0
"CIENEGA EL",0
"CIMARRON AVE EL",1
"CITY OF ANGELS",0
"CITY TERRACE EL",1
"CLEVELAND CHS",0
"CLEVELAND EEC",1
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",0
"CLINTON MS",0
"CLOVER AVE EL",0
"COCHRAN MS",0
"COEUR D ALENE AVE EL",0
"COHASSET ST EL",5
"COLDWATER CYN EL",1
"COLFAX CEL",1
"COLISEUM ST EL",1
"COLLINS EEC",0
"COLUMBUS AVE EL",0
"COLUMBUS MS",0
"COMMONWLTH AVE EL",1
"COMMUNITY EL MAG CS",0
"COMPTON AVE EL",1
"CONTRERAS LC ALC",0
"CONTRERAS LC BUS TR",1
"CONTRERAS LC GLBL ST",0
"CONTRERAS LC SOC JUS",0
"CORONA AVE EL",0
"CORTINES SCH OF VAPA",0
"COUGHLIN EL",0
"COWAN AVE EL",0
"CRENSHAW ARTS TECH",0
"CRENSHAW MAG STEMM",0
"CRESCENT HTS BL EEC",0
"CRESCENT HTS BL EL MG",1
"CRESTWOOD ST STEAM MG",0
"CRUZ EEC",0
"CURTISS MS",0
"DACOTAH EEC",0
"DAHLIA HTS EL",1
"DANA MS",0
"DANUBE AVE EL",2
"DARBY AVE EL",0
"DAYTON EEC",0
"DAYTON HEIGHTS EL",3
"DBM",0
"DE LA TORRE JR EL",0
"DEARBORN EL CA",0
"DEL AMO EL",0
"DEL OLMO EL",0
"DELEVAN DRIVE EL",2
"DENA EL",0
"DENKER AVE EL",0
"DIXIE CYN CC",1
"DODSON MS",1
"DOLORES ST EEC",0
"DOLORES ST EL",0
"DOMINGUEZ EL",0
"DORRIS PLACE EL",0
"DORSEY SH",0
"DREW MS",0
"DREW MS UP PBLC SRVC",1
"DYER ST EL",1
"DYMALLY SH",4
"EAGLE ROCK EL",2
"EAGLE ROCK HS",2
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",0
"EAST VALLEY SH",0
"EASTMAN AVE EEC",1
"EASTMAN AVE EL",0
"EDISON MS",0
"EINSTEIN HS",0
"EL DORADO AVE EL",0
"EL ORO WAY CES",1
"EL SERENO EEC",0
"EL SERENO EL",1
"EL SERENO MS",0
"ELA OCC CTR",0
"ELEMENTARY CDS",0
"ELIZABETH LC",1
"ELLINGTON HS",0
"ELYSIAN HTS ARTS MAG",2
"EMELITA ST EL",2
"EMERSON CC",0
"ENADIA WAY",1
"ENCINO CEL",1
"ERWIN EL",0
"ESCALANTE EEC",0
"ESCALANTE EL",2
"ESCUTIA PC",0
"ESHELMAN AVE EL",1
"ESPERANZA EL",0
"ESTRELLA EEC",0
