"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","1248.5811577752554"
"Bell/Cudahy/Maywood Community of Schools","840.54335879153393"
"Boyle Heights Community of Schools","860.23870143711451"
"Canoga Park/Chatsworth Community of Schools","791.71090793777489"
"Carson Community of Schools","917.16003657556644"
"Cleveland Community of Schools","944.08473371009393"
"Downtown Community of Schools","701.00769856668956"
"Eagle Rock/Highland Park Community of Schools","670.90496146572775"
"East Los Angeles Community of Schools",785.23212563714
"Fairfax Community of Schools","671.63254037120089"
"Fremont Community of Schools","1283.9987605897779"
"Gardena Community of Schools","917.47333126643468"
"Glassell Park/Los Feliz Community of Schools","762.88307485099153"
"H.E.E.T. (C/D) Community of Schools","742.59992947374963"
"H.E.E.T. (W) Community of Schools","960.177263494799"
"Hamilton Community of Schools","649.23907707412866"
"Harbor City/Lomita Community of Schools","992.99758673893268"
"Historic Central Avenue Community of Schools","1138.7163561076604"
"Hollywood Community of Schools","662.25165562913912"
"Huntington Park/Vernon Community of Schools",999.19586627495
"Kennedy/NAHS/VAAS Community of Schools","758.91268509844087"
"Kreatwn/PcoUnion Community of Schools","1035.8982302598458"
"LA Mid-City Community of Schools","839.8633715089411"
"Lincoln Heights/El Sereno Community of Schools","636.48625864103872"
"MacArthur Park Community of Schools","1002.4096385542169"
"Manual Arts/Vermont Square Community of Schools","1030.8331377131833"
"Monroe Community of Schools","1017.9740132642452"
"North Hollywood/Valley Village Community of Schools","800.90587496280625"
"Panorama City Community of Schools","987.647084682678"
"Reseda Community of Schools","827.08230952535484"
"Rivera Community of Schools","1258.0904896101081"
"San Fernando Valley/Sylmar Community of Schools","945.90993871569412"
"San Pedro Community of Schools","844.50666810259725"
"South Gate Community of Schools","878.25424564233538"
"South Mid-City Community of Schools","1174.7778750166872"
"Sun Valley Community of Schools","846.3516824006166"
"Sunland/Tujunga Community of Schools","834.84665052461662"
"Taft Community of Schools","675.33529484773931"
"Van Nuys/Valley Glen Community of Schools","916.25490634846722"
"Venice Community of Schools","585.842674808765"
"West LA Community of Schools","555.3644769053351"
"Westchester Community of Schools","637.54852309828016"
"Wilmington Community of Schools","1248.1653125613971"
"District Wide","876.69980042932923"
