"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","10.198254058905116"
"Bell/Cudahy/Maywood Community of Schools","10.939123776185527"
"Boyle Heights Community of Schools","14.023278642546627"
"Canoga Park/Chatsworth Community of Schools","23.30336470517485"
"Carson Community of Schools","8.7451658666459373"
"Cleveland Community of Schools","19.715310910453059"
"Downtown Community of Schools","7.5757575757575761"
"Eagle Rock/Highland Park Community of Schools","8.7361041343612822"
"East Los Angeles Community of Schools","17.13698160630641"
"Fairfax Community of Schools","16.474255807175172"
"Fremont Community of Schools","15.272820809620269"
"Gardena Community of Schools","5.9968576465931855"
"Glassell Park/Los Feliz Community of Schools","10.650648091936393"
"H.E.E.T. (C/D) Community of Schools","10.810226474244635"
"H.E.E.T. (W) Community of Schools","17.958157493041213"
"Hamilton Community of Schools","5.52959716884625"
"Harbor City/Lomita Community of Schools","11.52073732718894"
"Historic Central Avenue Community of Schools","10.164874260505398"
"Hollywood Community of Schools","7.3919664109046286"
"Huntington Park/Vernon Community of Schools","19.060878789385576"
"Jefferson/South Central (West) Community of Schools","11.908731481922546"
"Kennedy/NAHS/VAAS Community of Schools","13.788560091310909"
"Kreatwn/PcoUnion Community of Schools","15.748196831462797"
"LA Mid-City Community of Schools","13.573841698841699"
"Lincoln Heights/El Sereno Community of Schools","8.754476721050537"
"MacArthur Park Community of Schools","4.73611922390793"
"Manual Arts/Vermont Square Community of Schools","13.452763982466564"
"Monroe Community of Schools","5.5001466705778821"
"North Hollywood/Valley Village Community of Schools","20.789300440040194"
"Panorama City Community of Schools","10.799136069114471"
"Reseda Community of Schools","18.106101756291871"
"Rivera Community of Schools","15.371422099250847"
"San Fernando Valley/Sylmar Community of Schools","12.525545520469379"
"San Pedro Community of Schools","8.0127402570086428"
"South Gate Community of Schools","12.024416638963354"
"South Mid-City Community of Schools","8.4322956925022829"
"Sun Valley Community of Schools","16.294606485253379"
"Sunland/Tujunga Community of Schools","12.872332209149652"
"Taft Community of Schools","5.5722723726735763"
"Van Nuys/Valley Glen Community of Schools","8.9225964755743927"
"Venice Community of Schools","8.7054931661878641"
"West LA Community of Schools","2.1687739920622873"
"Westchester Community of Schools","22.109830583423154"
"Wilmington Community of Schools",9.6688421561518
"District Wide","12.237570440722237"
