"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","1601.7193138964358"
"Bell/Cudahy/Maywood Community of Schools","1108.19171928635"
"Boyle Heights Community of Schools","1189.2020454275182"
"Canoga Park/Chatsworth Community of Schools","1075.1921005129814"
"Carson Community of Schools","1312.8212714026847"
"Cleveland Community of Schools","1232.7060520621599"
"Downtown Community of Schools","932.14555120514376"
"Eagle Rock/Highland Park Community of Schools","960.90536942851418"
"East Los Angeles Community of Schools","1074.55693623956"
"Fairfax Community of Schools","906.41952983725139"
"Fremont Community of Schools","1549.3085605349956"
"Gardena Community of Schools","1228.8910092080607"
"Glassell Park/Los Feliz Community of Schools","1036.2902820118118"
"H.E.E.T. (C/D) Community of Schools","953.63024965123782"
"H.E.E.T. (W) Community of Schools","1263.0411566581781"
"Hamilton Community of Schools","849.73991318142123"
"Harbor City/Lomita Community of Schools","1249.3059411438092"
"Historic Central Avenue Community of Schools","1494.6148454544557"
"Hollywood Community of Schools","937.24225837894573"
"Huntington Park/Vernon Community of Schools","1364.5674751516406"
"Kennedy/NAHS/VAAS Community of Schools","991.21505657852629"
"Kreatwn/PcoUnion Community of Schools","1281.1560469401611"
"LA Mid-City Community of Schools","1169.9912687218753"
"Lincoln Heights/El Sereno Community of Schools","872.70611621536443"
"MacArthur Park Community of Schools","1265.9451101662157"
"Manual Arts/Vermont Square Community of Schools","1338.1037567084079"
"Monroe Community of Schools","1258.3181035161201"
"North Hollywood/Valley Village Community of Schools","1022.1803205478093"
"Panorama City Community of Schools","1237.0680167290336"
"Reseda Community of Schools","1107.2612932291715"
"Rivera Community of Schools","1588.937093275488"
"San Fernando Valley/Sylmar Community of Schools","1211.9557626623664"
"San Pedro Community of Schools","1070.9564873346583"
"South Gate Community of Schools","1166.4164453170113"
"South Mid-City Community of Schools","1495.085666775544"
"Sun Valley Community of Schools","1198.3045022339327"
"Sunland/Tujunga Community of Schools","1157.6876513317191"
"Taft Community of Schools","909.30354950002925"
"Van Nuys/Valley Glen Community of Schools","1198.7503935291695"
"Venice Community of Schools","755.239610045336"
"West LA Community of Schools","791.79449793951176"
"Westchester Community of Schools","830.80405370646633"
"Wilmington Community of Schools","1455.7657814036916"
"District Wide","1152.288804477153"
