"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","10.221604383023958"
"Bell/Cudahy/Maywood Community of Schools","8.4476323590397353"
"Boyle Heights Community of Schools","9.8190351816030557"
"Canoga Park/Chatsworth Community of Schools","11.99724063465403"
"Carson Community of Schools","17.304364545279753"
"Cleveland Community of Schools","14.59115581408922"
"Downtown Community of Schools","7.2653298459750077"
"Eagle Rock/Highland Park Community of Schools","11.673069168240762"
"East Los Angeles Community of Schools","4.8423414334944752"
"Fairfax Community of Schools","12.42668257282036"
"Fremont Community of Schools","21.258503401360542"
"Gardena Community of Schools","15.330550248826624"
"Glassell Park/Los Feliz Community of Schools","9.4308977166748758"
"H.E.E.T. (C/D) Community of Schools","14.146605993445405"
"H.E.E.T. (W) Community of Schools","2.1179709837975218"
"Hamilton Community of Schools","18.69333582577811"
"Harbor City/Lomita Community of Schools","12.886782456793481"
"Historic Central Avenue Community of Schools","8.1111223765588569"
"Hollywood Community of Schools","11.165075643387484"
"Huntington Park/Vernon Community of Schools","6.5636178661678315"
"Kennedy/NAHS/VAAS Community of Schools","9.7852513680534123"
"Kreatwn/PcoUnion Community of Schools","4.1365902086909765"
"LA Mid-City Community of Schools","10.245901639344263"
"Lincoln Heights/El Sereno Community of Schools","10.487127051544229"
"MacArthur Park Community of Schools","4.56266824839166"
"Manual Arts/Vermont Square Community of Schools","10.864487250524212"
"Monroe Community of Schools","13.514487530632838"
"North Hollywood/Valley Village Community of Schools","9.35318475941058"
"Panorama City Community of Schools","15.377518068583729"
"Reseda Community of Schools","10.79722805708789"
"Rivera Community of Schools","5.6296796712267065"
"San Fernando Valley/Sylmar Community of Schools","7.841036062231689"
"San Pedro Community of Schools","13.601741022850925"
"South Gate Community of Schools","7.6353363365656266"
"South Mid-City Community of Schools","6.1609549480169425"
"Sun Valley Community of Schools","14.811119252895963"
"Sunland/Tujunga Community of Schools","12.745997756704396"
"Taft Community of Schools","23.54996771375394"
"Van Nuys/Valley Glen Community of Schools","11.271274530676651"
"Venice Community of Schools","18.098455598455597"
"West LA Community of Schools","14.655235582911995"
"Westchester Community of Schools","7.9808459696727851"
"Wilmington Community of Schools","16.926201760324982"
"District Wide","11.407640679885818"
