"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","375.77948853364751"
"Bell/Cudahy/Maywood Community of Schools","300.48284484723729"
"Boyle Heights Community of Schools","251.73064820641912"
"Canoga Park/Chatsworth Community of Schools","158.4953508030431"
"Carson Community of Schools","176.76258861026139"
"Cleveland Community of Schools","196.60510065627338"
"Downtown Community of Schools","209.74131903985085"
"Eagle Rock/Highland Park Community of Schools","191.17810041006319"
"East Los Angeles Community of Schools","226.63409536988661"
"Fairfax Community of Schools","190.77024866295417"
"Fremont Community of Schools","268.70855226718163"
"Gardena Community of Schools","213.91591284064404"
"Glassell Park/Los Feliz Community of Schools","223.32381953833058"
"H.E.E.T. (C/D) Community of Schools","158.75248678737213"
"H.E.E.T. (W) Community of Schools","229.43230731746934"
"Hamilton Community of Schools","236.01747739678777"
"Harbor City/Lomita Community of Schools","181.97540105571542"
"Historic Central Avenue Community of Schools","329.74559686888455"
"Hollywood Community of Schools","194.01469686460186"
"Huntington Park/Vernon Community of Schools","322.54996750725144"
"Kennedy/NAHS/VAAS Community of Schools","184.37377987939786"
"Kreatwn/PcoUnion Community of Schools","300.93231879779444"
"LA Mid-City Community of Schools","266.49512957176989"
"Lincoln Heights/El Sereno Community of Schools","166.16625793587127"
"MacArthur Park Community of Schools","298.59980900372574"
"Manual Arts/Vermont Square Community of Schools","294.08197914140192"
"Monroe Community of Schools","210.30039204147161"
"North Hollywood/Valley Village Community of Schools","233.93726227966135"
"Panorama City Community of Schools","204.82872831866121"
"Reseda Community of Schools","252.46265847769607"
"Rivera Community of Schools","328.61067715347735"
"San Fernando Valley/Sylmar Community of Schools","306.64416683457586"
"San Pedro Community of Schools","175.8867254134222"
"South Gate Community of Schools","282.69799902822564"
"South Mid-City Community of Schools","391.0672018112586"
"Sun Valley Community of Schools","299.54650933523425"
"Sunland/Tujunga Community of Schools","346.89927352253591"
"Taft Community of Schools","205.86684388069835"
"Van Nuys/Valley Glen Community of Schools","263.81909547738695"
"Venice Community of Schools","189.3697604153368"
"West LA Community of Schools","148.10635446787504"
"Westchester Community of Schools","223.33461686561418"
"Wilmington Community of Schools","244.78684099150109"
"District Wide","241.20891127548336"
