"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","210.91912062951246"
"Bell/Cudahy/Maywood Community of Schools","166.84747531618626"
"Boyle Heights Community of Schools","164.73267278761597"
"Canoga Park/Chatsworth Community of Schools","123.16477487438593"
"Carson Community of Schools","159.80567629762209"
"Cleveland Community of Schools","163.6224916580106"
"Downtown Community of Schools","117.44480945005192"
"Eagle Rock/Highland Park Community of Schools","100.44430770344498"
"East Los Angeles Community of Schools","178.27430473021155"
"Fairfax Community of Schools","119.05672124343276"
"Fremont Community of Schools","194.5612308793273"
"Gardena Community of Schools","137.29717462838988"
"Glassell Park/Los Feliz Community of Schools","126.8783949883034"
"H.E.E.T. (C/D) Community of Schools","116.6584280771132"
"H.E.E.T. (W) Community of Schools","201.8896874747638"
"Hamilton Community of Schools","116.44657863145258"
"Harbor City/Lomita Community of Schools","143.67816091954023"
"Historic Central Avenue Community of Schools","160.91909183116172"
"Hollywood Community of Schools","108.54656154096645"
"Huntington Park/Vernon Community of Schools","185.6309091195117"
"Kennedy/NAHS/VAAS Community of Schools","121.69630329582223"
"Kreatwn/PcoUnion Community of Schools","146.69001088345243"
"LA Mid-City Community of Schools","136.4877161055505"
"Lincoln Heights/El Sereno Community of Schools","141.86074004019389"
"MacArthur Park Community of Schools","189.19711141311589"
"Manual Arts/Vermont Square Community of Schools","153.44806835961006"
"Monroe Community of Schools","186.63970759779141"
"North Hollywood/Valley Village Community of Schools","167.15590345727333"
"Panorama City Community of Schools","200.29395659817285"
"Reseda Community of Schools","107.22009195485852"
"Rivera Community of Schools","187.90937399334263"
"San Fernando Valley/Sylmar Community of Schools","186.17187989719804"
"San Pedro Community of Schools","138.40709204947615"
"South Gate Community of Schools","146.59372329343071"
"South Mid-City Community of Schools","213.87554201335988"
"Sun Valley Community of Schools","148.34437086092717"
"Sunland/Tujunga Community of Schools","160.93746070862775"
"Taft Community of Schools","113.67560722919305"
"Van Nuys/Valley Glen Community of Schools","173.34429393473675"
"Venice Community of Schools","109.62508221881167"
"West LA Community of Schools","81.094881010782615"
"Westchester Community of Schools","104.7414674024116"
"Wilmington Community of Schools","140.43660942637925"
"District Wide","150.00833258441867"
