"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","3.6517674554484367"
"Bell/Cudahy/Maywood Community of Schools","15.103838892385147"
"Boyle Heights Community of Schools","5.2631578947368425"
"Canoga Park/Chatsworth Community of Schools","4.995660020357314"
"Carson Community of Schools","4.8990789731530473"
"Cleveland Community of Schools","25.583890401914665"
"Downtown Community of Schools","7.545803024357852"
"Eagle Rock/Highland Park Community of Schools","7.55147589401084"
"East Los Angeles Community of Schools","11.443829868395955"
"Fairfax Community of Schools","3.9611019785704387"
"Fremont Community of Schools","7.2964134811188712"
"Gardena Community of Schools","3.0005701083205807"
"Glassell Park/Los Feliz Community of Schools","10.815000405562515"
"H.E.E.T. (C/D) Community of Schools","3.3832360652964559"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","6.4773132104802924"
"Harbor City/Lomita Community of Schools","3.4749973937519547"
"Historic Central Avenue Community of Schools","14.16882150827105"
"Hollywood Community of Schools","4.5034090806740705"
"Huntington Park/Vernon Community of Schools","2.1811360810800986"
"Kennedy/NAHS/VAAS Community of Schools","12.12925960445846"
"Kreatwn/PcoUnion Community of Schools","6.9716168050823084"
"LA Mid-City Community of Schools","8.3333333333333339"
"Lincoln Heights/El Sereno Community of Schools","4.6528219365044894"
"MacArthur Park Community of Schools","6.17306813832611"
"Manual Arts/Vermont Square Community of Schools","7.1219364545219843"
"Monroe Community of Schools","6.4201850618344078"
"North Hollywood/Valley Village Community of Schools","20.656889072505681"
"Panorama City Community of Schools","19.889151131029728"
"Reseda Community of Schools","7.3934116487307975"
"Rivera Community of Schools","5.5556712987076127"
"San Fernando Valley/Sylmar Community of Schools","5.64474248684775"
"San Pedro Community of Schools","9.63298333493883"
"SO Los Angeles Community of Schools","3.9893086528104678"
"South Gate Community of Schools","7.7588547930325484"
"South Mid-City Community of Schools","1.280540900476361"
"Sun Valley Community of Schools","9.6292729898892624"
"Sunland/Tujunga Community of Schools","4.46149727848666"
"Taft Community of Schools","8.3478350210943368"
"Van Nuys/Valley Glen Community of Schools","8.1502249462085157"
"Venice Community of Schools","13.930939688318443"
"West LA Community of Schools","13.18600174055223"
"Westchester Community of Schools","4.4810898010396132"
"Wilmington Community of Schools","2.0952939697439552"
"District Wide","8.1747281468065225"
