"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","455.73312268335661"
"Bell/Cudahy/Maywood Community of Schools","400.02218493919935"
"Boyle Heights Community of Schools","311.79301550738353"
"Canoga Park/Chatsworth Community of Schools","284.16302355098009"
"Carson Community of Schools","283.53045887890772"
"Cleveland Community of Schools","335.64493758668516"
"Downtown Community of Schools","288.09191173280345"
"Eagle Rock/Highland Park Community of Schools","251.50254276467871"
"East Los Angeles Community of Schools","311.40714888666622"
"Fairfax Community of Schools","240.91326017526993"
"Fremont Community of Schools","434.21851915736113"
"Gardena Community of Schools","391.951325114509"
"Glassell Park/Los Feliz Community of Schools","306.81263510215467"
"H.E.E.T. (C/D) Community of Schools","279.6780684104628"
"H.E.E.T. (W) Community of Schools","417.66351729451361"
"Hamilton Community of Schools","254.15113520840393"
"Harbor City/Lomita Community of Schools","299.3197278911565"
"Historic Central Avenue Community of Schools","435.65946115288222"
"Hollywood Community of Schools","246.76063203217026"
"Huntington Park/Vernon Community of Schools","480.64380973461817"
"Kennedy/NAHS/VAAS Community of Schools","279.3074901918439"
"Kreatwn/PcoUnion Community of Schools","390.99752050352851"
"LA Mid-City Community of Schools","350.83569851781778"
"Lincoln Heights/El Sereno Community of Schools","262.33524595373882"
"MacArthur Park Community of Schools","387.0115159524259"
"Manual Arts/Vermont Square Community of Schools","402.243670726161"
"Monroe Community of Schools","399.69134464491628"
"North Hollywood/Valley Village Community of Schools","316.87805517117147"
"Panorama City Community of Schools","375.52014614838117"
"Reseda Community of Schools","300.5396886482128"
"Rivera Community of Schools","477.26817852909028"
"San Fernando Valley/Sylmar Community of Schools","389.79357942595186"
"San Pedro Community of Schools","256.52366209641752"
"South Gate Community of Schools","397.00044111160122"
"South Mid-City Community of Schools","500.16917486797007"
"Sun Valley Community of Schools","376.63784414619914"
"Sunland/Tujunga Community of Schools","334.62486791123638"
"Taft Community of Schools","243.09951886553557"
"Van Nuys/Valley Glen Community of Schools","341.16210586798826"
"Venice Community of Schools","230.38065647919174"
"West LA Community of Schools","181.75975577915688"
"Westchester Community of Schools","230.33219020320416"
"Wilmington Community of Schools","340.46358071394178"
"District Wide","336.49019380866849"
