"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools",0
"Bell/Cudahy/Maywood Community of Schools","11.577857687697504"
"Boyle Heights Community of Schools","4.7759673323834466"
"Canoga Park/Chatsworth Community of Schools","11.846689895470382"
"Carson Community of Schools","11.824416510523731"
"Cleveland Community of Schools","8.2375338654170029"
"Downtown Community of Schools","8.287338604080686"
"Eagle Rock/Highland Park Community of Schools","22.197952460865007"
"East Los Angeles Community of Schools","6.21328123381958"
"Fairfax Community of Schools","18.387124686337284"
"Fremont Community of Schools","11.865211200759374"
"Gardena Community of Schools","14.618567830154731"
"Glassell Park/Los Feliz Community of Schools","21.665911642473066"
"H.E.E.T. (C/D) Community of Schools","19.103656439842585"
"H.E.E.T. (W) Community of Schools","17.97698945349952"
"Hamilton Community of Schools","20.233036978850524"
"Harbor City/Lomita Community of Schools","12.749410339771785"
"Historic Central Avenue Community of Schools","7.7571244339723266"
"Hollywood Community of Schools","10.463634115252175"
"Huntington Park/Vernon Community of Schools","3.1345505838100465"
"Kennedy/NAHS/VAAS Community of Schools","5.0130338881090841"
"Kreatwn/PcoUnion Community of Schools","4.689683633942054"
"LA Mid-City Community of Schools","10.27749229188078"
"Lincoln Heights/El Sereno Community of Schools","4.3799376953862836"
"MacArthur Park Community of Schools","7.8738090863756858"
"Manual Arts/Vermont Square Community of Schools","4.9254290048663236"
"Monroe Community of Schools","6.0518034374243523"
"North Hollywood/Valley Village Community of Schools","29.300690194035685"
"Panorama City Community of Schools","10.118385105737124"
"Reseda Community of Schools","19.06093144418324"
"Rivera Community of Schools","3.8338560157034745"
"San Fernando Valley/Sylmar Community of Schools","12.472793718701084"
"San Pedro Community of Schools","8.7326329761686434"
"South Gate Community of Schools","6.1693359326802062"
"South Mid-City Community of Schools","5.8350716984434943"
"Sun Valley Community of Schools","19.624270694170836"
"Sunland/Tujunga Community of Schools","5.0284105194348063"
"Taft Community of Schools","21.564427320691784"
"Van Nuys/Valley Glen Community of Schools","16.082820569331847"
"Venice Community of Schools","21.553272505208707"
"West LA Community of Schools","33.894925730236267"
"Westchester Community of Schools","7.6068766164612809"
"Wilmington Community of Schools","1.13757877733033"
"District Wide","11.807912512451292"
