"School name","Cases among staff and students"
"Unassigned",198
"102ND ST EEC",1
"107TH ST EL",1
"109TH ST EL",3
"10TH ST EL",3
"112TH ST EEC",0
"112TH ST EL",1
"116TH ST EL",1
"118TH ST EL",5
"122ND ST EL",5
"135TH ST EL",7
"153RD ST EL",7
"156TH ST EL",5
"15TH ST EL",0
"186TH ST EL",1
"1ST ST EL",2
"20TH ST EL",4
"232ND PL EL",5
"24TH ST EEC",2
"24TH ST EL",1
"28TH ST EEC",0
"28TH ST EL",4
"2ND ST EL",1
"32ND ST USC PA MAG",12
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",4
"42ND ST EL",0
"49TH ST EL",3
"4TH ST EEC",1
"4TH ST EL",2
"4TH ST PC",3
"52ND ST EL",3
"54TH ST EL",1
"59TH ST EL",2
"61ST ST EL",2
"66TH ST EEC",1
"66TH ST EL",3
"6TH AVE EL",3
"74TH ST EL",0
"75TH ST EEC",0
"75TH ST EL",6
"7TH ST EL AI MAG",2
"92ND ST EL",4
"93RD ST EL",3
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",2
"97TH ST EEC",0
"99TH ST EL",3
"9TH ST EL",2
"ACAD ENRICH SCI MAG",3
"ADAMS MS",6
"ADDAMS HS",1
"AE VIRTUAL ACAD",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",2
"ALDAMA EL",1
"ALEXANDER SCS",5
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",5
"ALLESANDRO EL",2
"ALTA CALIFORNIA EL",0
"ALTA LOMA EL",1
"AMANECER PC",1
"AMBLER AVE EL",2
"AMESTOY EL",5
"ANATOLA AVE EL",4
"ANDASOL AVE EL",3
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",11
"ANGEL'S GATE HS",0
"ANN ST EL",1
"ANNALEE AVE EL",0
"ANNANDALE EL",2
"ANTON EEC",0
"ANTON EL",4
"APPERSON ST EL",2
"ARAGON AVE EL",0
"ARLETA SH",11
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",0
"ARMINTA ST EL",1
"ARMSTRONG MS",16
"ARROYO SECO MUS/S MAG",4
"ASCOT AVE EL",3
"ATWATER AVE EL",3
"AUDUBON MS",4
"AUGUSTUS F HAWKINS SH - COMMUNITY HEALTH ADVOCATES SCHOOL",0
"AUGUSTUS F HAWKINS SH - RESPONSIBLE INDIGENOUS SOC ENTRPRENR",0
"AURORA EL",0
"AVALON GARDENS EL",1
"BACA ARTS ACAD",4
"BAKEWELL PC",1
"BALA",0
"BALBOA EL G/HG/HA MAG",7
"BALDWIN HILLS EL",2
"BANCROFT MS",0
"BANDINI ST EL",0
"BANNEKER CTC",3
"BANNING SH",18
"BARRETT EL",0
"BARTON HILL EL",0
"BASSETT ST EL",8
"BEACHY AVE EL",3
"BECKFORD CES",11
"BEETHOVEN ST EL",3
"BELL SH",20
"BELLINGHAM EL",5
"BELMONT SH",0
"BELVEDERE EL",11
"BELVEDERE MS",7
"BERENDO MS",1
"BERNSTEIN SH",7
"BERNSTEIN SH STEM",6
"BERTRAND AVE EL",0
"BETHUNE MS",4
"BLYTHE ST EL",12
"BONITA ST EL",2
"BOYLE HEIGHTS HS",2
"BOYLE HTS STEM MAG",2
"BRADDOCK DR EL",8
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",0
"BRAINARD EL",2
"BRAVO SH MEDICAL MAG",10
"BREED ST EL",1
"BRENTWOOD EL SCI MAG",3
"BRIDGE ST EL",2
"BRIDGES SCHOOL",8
"BRIGHT EL",3
"BROAD AVE EL",3
"BROADACRES AV EL",0
"BROADOUS EEC",1
"BROADOUS EL",4
"BROADWAY EL",5
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",8
"BRYSON AVE EL",13
"BUCHANAN ST EL",7
"BUDLONG AVE EL",4
"BURBANK BLVD EL",3
"BURBANK MS A/T/C MAG",10
"BURKE HS",0
"BURROUGHS MS",17
"BURTON ST EL",2
"BUSHNELL WAY EL",0
"BYRD MS",8
"CABRILLO AVE EEC",1
"CABRILLO AVE EL",1
"CAHUENGA EL",6
"CALABASH CA",2
"CALAHAN ST EL",7
"CALVERT CES",3
"CAMELLIA AVE EL",3
"CANFIELD AVE EL",0
"CANOGA PARK EEC",0
"CANOGA PARK EL",4
"CANOGA PRK SH",13
"CANTARA ST EL",4
"CANTERBURY AVE EL",8
"CANYON CEL",1
"CAPISTRANO AVE EL",1
"CARDENAS EL",4
"CARLSON HOSPITAL",1
"CARNEGIE MS",3
"CAROLDALE LC",3
"CARPENTER COMM CHTR",20
"CARSON ACAD ED & EMP",2
"CARSON ACAD MED ARTS",3
"CARSON SH",9
"CARSON ST EL",8
"CARSON-GORE ACADEMY",5
"CARTHAY EL ES MAG",2
"CARVER MS",5
"CASTELAR ST EEC",0
"CASTELAR ST EL",5
"CASTLE HTS EL",13
"CASTLEBAY LN CHTR",5
"CASTRO MS",2
"CATSKILL AVE EL",1
"CDS AGGELER",1
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",1
"CDS LONDON",0
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",5
"CENTURY PARK EL",0
"CHANDLER EL",7
"CHAPMAN EL",5
"CHARNOCK ROAD EL",0
"CHASE ST EEC",0
"CHASE ST EL",9
"CHATSWORTH CHS",3
"CHATSWORTH UP/CD MAG",8
"CHAVEZ EL",1
"CHAVEZ LA ARTES MAG",3
"CHAVEZ LA ASE",7
"CHAVEZ LA SJ HUM AC",2
"CHAVEZ LA TECH PREP",1
"CHEREMOYA AVE EL",2
"CHEVIOT HILLS HS",0
"CIENEGA EL",3
"CIMARRON AVE EL",0
"CITY OF ANGELS",2
"CITY TERRACE EL",1
"CLEVELAND CHS",16
"CLEVELAND EEC",2
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",1
"CLINTON MS",5
"CLOVER AVE EL",11
"COCHRAN MS",3
"COEUR D ALENE AVE EL",4
"COHASSET ST EL",4
"COLDWATER CYN EL",2
"COLFAX CEL",9
"COLISEUM ST EL",4
"COLLINS EEC",0
"COLUMBUS AVE EL",2
"COLUMBUS MS",8
"COMMONWLTH AVE EL",4
"COMMUNITY EL MAG CS",6
"COMPTON AVE EL",3
"CONTRERAS LC ALC",1
"CONTRERAS LC BUS TR",3
"CONTRERAS LC GLBL ST",2
"CONTRERAS LC SOC JUS",0
"CORONA AVE EL",0
"CORTINES SCH OF VAPA",22
"COUGHLIN EL",2
"COWAN AVE EL",1
"CRENSHAW ARTS TECH",1
"CRENSHAW MAG STEMM",1
"CRESCENT HTS BL EEC",0
"CRESCENT HTS BL EL MG",0
"CRESTWOOD ST STEAM MG",3
"CRUZ EEC",0
"CURTISS MS",0
"DACOTAH EEC",1
"DAHLIA HTS EL",15
"DANA MS",7
"DANUBE AVE EL",1
"DARBY AVE EL",8
"DAYTON EEC",0
"DAYTON HEIGHTS EL",3
"DBM",11
"DE LA TORRE JR EL",5
"DEARBORN EL CA",10
"DEL AMO EL",2
"DEL OLMO EL",5
"DELEVAN DRIVE EL",8
"DENA EL",2
"DENKER AVE EL",1
"DIXIE CYN CC",7
"DODSON MS",17
"DOLORES ST EEC",0
"DOLORES ST EL",1
"DOMINGUEZ EL",3
"DORRIS PLACE EL",3
"DORSEY SH",2
"DREW MS",1
"DREW MS UP PBLC SRVC",1
"DYER ST EL",10
"DYMALLY SH",4
"EAGLE ROCK EL",5
"EAGLE ROCK HS",37
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",0
"EAST VALLEY SH",1
"EAST VALLEY SKLS CTR",0
"EASTMAN AVE EEC",1
"EASTMAN AVE EL",13
"EDISON MS",9
"EINSTEIN HS",1
"EL DORADO AVE EL",10
"EL ORO WAY CES",2
"EL SERENO EEC",0
"EL SERENO EL",4
"EL SERENO MS",5
"ELA OCC CTR",4
"ELEMENTARY CDS",0
"ELIZABETH LC",7
"ELLINGTON HS",0
"ELYSIAN HTS ARTS MAG",2
"EMELITA ST EL",2
"EMERSON CC",1
"ENADIA WAY",1
"ENCINO CEL",2
"ERWIN EL",8
"ESCALANTE EEC",0
"ESCALANTE EL",4
"ESCUTIA PC",0
"ESHELMAN AVE EL",5
"ESPERANZA EL",3
"ESTRELLA EEC",1
"ESTRELLA EL",2
"EUCLID AVE EL",6
"EVANS CAS",0
"EVERGREEN AVE EEC",0
"EVERGREEN AVE EL",4
"EVERGREEN HS",0
"FAIR AVE EEC",1
"FAIR AVE EL",5
"FAIRBURN AVE EL",3
"FAIRFAX SH",7
"FARMDALE EL",6
"FERNANGELES EL",2
"FIGUEROA ST EL",1
"FISHBURN AVE EL",12
"FLEMING MS",13
"FLETCHER DR EL",0
"FLORENCE AVE EL",13
"FLOURNOY EL",1
"FORD BLVD EL",2
"FOSHAY LC",11
"FRANKLIN AVE EL",3
"FRANKLIN HS",7
"FREMONT SH",17
"FRIEDMAN OCC CTR",1
