"School name","Cases among staff and students"
"Unassigned",925
"102ND ST EEC",2
"107TH ST EL",85
"109TH ST EL",12
"10TH ST EL",33
"112TH ST EEC",3
"112TH ST EL",30
"116TH ST EL",10
"118TH ST EL",39
"122ND ST EL",48
"135TH ST EL",54
"153RD ST EL",40
"156TH ST EL",11
"15TH ST EL",45
"186TH ST EL",31
"1ST ST EL",21
"20TH ST EL",26
"232ND PL EL",11
"24TH ST EEC",9
"24TH ST EL",51
"28TH ST EEC",5
"28TH ST EL",71
"2ND ST EL",15
"32ND ST USC PA MAG",39
"36TH ST EEC",5
"37TH ST EEC",5
"3RD ST EL",15
"42ND ST EL",18
"49TH ST EL",47
"4TH ST EEC",4
"4TH ST EL",16
"4TH ST PC",12
"52ND ST EL",48
"54TH ST EL",21
"59TH ST EL",8
"61ST ST EL",50
"66TH ST EEC",11
"66TH ST EL",73
"6TH AVE EL",19
"74TH ST EL",21
"75TH ST EEC",4
"75TH ST EL",86
"7TH ST EL AI MAG",17
"92ND ST EL",33
"93RD ST EL",74
"95TH ST EEC",3
"95TH ST EL",65
"96TH ST EL",42
"97TH ST EEC",5
"99TH ST EL",34
"9TH ST EL",9
"ACAD ENRICH SCI MAG",11
"ADAMS MS",61
"ADDAMS HS",8
"AGGELER HS",1
"ALBION ST EEC",3
"ALBION ST EL",8
"ALDAMA EL",17
"ALEXANDER SCS",35
"ALEXANDRIA AVE EEC",1
"ALEXANDRIA AVE EL",26
"ALLESANDRO EL",25
"ALTA CALIFORNIA EL",48
"ALTA LOMA EL",21
"AMANECER PC",6
"AMBLER AVE EL",35
"AMESTOY EL",47
"ANATOLA AVE EL",25
"ANDASOL AVE EL",14
"ANGELES MESA EL",13
"ANGELOU COMMUNITY SH",52
"ANGEL'S GATE HS",7
"ANN ST EL",2
"ANNALEE AVE EL",3
"ANNANDALE EL",7
"ANTON EEC",1
"ANTON EL",28
"APPERSON ST EL",16
"ARAGON AVE EL",15
"ARLETA SH",52
"ARLINGTON HTS EL",24
"ARMINTA ST EEC",13
"ARMINTA ST EL",18
"ARROYO SECO MUS/S MAG",23
"ASCOT AVE EL",64
"ATWATER AVE EL",16
"AUDUBON MS",27
"AURORA EL",17
"AVALON GARDENS EL",4
"BACA ARTS ACAD",42
"BAKEWELL PC",12
"BALA",1
"BALBOA EL G/HG/HA MAG",12
"BALDWIN HILLS EL",14
"BANCROFT MS",28
"BANDINI ST EL",5
"BANNEKER CTC",16
"BANNING SH",133
