"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","3.649901452660778"
"Bell/Cudahy/Maywood Community of Schools","11.323888371624852"
"Boyle Heights Community of Schools","7.5136560699070563"
"Canoga Park/Chatsworth Community of Schools","6.2448480003996707"
"Carson Community of Schools","7.3440011750401881"
"Cleveland Community of Schools","17.33502831387958"
"Downtown Community of Schools","7.5394312253083626"
"Eagle Rock/Highland Park Community of Schools","11.737778038617289"
"East Los Angeles Community of Schools","9.5246561599126274"
"Fairfax Community of Schools","3.9638496908197243"
"Fremont Community of Schools","6.6281790403722383"
"Gardena Community of Schools","5.9935868620575983"
"Glassell Park/Los Feliz Community of Schools","16.234791157450417"
"H.E.E.T. (C/D) Community of Schools","5.0808705224828525"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","6.4748667256598962"
"Harbor City/Lomita Community of Schools","2.3159138016883012"
"Historic Central Avenue Community of Schools","10.625298836529778"
"Hollywood Community of Schools","6.3083522583901086"
"Huntington Park/Vernon Community of Schools","4.3627162271230064"
"Kennedy/NAHS/VAAS Community of Schools","18.519701130340376"
"Kreatwn/PcoUnion Community of Schools","12.198097096852891"
"LA Mid-City Community of Schools","4.7587322737222806"
"Lincoln Heights/El Sereno Community of Schools","5.170363476552402"
"MacArthur Park Community of Schools","3.7038408829956664"
"Manual Arts/Vermont Square Community of Schools","8.0171745695222647"
"Monroe Community of Schools","4.0123902611263578"
"North Hollywood/Valley Village Community of Schools","13.265042927152805"
"Panorama City Community of Schools","19.878081102570896"
"Reseda Community of Schools","8.2064075630252109"
"Rivera Community of Schools","4.8631036327384143"
"San Fernando Valley/Sylmar Community of Schools","2.822705845823807"
"San Pedro Community of Schools","8.0256821829855536"
"SO Los Angeles Community of Schools","4.9845479015053327"
"South Gate Community of Schools","8.863480245518403"
"South Mid-City Community of Schools","5.1198689313553567"
"Sun Valley Community of Schools","10.997999738797505"
"Sunland/Tujunga Community of Schools","13.399137988789388"
"Taft Community of Schools","8.34558422299401"
"Van Nuys/Valley Glen Community of Schools","7.6071659503252063"
"Venice Community of Schools","9.287293125545629"
"West LA Community of Schools","15.815416516566648"
"Westchester Community of Schools","2.2349365278026103"
"Wilmington Community of Schools","1.0472629782064575"
"District Wide","8.2308009322831133"
