"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","2.0027638140634076"
"Bell/Cudahy/Maywood Community of Schools","5.3872779431372821"
"Boyle Heights Community of Schools","5.4779512462339079"
"Canoga Park/Chatsworth Community of Schools","7.5826508947528053"
"Carson Community of Schools","5.4150158389213283"
"Cleveland Community of Schools","9.9507888261687647"
"Downtown Community of Schools","5.7411872775289927"
"Eagle Rock/Highland Park Community of Schools","8.7241003271537618"
"East Los Angeles Community of Schools","7.4965583981899213"
"Fairfax Community of Schools","29.913251570445709"
"Fremont Community of Schools","2.2037919914199029"
"Gardena Community of Schools","7.796055196070788"
"Glassell Park/Los Feliz Community of Schools","2.9260014239873593"
"H.E.E.T. (C/D) Community of Schools","5.6839712012125805"
"H.E.E.T. (W) Community of Schools","7.9464409877426148"
"Hamilton Community of Schools","9.4334060491716283"
"Harbor City/Lomita Community of Schools","7.5806390478717356"
"Historic Central Avenue Community of Schools","9.5883712233802836"
"Hollywood Community of Schools","3.7616257746598079"
"Huntington Park/Vernon Community of Schools","9.3253860321259534"
"Kennedy/NAHS/VAAS Community of Schools","6.3759696787219724"
"Kreatwn/PcoUnion Community of Schools","10.199445521052583"
"LA Mid-City Community of Schools","12.671380420182974"
"Lincoln Heights/El Sereno Community of Schools","4.8611073602566668"
"MacArthur Park Community of Schools","2.5995294851631852"
"Manual Arts/Vermont Square Community of Schools","6.8404131609549221"
"Monroe Community of Schools","6.8279193622723318"
"North Hollywood/Valley Village Community of Schools","8.0696572816552479"
"Panorama City Community of Schools","8.5398311960033588"
"Reseda Community of Schools","6.268413464552121"
"Rivera Community of Schools","5.31575590048905"
"San Fernando Valley/Sylmar Community of Schools","3.0938870978720243"
"San Pedro Community of Schools","5.1535765821480108"
"South Gate Community of Schools","5.5076862821893666"
"South Mid-City Community of Schools","8.6808067363060282"
"Sun Valley Community of Schools","8.22996004728486"
"Sunland/Tujunga Community of Schools","4.9854176533639105"
"Taft Community of Schools","9.2611721794387734"
"Van Nuys/Valley Glen Community of Schools","9.98343923609072"
"Venice Community of Schools","16.284655783088386"
"West LA Community of Schools","27.795149746369258"
"Westchester Community of Schools","2.5071453642882213"
"Wilmington Community of Schools","7.9038887132469169"
"District Wide","7.8522678183896693"
