"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","1456.813702582441"
"Bell/Cudahy/Maywood Community of Schools","1210.3758723188892"
"Boyle Heights Community of Schools","1088.2302257453041"
"Canoga Park/Chatsworth Community of Schools","1083.843109032026"
"Carson Community of Schools","1602.292711522178"
"Cleveland Community of Schools","1390.4196693514202"
"Downtown Community of Schools","909.47161428935578"
"Eagle Rock/Highland Park Community of Schools","1024.8930189426505"
"East Los Angeles Community of Schools","1104.7972818596561"
"Fairfax Community of Schools","1131.6096289692066"
"Fremont Community of Schools","1340.1631568962246"
"Gardena Community of Schools","1385.9533626693462"
"Glassell Park/Los Feliz Community of Schools","1123.2085886463767"
"H.E.E.T. (C/D) Community of Schools","938.84800811976663"
"H.E.E.T. (W) Community of Schools","1212.1587576921488"
"Hamilton Community of Schools","1066.931331803238"
"Harbor City/Lomita Community of Schools","1478.0631353665062"
"Historic Central Avenue Community of Schools","1414.2014766364402"
"Hollywood Community of Schools","912.69536183813113"
"Huntington Park/Vernon Community of Schools","1395.0955424214758"
"Kennedy/NAHS/VAAS Community of Schools","1180.3283498877624"
"Kreatwn/PcoUnion Community of Schools","1371.4990553200655"
"LA Mid-City Community of Schools","1115.731680800174"
"Lincoln Heights/El Sereno Community of Schools","852.379921442489"
"MacArthur Park Community of Schools","1532.0062451209992"
"Manual Arts/Vermont Square Community of Schools","1169.8440207972269"
"Monroe Community of Schools","1479.5887006840353"
"North Hollywood/Valley Village Community of Schools","1124.127223970311"
"Panorama City Community of Schools","1498.8629315691544"
"Reseda Community of Schools","1160.0754002119459"
"Rivera Community of Schools","1366.5813687591876"
"San Fernando Valley/Sylmar Community of Schools","1393.182921532054"
"San Pedro Community of Schools","1299.1958222649343"
"South Gate Community of Schools","1111.1470635819446"
"South Mid-City Community of Schools","1196.9515839808726"
"Sun Valley Community of Schools","1536.296740559618"
"Sunland/Tujunga Community of Schools","1412.0927874255292"
"Taft Community of Schools","930.81391074185728"
"Van Nuys/Valley Glen Community of Schools","1286.6167467499206"
"Venice Community of Schools","887.99833568745964"
"West LA Community of Schools","862.6835876229859"
"Westchester Community of Schools","995.47511312217193"
"Wilmington Community of Schools","1400.7881613056975"
"District Wide","1214.1542634635541"
