"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","3.8531933339755322"
"Bell/Cudahy/Maywood Community of Schools","7.1656569604586027"
"Boyle Heights Community of Schools","6.2437562437562439"
"Canoga Park/Chatsworth Community of Schools","2.5946899669825703"
"Carson Community of Schools","4.3112368076153684"
"Cleveland Community of Schools","5.2153505150158637"
"Downtown Community of Schools","1.5651289274954026"
"Eagle Rock/Highland Park Community of Schools","10.328889041909466"
"East Los Angeles Community of Schools","7.3055721591286442"
"Fairfax Community of Schools","3.081031118414296"
"Fremont Community of Schools","5.0125313283208026"
"Gardena Community of Schools","3.2332812415799972"
"Glassell Park/Los Feliz Community of Schools","8.4748156727591173"
"H.E.E.T. (C/D) Community of Schools","5.4685648662935895"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","4.5132973021765377"
"Harbor City/Lomita Community of Schools","5.991827147770441"
"Historic Central Avenue Community of Schools","5.520337844676094"
"Hollywood Community of Schools","6.6247101689301093"
"Huntington Park/Vernon Community of Schools","5.3384582532564595"
"Kennedy/NAHS/VAAS Community of Schools","5.9416529678556573"
"Kreatwn/PcoUnion Community of Schools","7.231442311168963"
"LA Mid-City Community of Schools","2.5003437972721252"
"Lincoln Heights/El Sereno Community of Schools","5.3798728198065406"
"MacArthur Park Community of Schools","7.7907912847014833"
"Manual Arts/Vermont Square Community of Schools","3.8207312879685174"
"Monroe Community of Schools","3.3776366676236633"
"North Hollywood/Valley Village Community of Schools","2.3269162155034668"
"Panorama City Community of Schools",0
"Reseda Community of Schools","7.7007324252173319"
"Rivera Community of Schools","6.5544162199953391"
"San Fernando Valley/Sylmar Community of Schools","10.606015967946263"
"San Pedro Community of Schools",0
"SO Los Angeles Community of Schools","5.3047583682563255"
"South Gate Community of Schools","8.6674640733614154"
"South Mid-City Community of Schools","2.7736558170496624"
"Sun Valley Community of Schools","20.076289901626179"
"Sunland/Tujunga Community of Schools","2.341536516261971"
"Taft Community of Schools","3.3545564940859167"
"Van Nuys/Valley Glen Community of Schools","2.2760637753069841"
"Venice Community of Schools","2.9178338001867412"
"West LA Community of Schools","3.6331928498764716"
"Westchester Community of Schools","4.8823357094033781"
"Wilmington Community of Schools","10.851283164234172"
"District Wide","5.587703973971017"
