"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","3.6517674554484367"
"Bell/Cudahy/Maywood Community of Schools","13.222266296443211"
"Boyle Heights Community of Schools","4.5084307655315436"
"Canoga Park/Chatsworth Community of Schools","8.7443161944735923"
"Carson Community of Schools","6.53883249145865"
"Cleveland Community of Schools","31.39535844411213"
"Downtown Community of Schools","6.0443047538456884"
"Eagle Rock/Highland Park Community of Schools","5.868544600938967"
"East Los Angeles Community of Schools","13.983169348892787"
"Fairfax Community of Schools","5.9445374654473762"
"Fremont Community of Schools","7.9652714166235219"
"Gardena Community of Schools","5.0020008003201282"
"Glassell Park/Los Feliz Community of Schools","9.0130689499774679"
"H.E.E.T. (C/D) Community of Schools","8.4721351474998734"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","3.2386566052401462"
"Harbor City/Lomita Community of Schools","2.3164771016238506"
"Historic Central Avenue Community of Schools","12.40079365079365"
"Hollywood Community of Schools","7.214096344256677"
"Huntington Park/Vernon Community of Schools","3.6393015452474358"
"Kennedy/NAHS/VAAS Community of Schools","10.218679746576742"
"Kreatwn/PcoUnion Community of Schools","5.2306270650079769"
"LA Mid-City Community of Schools","10.725010725010724"
"Lincoln Heights/El Sereno Community of Schools","7.7614442495459555"
"MacArthur Park Community of Schools","6.1778733288852639"
"Manual Arts/Vermont Square Community of Schools","6.2441461130190445"
"Monroe Community of Schools","7.2227081945637082"
"North Hollywood/Valley Village Community of Schools","25.834452826289141"
"Panorama City Community of Schools","17.248470856718278"
"Reseda Community of Schools","7.3993685872138917"
"Rivera Community of Schools","7.6305165165998421"
"San Fernando Valley/Sylmar Community of Schools","8.47314014573801"
"San Pedro Community of Schools","9.6389413229446976"
"SO Los Angeles Community of Schools","4.991514425476689"
"South Gate Community of Schools","8.8710482252359135"
"South Mid-City Community of Schools","1.2824952227052955"
"Sun Valley Community of Schools","7.5705958058899236"
"Sunland/Tujunga Community of Schools","2.2335388189046723"
"Taft Community of Schools","10.276106126486022"
"Van Nuys/Valley Glen Community of Schools","12.510810972525173"
"Venice Community of Schools","13.943630549564958"
"West LA Community of Schools","18.464947374899982"
"Westchester Community of Schools","13.43063079195953"
"Wilmington Community of Schools","5.2420792183011473"
"District Wide","9.24249979842456"
