"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","43.26724105496821"
"Bell/Cudahy/Maywood Community of Schools","62.380252194448154"
"Boyle Heights Community of Schools","62.389676791040237"
"Canoga Park/Chatsworth Community of Schools","45.550304617662128"
"Carson Community of Schools","49.672163719451625"
"Cleveland Community of Schools","76.2866028988909"
"Downtown Community of Schools","77.007785487112741"
"Eagle Rock/Highland Park Community of Schools","57.409643131527176"
"East Los Angeles Community of Schools","59.298218475262331"
"Fairfax Community of Schools","39.988003598920322"
"Fremont Community of Schools","40.818270257767374"
"Gardena Community of Schools","33.719231201528608"
"Glassell Park/Los Feliz Community of Schools","64.633002885727038"
"H.E.E.T. (C/D) Community of Schools","20.890637512621428"
"H.E.E.T. (W) Community of Schools","18.10380723066061"
"Hamilton Community of Schools","53.611089836869112"
"Harbor City/Lomita Community of Schools","53.908355795148246"
"Historic Central Avenue Community of Schools","45.675595797845183"
"Hollywood Community of Schools","30.978652064180476"
"Huntington Park/Vernon Community of Schools","73.73271889400921"
"Kennedy/NAHS/VAAS Community of Schools","68.177286672626821"
"Kreatwn/PcoUnion Community of Schools","37.989221662691044"
"LA Mid-City Community of Schools","30.161545236285544"
"Lincoln Heights/El Sereno Community of Schools","38.06422280258414"
"MacArthur Park Community of Schools","37.762924360862506"
"Manual Arts/Vermont Square Community of Schools","62.612861952250888"
"Monroe Community of Schools","58.0421009605559"
"North Hollywood/Valley Village Community of Schools","68.370674240033665"
"Panorama City Community of Schools","52.363050483351238"
"Reseda Community of Schools","52.576235541535233"
"Rivera Community of Schools","45.7649792297402"
"San Fernando Valley/Sylmar Community of Schools","60.690381719598982"
"San Pedro Community of Schools","42.2750479659198"
"SO Los Angeles Community of Schools","22.337293126205708"
"South Gate Community of Schools","59.474714829964036"
"South Mid-City Community of Schools","30.080694733262707"
"Sun Valley Community of Schools","56.382734353791214"
"Sunland/Tujunga Community of Schools","122.62415695892091"
"Taft Community of Schools","44.60851182125564"
"Van Nuys/Valley Glen Community of Schools","56.264686738082368"
"Venice Community of Schools","45.10387987333327"
"West LA Community of Schools","29.156322062500553"
"Westchester Community of Schools","56.367243867243864"
"Wilmington Community of Schools","41.291251548421933"
"District Wide","51.495315318601278"
