"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","49.908168969096856"
"Bell/Cudahy/Maywood Community of Schools","50.40974951804192"
"Boyle Heights Community of Schools","38.6710064129419"
"Canoga Park/Chatsworth Community of Schools","120.60455648197205"
"Carson Community of Schools","95.99884076871524"
"Cleveland Community of Schools","89.870096859993282"
"Downtown Community of Schools","74.310154069719445"
"Eagle Rock/Highland Park Community of Schools","85.864548674466036"
"East Los Angeles Community of Schools","81.715753827829062"
"Fairfax Community of Schools","101.79329463744261"
"Fremont Community of Schools","49.268690849995217"
"Gardena Community of Schools","100.36018154041729"
"Glassell Park/Los Feliz Community of Schools","87.299407541099384"
"H.E.E.T. (C/D) Community of Schools","106.17120106171201"
"H.E.E.T. (W) Community of Schools","57.261328857735215"
"Hamilton Community of Schools","91.422872340425542"
"Harbor City/Lomita Community of Schools","100.32637821774634"
"Historic Central Avenue Community of Schools","42.345151480155529"
"Hollywood Community of Schools","86.805555555555557"
"Huntington Park/Vernon Community of Schools","58.360541964384296"
"Kennedy/NAHS/VAAS Community of Schools","92.06460223096083"
"Kreatwn/PcoUnion Community of Schools","87.739767582956091"
"LA Mid-City Community of Schools","91.008139460360184"
"Lincoln Heights/El Sereno Community of Schools","44.005126597248584"
"MacArthur Park Community of Schools","61.239380830770834"
"Manual Arts/Vermont Square Community of Schools","81.091115149383512"
"Monroe Community of Schools",91.717954432463
"North Hollywood/Valley Village Community of Schools","90.344438170525123"
"Panorama City Community of Schools","57.603686635944705"
"Reseda Community of Schools","115.50574370358338"
"Rivera Community of Schools","50.398607165765604"
"San Fernando Valley/Sylmar Community of Schools","77.976087333217819"
"San Pedro Community of Schools","109.05125408942203"
"South Gate Community of Schools","40.355125100887811"
"South Mid-City Community of Schools","76.448188322178638"
"Sun Valley Community of Schools","77.297151262269978"
"Sunland/Tujunga Community of Schools","102.18323198085933"
"Taft Community of Schools","142.42555028053519"
"Van Nuys/Valley Glen Community of Schools","73.433178768336091"
"Venice Community of Schools","116.47628583689233"
"West LA Community of Schools","138.71549452073796"
"Westchester Community of Schools","191.82231196365473"
"Wilmington Community of Schools","76.096585875565054"
"District Wide","82.107628895935846"
