"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","70.641424131110483"
"Bell/Cudahy/Maywood Community of Schools","65.067541463613011"
"Boyle Heights Community of Schools","62.156271882548253"
"Canoga Park/Chatsworth Community of Schools","53.315238464521137"
"Carson Community of Schools","65.4224289894052"
"Cleveland Community of Schools","52.724876141993548"
"Downtown Community of Schools","45.501174757602833"
"Eagle Rock/Highland Park Community of Schools","56.953595962428153"
"East Los Angeles Community of Schools","58.149876174969556"
"Fairfax Community of Schools","55.988630001292044"
"Fremont Community of Schools","59.977341893062615"
"Gardena Community of Schools","68.708394814205732"
"Glassell Park/Los Feliz Community of Schools","52.058777306302055"
"H.E.E.T. (C/D) Community of Schools","38.438623128519531"
"H.E.E.T. (W) Community of Schools","71.978406478056584"
"Hamilton Community of Schools","56.792635888213162"
"Harbor City/Lomita Community of Schools","62.0622395602447"
"Historic Central Avenue Community of Schools","62.949727379257581"
"Hollywood Community of Schools","33.2800851970181"
"Huntington Park/Vernon Community of Schools","74.982425993907682"
"Kennedy/NAHS/VAAS Community of Schools","57.546392338514877"
"Kreatwn/PcoUnion Community of Schools","58.942956316720149"
"LA Mid-City Community of Schools","56.303424271894357"
"Lincoln Heights/El Sereno Community of Schools","51.574935667053929"
"MacArthur Park Community of Schools","44.618251489462224"
"Manual Arts/Vermont Square Community of Schools","72.020520915548545"
"Monroe Community of Schools","42.112862471423412"
"North Hollywood/Valley Village Community of Schools","52.687893132741067"
"Panorama City Community of Schools","71.442860000571542"
"Reseda Community of Schools","49.369417889681792"
"Rivera Community of Schools","64.817215452424165"
"San Fernando Valley/Sylmar Community of Schools",67.276725367686
"San Pedro Community of Schools","79.4754619511226"
"South Gate Community of Schools","56.484687737911045"
"South Mid-City Community of Schools","81.607671121085374"
"Sun Valley Community of Schools","63.997349756810074"
"Sunland/Tujunga Community of Schools","62.678634107205539"
"Taft Community of Schools","66.408648833921248"
"Van Nuys/Valley Glen Community of Schools","63.242508422483596"
"Venice Community of Schools","41.992707607849567"
"West LA Community of Schools","38.827991995460117"
"Westchester Community of Schools","45.738679676779995"
"Wilmington Community of Schools","78.287211954116884"
"District Wide","58.918195626491794"
