"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","73.730147659565986"
"Bell/Cudahy/Maywood Community of Schools","65.331010452961678"
"Boyle Heights Community of Schools","120.765168105114"
"Canoga Park/Chatsworth Community of Schools","117.80451421321921"
"Carson Community of Schools","140.29561644083597"
"Cleveland Community of Schools","87.124615426502217"
"Downtown Community of Schools","92.081031307550646"
"Eagle Rock/Highland Park Community of Schools","83.061671057919881"
"East Los Angeles Community of Schools","109.31003230872474"
"Fairfax Community of Schools","120.02076034773583"
"Fremont Community of Schools","91.047932330827066"
"Gardena Community of Schools","111.3895850737956"
"Glassell Park/Los Feliz Community of Schools","102.84538909838875"
"H.E.E.T. (C/D) Community of Schools","54.901366854719626"
"H.E.E.T. (W) Community of Schools","147.68140198877623"
"Hamilton Community of Schools","101.94767476320874"
"Harbor City/Lomita Community of Schools","81.240955596740193"
"Historic Central Avenue Community of Schools","109.49851600695412"
"Hollywood Community of Schools","79.994667022198527"
"Huntington Park/Vernon Community of Schools","86.6134912323525"
"Kennedy/NAHS/VAAS Community of Schools","145.51783663482871"
"Kreatwn/PcoUnion Community of Schools","75.442877633515266"
"LA Mid-City Community of Schools","116.39358939923001"
"Lincoln Heights/El Sereno Community of Schools","69.812440906792148"
"MacArthur Park Community of Schools","50.681602578264084"
"Manual Arts/Vermont Square Community of Schools","76.008575326447087"
"Monroe Community of Schools","92.502976368915583"
"North Hollywood/Valley Village Community of Schools","131.09111234427903"
"Panorama City Community of Schools","77.70231380223322"
"Reseda Community of Schools","91.979728389272637"
"Rivera Community of Schools","75.396402296924748"
"San Fernando Valley/Sylmar Community of Schools","103.10805971623674"
"San Pedro Community of Schools","135.87193199435609"
"SO Los Angeles Community of Schools","110.86836012652036"
"South Gate Community of Schools","78.180829816213972"
"South Mid-City Community of Schools","89.3848305292447"
"Sun Valley Community of Schools","95.8270322068666"
"Sunland/Tujunga Community of Schools","116.87181399975134"
"Taft Community of Schools","113.64126760360774"
"Van Nuys/Valley Glen Community of Schools","88.621056362991837"
"Venice Community of Schools","111.26422701985403"
"West LA Community of Schools","129.77106798617098"
"Westchester Community of Schools","136.29480060575466"
"Wilmington Community of Schools","96.433109457251774"
"District Wide",99.015355506497
