"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","6.0945880058508042"
"Bell/Cudahy/Maywood Community of Schools","3.6228733733298553"
"Boyle Heights Community of Schools","1.7738516527862775"
"Canoga Park/Chatsworth Community of Schools","5.80425161430748"
"Carson Community of Schools","10.286911308121049"
"Cleveland Community of Schools","7.5886928476569917"
"Downtown Community of Schools","7.4907068418243616"
"Eagle Rock/Highland Park Community of Schools","10.853906419592288"
"East Los Angeles Community of Schools","4.5207956600361667"
"Fairfax Community of Schools","8.1612666285807567"
"Fremont Community of Schools","7.6263689332235129"
"Gardena Community of Schools","11.582385508119254"
"Glassell Park/Los Feliz Community of Schools","4.0825074760918154"
"H.E.E.T. (C/D) Community of Schools","19.462826002335539"
"H.E.E.T. (W) Community of Schools","4.1419873255187838"
"Hamilton Community of Schools","15.074619365861011"
"Harbor City/Lomita Community of Schools","9.4750805381845744"
"Historic Central Avenue Community of Schools","7.9480989140909859"
"Hollywood Community of Schools","6.9658094851105821"
"Huntington Park/Vernon Community of Schools","5.6284122249113526"
"Kennedy/NAHS/VAAS Community of Schools","5.9034926538413286"
"Kreatwn/PcoUnion Community of Schools","8.8964453758253921"
"LA Mid-City Community of Schools","4.1407867494824018"
"Lincoln Heights/El Sereno Community of Schools","2.5848309197474619"
"MacArthur Park Community of Schools","2.8378455076905618"
"Manual Arts/Vermont Square Community of Schools","9.3861460484325132"
"Monroe Community of Schools","1.7648667966785205"
"North Hollywood/Valley Village Community of Schools","10.808024542529576"
"Panorama City Community of Schools","5.9548621449413446"
"Reseda Community of Schools","8.52539145755776"
"Rivera Community of Schools","4.6846087180568237"
"San Fernando Valley/Sylmar Community of Schools","3.2083983033989769"
"San Pedro Community of Schools","4.5943636346929591"
"South Gate Community of Schools","5.2489649697200331"
"South Mid-City Community of Schools","6.0099765610914115"
"Sun Valley Community of Schools","8.4662926104658762"
"Sunland/Tujunga Community of Schools",0
"Taft Community of Schools","17.024426350851222"
"Van Nuys/Valley Glen Community of Schools","12.840267077555213"
"Venice Community of Schools","15.664160401002507"
"West LA Community of Schools","15.349979533360623"
"Westchester Community of Schools","12.972860775258159"
"Wilmington Community of Schools","10.532598392023313"
"District Wide","7.6047120897109384"
