"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","18.275967103259212"
"Bell/Cudahy/Maywood Community of Schools","55.146137263748933"
"Boyle Heights Community of Schools","52.990487773096469"
"Canoga Park/Chatsworth Community of Schools","72.102731972514434"
"Carson Community of Schools","49.309205935711965"
"Cleveland Community of Schools","39.664176637799962"
"Downtown Community of Schools","23.884545780243805"
"Eagle Rock/Highland Park Community of Schools","52.524584423542692"
"East Los Angeles Community of Schools","29.656870013938732"
"Fairfax Community of Schools","43.715344085774106"
"Fremont Community of Schools","35.6934012773681"
"Gardena Community of Schools","40.426908150064683"
"Glassell Park/Los Feliz Community of Schools","51.726760991936715"
"H.E.E.T. (C/D) Community of Schools","25.548222269533746"
"H.E.E.T. (W) Community of Schools","22.705224265692408"
"Hamilton Community of Schools","46.066884135561146"
"Harbor City/Lomita Community of Schools","33.471682956219034"
"Historic Central Avenue Community of Schools","37.633077494429315"
"Hollywood Community of Schools","23.494400501213878"
"Huntington Park/Vernon Community of Schools","36.022478026288404"
"Kennedy/NAHS/VAAS Community of Schools","56.596007408931882"
"Kreatwn/PcoUnion Community of Schools","15.696431023995919"
"LA Mid-City Community of Schools","31.403175816823911"
"Lincoln Heights/El Sereno Community of Schools","83.421145064980678"
"MacArthur Park Community of Schools","18.223362350533385"
"Manual Arts/Vermont Square Community of Schools","37.237398760822124"
"Monroe Community of Schools","42.19001327227501"
"North Hollywood/Valley Village Community of Schools","63.042288103256631"
"Panorama City Community of Schools","32.53475303164744"
"Reseda Community of Schools","59.218318199763125"
"Rivera Community of Schools","28.772055335661019"
"San Fernando Valley/Sylmar Community of Schools","42.2067748268563"
"San Pedro Community of Schools","47.318755516729915"
"South Gate Community of Schools","52.575894277016552"
"South Mid-City Community of Schools","40.372020694398756"
"Sun Valley Community of Schools","33.788713033996054"
"Sunland/Tujunga Community of Schools","53.1632110579479"
"Taft Community of Schools","59.615809229410466"
"Van Nuys/Valley Glen Community of Schools","38.945549253949324"
"Venice Community of Schools","61.7331584227178"
"West LA Community of Schools","73.3802831255924"
"Westchester Community of Schools","59.459179980352623"
"Wilmington Community of Schools","68.709313023326231"
"District Wide","45.539010318705166"
