"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","4.06942437992146"
"Bell/Cudahy/Maywood Community of Schools","12.574801577028056"
"Boyle Heights Community of Schools","12.913223140495868"
"Canoga Park/Chatsworth Community of Schools","14.678360427140289"
"Carson Community of Schools","11.335619349902231"
"Cleveland Community of Schools","8.6179655855907615"
"Downtown Community of Schools","13.594344752582925"
"Eagle Rock/Highland Park Community of Schools","7.1073205401563611"
"East Los Angeles Community of Schools","11.605595444416934"
"Fairfax Community of Schools","9.5468811532632429"
"Fremont Community of Schools","19.274804746227922"
"Gardena Community of Schools","19.812134349579285"
"Glassell Park/Los Feliz Community of Schools","8.2475077062650133"
"H.E.E.T. (C/D) Community of Schools","11.148520591317533"
"H.E.E.T. (W) Community of Schools","16.674309058318396"
"Hamilton Community of Schools","15.385798907608278"
"Harbor City/Lomita Community of Schools","16.575959333646434"
"Historic Central Avenue Community of Schools","17.980760586172796"
"Hollywood Community of Schools","8.6737791655824434"
"Huntington Park/Vernon Community of Schools","7.2886297376093294"
"Kennedy/NAHS/VAAS Community of Schools","11.896706842837066"
"Kreatwn/PcoUnion Community of Schools","12.041060014649956"
"LA Mid-City Community of Schools","16.911174058258997"
"Lincoln Heights/El Sereno Community of Schools","6.1294540699575029"
"MacArthur Park Community of Schools","13.071515714866672"
"Manual Arts/Vermont Square Community of Schools","9.5202834928862323"
"Monroe Community of Schools","16.870443870257407"
"North Hollywood/Valley Village Community of Schools","13.394950103810862"
"Panorama City Community of Schools","9.0330156722821915"
"Reseda Community of Schools","20.165355918531962"
"Rivera Community of Schools","15.757461157858247"
"San Fernando Valley/Sylmar Community of Schools","16.129656631869619"
"San Pedro Community of Schools","9.3566375987125259"
"South Gate Community of Schools","10.709934803271887"
"South Mid-City Community of Schools","18.179063778215422"
"Sun Valley Community of Schools","20.8606969018002"
"Sunland/Tujunga Community of Schools","25.351755609075926"
"Taft Community of Schools","25.422081320751893"
"Van Nuys/Valley Glen Community of Schools","8.0149447893610848"
"Venice Community of Schools","13.827114972460995"
"West LA Community of Schools","11.345235516775478"
"Westchester Community of Schools","7.8435473750261453"
"Wilmington Community of Schools","10.656562666508792"
"District Wide","13.233489364685713"
