"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","3.8459319654635311"
"Bell/Cudahy/Maywood Community of Schools","7.8202897417349311"
"Boyle Heights Community of Schools","2.3428165340372193"
"Canoga Park/Chatsworth Community of Schools","1.9432820738706291"
"Carson Community of Schools","3.4514893176405619"
"Cleveland Community of Schools","6.9533776031707406"
"Downtown Community of Schools","4.6992481203007515"
"Eagle Rock/Highland Park Community of Schools","11.199751882419836"
"East Los Angeles Community of Schools","5.3175932572917493"
"Fairfax Community of Schools","3.0825823820141594"
"Fremont Community of Schools","3.5771520146520146"
"Gardena Community of Schools","4.3146222548215905"
"Glassell Park/Los Feliz Community of Schools","11.296775711932218"
"H.E.E.T. (C/D) Community of Schools","3.6447797641827493"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","1.1295733601418745"
"Harbor City/Lomita Community of Schools","9.5909461468373856"
"Historic Central Avenue Community of Schools","9.1999705600942061"
"Hollywood Community of Schools","7.57159893240455"
"Huntington Park/Vernon Community of Schools","3.8103366813491637"
"Kennedy/NAHS/VAAS Community of Schools","3.3048892531611265"
"Kreatwn/PcoUnion Community of Schools","4.5225130700627725"
"LA Mid-City Community of Schools","2.5003437972721252"
"Lincoln Heights/El Sereno Community of Schools","5.3776451291979237"
"MacArthur Park Community of Schools","7.7964604069752337"
"Manual Arts/Vermont Square Community of Schools","5.7276502314925306"
"Monroe Community of Schools","4.2180566569370166"
"North Hollywood/Valley Village Community of Schools","1.5506881178522971"
"Panorama City Community of Schools","1.3764056542744278"
"Reseda Community of Schools","7.7044240514997941"
"Rivera Community of Schools","8.0138128993246536"
"San Fernando Valley/Sylmar Community of Schools","7.66084835056042"
"San Pedro Community of Schools",0
"SO Los Angeles Community of Schools","3.1830914183855361"
"South Gate Community of Schools","8.0909421902180512"
"South Mid-City Community of Schools","5.5489276697278251"
"Sun Valley Community of Schools","12.912667326647441"
"Sunland/Tujunga Community of Schools","2.3423043590284118"
"Taft Community of Schools","5.3725890506635148"
"Van Nuys/Valley Glen Community of Schools",4.5543043869337
"Venice Community of Schools","1.9480076751502402"
"West LA Community of Schools","5.4522158714004023"
"Westchester Community of Schools","2.4420024420024418"
"Wilmington Community of Schools","10.860357522969656"
"District Wide","5.406637893363281"
