"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","151.69596084221598"
"Bell/Cudahy/Maywood Community of Schools","124.0388700812763"
"Boyle Heights Community of Schools","122.0932567572995"
"Canoga Park/Chatsworth Community of Schools","87.30391540599814"
"Carson Community of Schools","113.12526798828605"
"Cleveland Community of Schools","125.66732099286357"
"Downtown Community of Schools","93.0500101509102"
"Eagle Rock/Highland Park Community of Schools","74.634247228191967"
"East Los Angeles Community of Schools","116.33658193369511"
"Fairfax Community of Schools","78.504917460802062"
"Fremont Community of Schools","118.46399141694856"
"Gardena Community of Schools","117.88576416046067"
"Glassell Park/Los Feliz Community of Schools","113.83433639531201"
"H.E.E.T. (C/D) Community of Schools","66.884368729590435"
"H.E.E.T. (W) Community of Schools","134.96092176295221"
"Hamilton Community of Schools","101.75862853311945"
"Harbor City/Lomita Community of Schools","113.92729134664619"
"Historic Central Avenue Community of Schools","131.55330344961996"
"Hollywood Community of Schools","74.522224292284008"
"Huntington Park/Vernon Community of Schools","124.89984446434462"
"Kennedy/NAHS/VAAS Community of Schools","85.774327743706309"
"Kreatwn/PcoUnion Community of Schools","88.74873721876564"
"LA Mid-City Community of Schools","102.36475542597991"
"Lincoln Heights/El Sereno Community of Schools","84.448123126482045"
"MacArthur Park Community of Schools","123.45023495367298"
"Manual Arts/Vermont Square Community of Schools","112.09976879422686"
"Monroe Community of Schools","111.31053049390812"
"North Hollywood/Valley Village Community of Schools","113.15900875964701"
"Panorama City Community of Schools","129.46473524461643"
"Reseda Community of Schools","104.2422044960116"
"Rivera Community of Schools","133.28226733052469"
"San Fernando Valley/Sylmar Community of Schools","123.37947015719922"
"San Pedro Community of Schools","110.9790625327694"
"South Gate Community of Schools","100.08703220191471"
"South Mid-City Community of Schools","164.08573479643113"
"Sun Valley Community of Schools","119.49509540700181"
"Sunland/Tujunga Community of Schools","148.33811032332682"
"Taft Community of Schools","94.82622376115286"
"Van Nuys/Valley Glen Community of Schools","111.24926379163666"
"Venice Community of Schools","56.181528761821532"
"West LA Community of Schools","59.023609443777509"
"Westchester Community of Schools","84.1987089531294"
"Wilmington Community of Schools","102.56994700552738"
"District Wide","106.92971579848471"
