"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","32.013860118262969"
"Bell/Cudahy/Maywood Community of Schools","59.200224069665296"
"Boyle Heights Community of Schools","63.901166196283086"
"Canoga Park/Chatsworth Community of Schools","41.76184359556818"
"Carson Community of Schools","43.866909452077472"
"Cleveland Community of Schools","62.914185051589634"
"Downtown Community of Schools","68.562800443732286"
"Eagle Rock/Highland Park Community of Schools","64.1333974667308"
"East Los Angeles Community of Schools","63.231109705975335"
"Fairfax Community of Schools","35.974098648972742"
"Fremont Community of Schools","35.369096931730844"
"Gardena Community of Schools","32.704453937820652"
"Glassell Park/Los Feliz Community of Schools","62.888495962376275"
"H.E.E.T. (C/D) Community of Schools","22.606729849578297"
"H.E.E.T. (W) Community of Schools","19.901577652337529"
"Hamilton Community of Schools","52.468764688521368"
"Harbor City/Lomita Community of Schools","51.534920765059326"
"Historic Central Avenue Community of Schools","48.395769851227818"
"Hollywood Community of Schools","23.675967072193487"
"Huntington Park/Vernon Community of Schools","68.5643509610068"
"Kennedy/NAHS/VAAS Community of Schools","63.663547795890807"
"Kreatwn/PcoUnion Community of Schools","37.963396223083514"
"LA Mid-City Community of Schools","37.422438977280954"
"Lincoln Heights/El Sereno Community of Schools","36.982248520710058"
"MacArthur Park Community of Schools","33.947745618226165"
"Manual Arts/Vermont Square Community of Schools","58.053572562430269"
"Monroe Community of Schools","54.768989307785368"
"North Hollywood/Valley Village Community of Schools","67.672734655207421"
"Panorama City Community of Schools","55.048335123523096"
"Reseda Community of Schools","48.363963843767714"
"Rivera Community of Schools","46.443876797061371"
"San Fernando Valley/Sylmar Community of Schools","54.949457946492963"
"San Pedro Community of Schools","47.080597111848888"
"SO Los Angeles Community of Schools","28.455573735505443"
"South Gate Community of Schools","59.979259508394293"
"South Mid-City Community of Schools","32.708385121609773"
"Sun Valley Community of Schools","46.008741660915575"
"Sunland/Tujunga Community of Schools","115.9038225535203"
"Taft Community of Schools","44.600438247784517"
"Van Nuys/Valley Glen Community of Schools","51.2902531973682"
"Venice Community of Schools","40.373691375991733"
"West LA Community of Schools","23.862551702195354"
"Westchester Community of Schools","60.828620992632978"
"Wilmington Community of Schools","46.557397864708435"
"District Wide","49.392118123828922"
