"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","101.71316886380407"
"Bell/Cudahy/Maywood Community of Schools","71.4898484415213"
"Boyle Heights Community of Schools","111.80194165386442"
"Canoga Park/Chatsworth Community of Schools","167.98522287665983"
"Carson Community of Schools","158.46855983772821"
"Cleveland Community of Schools","119.78873622883279"
"Downtown Community of Schools","101.28208295249624"
"Eagle Rock/Highland Park Community of Schools","112.55627813906953"
"East Los Angeles Community of Schools","107.23971882437593"
"Fairfax Community of Schools","206.60039589395234"
"Fremont Community of Schools","92.564023449552607"
"Gardena Community of Schools","153.56197004428819"
"Glassell Park/Los Feliz Community of Schools","130.22618231665524"
"H.E.E.T. (C/D) Community of Schools","77.619173829086364"
"H.E.E.T. (W) Community of Schools","118.19399574501615"
"Hamilton Community of Schools","107.96445477950337"
"Harbor City/Lomita Community of Schools","104.04374912768198"
"Historic Central Avenue Community of Schools","101.78703463639943"
"Hollywood Community of Schools","87.648263706949933"
"Huntington Park/Vernon Community of Schools","94.48744498074818"
"Kennedy/NAHS/VAAS Community of Schools","141.28022719002189"
"Kreatwn/PcoUnion Community of Schools","75.472401326823459"
"LA Mid-City Community of Schools","152.26153157187642"
"Lincoln Heights/El Sereno Community of Schools","88.451332538553245"
"MacArthur Park Community of Schools","87.115942217425783"
"Manual Arts/Vermont Square Community of Schools","94.5944628107233"
"Monroe Community of Schools","122.44408672123848"
"North Hollywood/Valley Village Community of Schools","133.60913693326788"
"Panorama City Community of Schools","77.717970121758157"
"Reseda Community of Schools","80.221374940284662"
"Rivera Community of Schools","83.8139938891979"
"San Fernando Valley/Sylmar Community of Schools","124.16988416988417"
"San Pedro Community of Schools","181.30627685817143"
"SO Los Angeles Community of Schools","119.68229790011968"
"South Gate Community of Schools","96.5085880427081"
"South Mid-City Community of Schools","109.64595896932799"
"Sun Valley Community of Schools","100.30841093511393"
"Sunland/Tujunga Community of Schools","144.37557563537698"
"Taft Community of Schools","164.66646053397952"
"Van Nuys/Valley Glen Community of Schools","81.031046128549548"
"Venice Community of Schools","134.79015623404473"
"West LA Community of Schools","149.59381810976816"
"Westchester Community of Schools","133.58201431595927"
"Wilmington Community of Schools","119.13271384322135"
"District Wide","115.35617909257925"
