"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","3.7451079527367379"
"Bell/Cudahy/Maywood Community of Schools",8.8999644001424
"Boyle Heights Community of Schools","9.1083667939307915"
"Canoga Park/Chatsworth Community of Schools","7.5749446082175522"
"Carson Community of Schools","4.9531514426053578"
"Cleveland Community of Schools","5.8596038907769827"
"Downtown Community of Schools","5.359056806002144"
"Eagle Rock/Highland Park Community of Schools","16.031455403022353"
"East Los Angeles Community of Schools","5.1332067142343822"
"Fairfax Community of Schools",8.9721862227096
"Fremont Community of Schools","5.4122804643736639"
"Gardena Community of Schools","7.117437722419929"
"Glassell Park/Los Feliz Community of Schools","5.4529095816709532"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools","1.7949132159460091"
"Hamilton Community of Schools","7.6178867982021785"
"Harbor City/Lomita Community of Schools","7.0223075302544418"
"Historic Central Avenue Community of Schools","5.3682148001682037"
"Hollywood Community of Schools","1.8189093819345921"
"Huntington Park/Vernon Community of Schools","3.6729866523665051"
"Kennedy/NAHS/VAAS Community of Schools","9.63688227584612"
"Kreatwn/PcoUnion Community of Schools","8.824333983392604"
"LA Mid-City Community of Schools","7.2210855698640026"
"Lincoln Heights/El Sereno Community of Schools","7.8432602864358651"
"MacArthur Park Community of Schools","2.5047276734837003"
"Manual Arts/Vermont Square Community of Schools","3.6186978115924981"
"Monroe Community of Schools","9.7663403081280364"
"North Hollywood/Valley Village Community of Schools","10.473946059177795"
"Panorama City Community of Schools","5.3604931653712145"
"Reseda Community of Schools","5.8142915285772432"
"Rivera Community of Schools","4.2176000449877344"
"San Fernando Valley/Sylmar Community of Schools","7.4232267053435814"
"San Pedro Community of Schools","4.8588110489363254"
"SO Los Angeles Community of Schools","3.036929057337221"
"South Gate Community of Schools","6.1508868460488939"
"South Mid-City Community of Schools","1.3052274358807023"
"Sun Valley Community of Schools","4.8711578742267037"
"Sunland/Tujunga Community of Schools","31.746031746031747"
"Taft Community of Schools","8.3961429411042854"
"Van Nuys/Valley Glen Community of Schools","6.0523362017738842"
"Venice Community of Schools","10.303773991401032"
"West LA Community of Schools","5.3044300831911446"
"Westchester Community of Schools","2.2611133722244832"
"Wilmington Community of Schools","5.2941425606708732"
"District Wide","6.6668517483769838"
