"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","33.876013789530319"
"Bell/Cudahy/Maywood Community of Schools","66.033561387385546"
"Boyle Heights Community of Schools","66.7519161016881"
"Canoga Park/Chatsworth Community of Schools","137.24206155689623"
"Carson Community of Schools","120.41320742759363"
"Cleveland Community of Schools","70.869790388966109"
"Downtown Community of Schools","89.017836536876459"
"Eagle Rock/Highland Park Community of Schools","101.91310566779904"
"East Los Angeles Community of Schools","80.96437567470312"
"Fairfax Community of Schools","125.42710090394014"
"Fremont Community of Schools","76.453161411737028"
"Gardena Community of Schools","136.97714820259256"
"Glassell Park/Los Feliz Community of Schools","114.59914785249033"
"H.E.E.T. (C/D) Community of Schools","90.979738054170852"
"H.E.E.T. (W) Community of Schools","61.100599180069381"
"Hamilton Community of Schools","112.71950640721404"
"Harbor City/Lomita Community of Schools","88.825723929650025"
"Historic Central Avenue Community of Schools","77.848685222205148"
"Hollywood Community of Schools","80.0961153384061"
"Huntington Park/Vernon Community of Schools","89.807622618916312"
"Kennedy/NAHS/VAAS Community of Schools","129.16946177012116"
"Kreatwn/PcoUnion Community of Schools","53.120602406270095"
"LA Mid-City Community of Schools","113.96814014239615"
"Lincoln Heights/El Sereno Community of Schools","68.734191136038717"
"MacArthur Park Community of Schools","61.133439991675445"
"Manual Arts/Vermont Square Community of Schools","88.828151691151348"
"Monroe Community of Schools","90.03061040753856"
"North Hollywood/Valley Village Community of Schools","101.41987829614605"
"Panorama City Community of Schools","48.928607405488641"
"Reseda Community of Schools","95.62903153051559"
"Rivera Community of Schools","51.848237159936559"
"San Fernando Valley/Sylmar Community of Schools","84.066338231021717"
"San Pedro Community of Schools","101.10077830168123"
"SO Los Angeles Community of Schools","67.436750853836287"
"South Gate Community of Schools","88.533939027592055"
"South Mid-City Community of Schools","105.2434294941107"
"Sun Valley Community of Schools","88.36833118653206"
"Sunland/Tujunga Community of Schools","57.222471015574463"
"Taft Community of Schools","156.1083694229026"
"Van Nuys/Valley Glen Community of Schools","76.893957317938771"
"Venice Community of Schools","78.63321180927872"
"West LA Community of Schools","163.52014270848818"
"Westchester Community of Schools","207.03933747412006"
"Wilmington Community of Schools","94.231446055335439"
"District Wide","92.566486623477417"
