"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","18.024874326570668"
"Bell/Cudahy/Maywood Community of Schools","22.469308966616051"
"Boyle Heights Community of Schools","12.003456995614737"
"Canoga Park/Chatsworth Community of Schools","86.45332217806596"
"Carson Community of Schools","39.9143655430168"
"Cleveland Community of Schools","35.470991095871724"
"Downtown Community of Schools","17.376194613379671"
"Eagle Rock/Highland Park Community of Schools","65.145998429356752"
"East Los Angeles Community of Schools","31.140144490270437"
"Fairfax Community of Schools",58.397318049097
"Fremont Community of Schools","19.212153904131352"
"Gardena Community of Schools","26.836031845424458"
"Glassell Park/Los Feliz Community of Schools","37.312333690091613"
"H.E.E.T. (C/D) Community of Schools",34.171808258187
"H.E.E.T. (W) Community of Schools","9.9027549464260964"
"Hamilton Community of Schools","103.32173438001021"
"Harbor City/Lomita Community of Schools","39.424654398392491"
"Historic Central Avenue Community of Schools","19.282870062380084"
"Hollywood Community of Schools","18.125447173861197"
"Huntington Park/Vernon Community of Schools","16.409583196586805"
"Kennedy/NAHS/VAAS Community of Schools","74.2597233825304"
"Kreatwn/PcoUnion Community of Schools","23.380874444704233"
"LA Mid-City Community of Schools","42.269216482432661"
"Lincoln Heights/El Sereno Community of Schools","18.664807505448476"
"MacArthur Park Community of Schools","18.281535648994517"
"Manual Arts/Vermont Square Community of Schools","30.336836748673988"
"Monroe Community of Schools","53.253624682196111"
"North Hollywood/Valley Village Community of Schools","47.770184927292163"
"Panorama City Community of Schools","27.378310614138737"
"Reseda Community of Schools","28.922109144809387"
"Rivera Community of Schools","26.783801157060207"
"San Fernando Valley/Sylmar Community of Schools","46.517108992687511"
"San Pedro Community of Schools","23.560826199638736"
"South Gate Community of Schools","20.967592735345811"
"South Mid-City Community of Schools","20.290149132596124"
"Sun Valley Community of Schools","33.80434047731729"
"Sunland/Tujunga Community of Schools","72.503625181259068"
"Taft Community of Schools","77.616316674572019"
"Van Nuys/Valley Glen Community of Schools","49.25494478105287"
"Venice Community of Schools","65.535496687385447"
"West LA Community of Schools","91.371365008739872"
"Westchester Community of Schools","68.183539988383544"
"Wilmington Community of Schools","24.977009797799752"
"District Wide","39.138765911990426"
