"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","3.7416747736286764"
"Bell/Cudahy/Maywood Community of Schools","8.8967971530249113"
"Boyle Heights Community of Schools","7.5894991689498408"
"Canoga Park/Chatsworth Community of Schools","6.9390999356556184"
"Carson Community of Schools","14.869765635971616"
"Cleveland Community of Schools","5.0234006748101567"
"Downtown Community of Schools","5.3524594551196278"
"Eagle Rock/Highland Park Community of Schools","7.5925019824866293"
"East Los Angeles Community of Schools","6.4090239056591685"
"Fairfax Community of Schools","8.9665547507795917"
"Fremont Community of Schools","9.453582907922101"
"Gardena Community of Schools","6.09372143568077"
"Glassell Park/Los Feliz Community of Schools","10.898192716374535"
"H.E.E.T. (C/D) Community of Schools","1.7326518236160442"
"H.E.E.T. (W) Community of Schools","5.3712423683598018"
"Hamilton Community of Schools","8.7088100499667984"
"Harbor City/Lomita Community of Schools","4.6807713911252575"
"Historic Central Avenue Community of Schools","6.2558648733187363"
"Hollywood Community of Schools","11.820653409349228"
"Huntington Park/Vernon Community of Schools","4.4071307375333291"
"Kennedy/NAHS/VAAS Community of Schools","10.924256347314239"
"Kreatwn/PcoUnion Community of Schools","4.4097154851568972"
"LA Mid-City Community of Schools","4.81203007518797"
"Lincoln Heights/El Sereno Community of Schools","9.9300713919869548"
"MacArthur Park Community of Schools","3.7587390683338766"
"Manual Arts/Vermont Square Community of Schools","4.5216542019732495"
"Monroe Community of Schools","4.8762251515693311"
"North Hollywood/Valley Village Community of Schools","8.9645229006207927"
"Panorama City Community of Schools",0
"Reseda Community of Schools","4.1499286212277147"
"Rivera Community of Schools","3.5110387056906913"
"San Fernando Valley/Sylmar Community of Schools","9.7003172574350067"
"San Pedro Community of Schools","2.42926781867945"
"SO Los Angeles Community of Schools","5.0547428652304456"
"South Gate Community of Schools","6.14823964720283"
"South Mid-City Community of Schools","2.6080719827867251"
"Sun Valley Community of Schools","4.1732453242263849"
"Sunland/Tujunga Community of Schools","9.05592030790129"
"Taft Community of Schools","7.1092497802595522"
"Van Nuys/Valley Glen Community of Schools","7.6997112608277192"
"Venice Community of Schools","13.116474291710388"
"West LA Community of Schools","7.9635446622129811"
"Westchester Community of Schools","4.5243750706933605"
"Wilmington Community of Schools","5.2941425606708732"
"District Wide","6.9178416412247072"
