"School name","Cases among staff and students"
"Unassigned",168
"102ND ST EEC",1
"107TH ST EL",0
"109TH ST EL",3
"10TH ST EL",2
"112TH ST EEC",0
"112TH ST EL",3
"116TH ST EL",1
"118TH ST EL",4
"122ND ST EL",1
"135TH ST EL",7
"153RD ST EL",2
"156TH ST EL",3
"15TH ST EL",0
"186TH ST EL",1
"1ST ST EL",4
"20TH ST EL",4
"232ND PL EL",4
"24TH ST EEC",2
"24TH ST EL",1
"28TH ST EEC",0
"28TH ST EL",4
"2ND ST EL",1
"32ND ST USC PA MAG",11
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",5
"42ND ST EL",0
"49TH ST EL",3
"4TH ST EEC",1
"4TH ST EL",2
"4TH ST PC",4
"52ND ST EL",2
"54TH ST EL",1
"59TH ST EL",2
"61ST ST EL",1
"66TH ST EEC",1
"66TH ST EL",2
"6TH AVE EL",3
"74TH ST EL",1
"75TH ST EEC",0
"75TH ST EL",6
"7TH ST EL AI MAG",2
"92ND ST EL",5
"93RD ST EL",3
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",2
"97TH ST EEC",0
"99TH ST EL",2
"9TH ST EL",2
"ACAD ENRICH SCI MAG",4
"ADAMS MS",4
"ADDAMS HS",1
"AE VIRTUAL ACAD",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",1
"ALEXANDER SCS",4
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",3
"ALLESANDRO EL",1
"ALTA CALIFORNIA EL",0
"ALTA LOMA EL",2
"AMANECER PC",2
"AMBLER AVE EL",2
"AMESTOY EL",3
"ANATOLA AVE EL",2
"ANDASOL AVE EL",2
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",11
"ANGEL'S GATE HS",0
"ANN ST EL",1
"ANNALEE AVE EL",0
"ANNANDALE EL",2
"ANTON EEC",0
"ANTON EL",5
"APPERSON ST EL",1
"ARAGON AVE EL",0
"ARLETA SH",9
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",0
"ARMINTA ST EL",1
"ARMSTRONG MS",15
"ARROYO SECO MUS/S MAG",5
"ASCOT AVE EL",2
"ATWATER AVE EL",4
"AUDUBON MS",2
"AUGUSTUS F HAWKINS SH - COMMUNITY HEALTH ADVOCATES SCHOOL",0
"AUGUSTUS F HAWKINS SH - RESPONSIBLE INDIGENOUS SOC ENTRPRENR",0
"AURORA EL",0
"AVALON GARDENS EL",1
"BACA ARTS ACAD",2
"BAKEWELL PC",1
"BALA",0
"BALBOA EL G/HG/HA MAG",5
"BALDWIN HILLS EL",2
"BANCROFT MS",0
"BANDINI ST EL",0
"BANNEKER CTC",2
"BANNING SH",15
"BARRETT EL",0
"BARTON HILL EL",0
"BASSETT ST EL",6
"BEACHY AVE EL",1
"BECKFORD CES",9
"BEETHOVEN ST EL",3
"BELL SH",18
"BELLINGHAM EL",2
"BELMONT SH",0
