"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","16.008644668120784"
"Bell/Cudahy/Maywood Community of Schools","32.677958716845488"
"Boyle Heights Community of Schools","16.82935038707506"
"Canoga Park/Chatsworth Community of Schools","120.52809419305395"
"Carson Community of Schools","44.427519675044429"
"Cleveland Community of Schools","41.824265347686939"
"Downtown Community of Schools","31.429894792562695"
"Eagle Rock/Highland Park Community of Schools","67.827468339744215"
"East Los Angeles Community of Schools","33.203287125425419"
"Fairfax Community of Schools","64.8760866744518"
"Fremont Community of Schools","34.674063800277388"
"Gardena Community of Schools","56.959692641031083"
"Glassell Park/Los Feliz Community of Schools","47.144330403182245"
"H.E.E.T. (C/D) Community of Schools","30.350740747766373"
"H.E.E.T. (W) Community of Schools","17.792890751650784"
"Hamilton Community of Schools","84.256995704079941"
"Harbor City/Lomita Community of Schools","38.125738686187049"
"Historic Central Avenue Community of Schools","19.280267610114429"
"Hollywood Community of Schools","37.187482121402823"
"Huntington Park/Vernon Community of Schools","26.546116068988674"
"Kennedy/NAHS/VAAS Community of Schools","74.9737591842855"
"Kreatwn/PcoUnion Community of Schools","30.862754267009588"
"LA Mid-City Community of Schools","62.69030986924593"
"Lincoln Heights/El Sereno Community of Schools","29.644106038065228"
"MacArthur Park Community of Schools","19.580200501253131"
"Manual Arts/Vermont Square Community of Schools","44.00719762165545"
"Monroe Community of Schools","45.4904384248292"
"North Hollywood/Valley Village Community of Schools","67.103241975907508"
"Panorama City Community of Schools","23.05309415748145"
"Reseda Community of Schools","43.342031838334222"
"Rivera Community of Schools","26.75943270002676"
"San Fernando Valley/Sylmar Community of Schools","50.830016984664212"
"San Pedro Community of Schools","48.846012944193433"
"South Gate Community of Schools","28.959610585661913"
"South Mid-City Community of Schools","10.135819987837015"
"Sun Valley Community of Schools","45.0606065157637"
"Sunland/Tujunga Community of Schools","62.415738752683872"
"Taft Community of Schools","100.59350165979278"
"Van Nuys/Valley Glen Community of Schools","58.74255334298531"
"Venice Community of Schools","51.184931156267588"
"West LA Community of Schools","168.56885045959802"
"Westchester Community of Schools","68.171489168307829"
"Wilmington Community of Schools","39.793076004775166"
"District Wide","48.868508559429259"
