"School name","Cases among staff and students"
"Unassigned",98
"102ND ST EEC",0
"107TH ST EL",1
"109TH ST EL",0
"10TH ST EL",0
"112TH ST EEC",0
"112TH ST EL",1
"116TH ST EL",0
"118TH ST EL",1
"122ND ST EL",1
"135TH ST EL",0
"153RD ST EL",1
"156TH ST EL",0
"15TH ST EL",1
"186TH ST EL",3
"1ST ST EL",1
"20TH ST EL",1
"232ND PL EL",1
"24TH ST EEC",0
"24TH ST EL",0
"28TH ST EEC",0
"28TH ST EL",0
"2ND ST EL",0
"32ND ST USC PA MAG",2
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",3
"42ND ST EL",0
"49TH ST EL",1
"4TH ST EEC",2
"4TH ST EL",1
"4TH ST PC",0
"52ND ST EL",0
"54TH ST EL",0
"59TH ST EL",1
"61ST ST EL",0
"66TH ST EEC",0
"66TH ST EL",0
"6TH AVE EL",0
"74TH ST EL",1
"75TH ST EEC",0
"75TH ST EL",0
"7TH ST EL AI MAG",0
"92ND ST EL",0
"93RD ST EL",2
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",0
"97TH ST EEC",1
"99TH ST EL",1
"9TH ST EL",1
"ACAD ENRICH SCI MAG",3
"ADAMS MS",1
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",0
"ALEXANDER SCS",0
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",2
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",0
"ALTA LOMA EL",2
"AMANECER PC",0
"AMBLER AVE EL",0
"AMESTOY EL",0
"ANATOLA AVE EL",2
"ANDASOL AVE EL",0
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",1
"ANGEL'S GATE HS",0
"ANN ST EL",1
"ANNALEE AVE EL",1
"ANNANDALE EL",0
"ANTON EEC",0
"ANTON EL",0
"APPERSON ST EL",2
"ARAGON AVE EL",0
"ARLETA SH",4
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",0
"ARMINTA ST EL",3
"ARMSTRONG MS",4
"ARROYO SECO MUS/S MAG",0
"ASCOT AVE EL",0
"ATWATER AVE EL",1
"AUDUBON MS",0
"AURORA EL",1
"AVALON GARDENS EL",1
"BACA ARTS ACAD",0
"BAKEWELL PC",1
"BALA",0
"BALBOA EL G/HG/HA MAG",3
"BALDWIN HILLS EL",0
"BANCROFT MS",1
"BANDINI ST EL",0
"BANNEKER CTC",1
"BANNING SH",4
"BARRETT EL",0
"BARTON HILL EL",0
"BASSETT ST EL",1
"BEACHY AVE EL",0
"BECKFORD CES",1
"BEETHOVEN ST EL",3
"BELL SH",5
"BELLINGHAM EL",0
"BELMONT SH",0
"BELVEDERE EL",0
"BELVEDERE MS",0
"BERENDO MS",2
"BERNSTEIN SH",0
"BERNSTEIN SH STEM",0
"BERTRAND AVE EL",0
"BETHUNE MS",0
"BLYTHE ST EL",0
"BONITA ST EL",1
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",3
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",0
"BRAINARD EL",0
"BRAVO SH MEDICAL MAG",6
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",0
"BRIDGE ST EL",2
"BRIDGES SCHOOL",1
"BRIGHT EL",1
"BROAD AVE EL",1
"BROADACRES AV EL",1
"BROADOUS EEC",0
"BROADOUS EL",0
"BROADWAY EL",6
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",0
"BRYSON AVE EL",2
"BUCHANAN ST EL",0
"BUDLONG AVE EL",3
"BURBANK BLVD EL",0
"BURBANK MS A/T/C MAG",1
"BURKE HS",0
"BURROUGHS MS",8
"BURTON ST EL",0
"BUSHNELL WAY EL",0
"BYRD MS",5
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",2
"CALABASH CA",1
"CALAHAN ST EL",1
"CALVERT CES",2
"CAMELLIA AVE EL",0
"CANFIELD AVE EL",4
"CANOGA PARK EEC",0
"CANOGA PARK EL",0
"CANOGA PRK SH",2
"CANTARA ST EL",0
"CANTERBURY AVE EL",0
"CANYON CEL",5
"CAPISTRANO AVE EL",3
"CARDENAS EL",0
"CARLSON HOSPITAL",0
"CARNEGIE MS",0
"CAROLDALE LC",1
"CARPENTER COMM CHTR",4
"CARSON ACAD ED & EMP",0
"CARSON ACAD MED ARTS",0
"CARSON SH",2
"CARSON ST EL",5
"CARSON-GORE ACADEMY",3
"CARTHAY EL ES MAG",2
"CARVER MS",0
"CASTELAR ST EEC",0
"CASTELAR ST EL",1
"CASTLE HTS EL",3
"CASTLEBAY LN CHTR",0
"CASTRO MS",2
"CATSKILL AVE EL",0
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",1
"CDS LONDON",0
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",0
"CENTURY PARK EL",3
"CHANDLER EL",4
"CHAPMAN EL",1
"CHARNOCK ROAD EL",3
"CHASE ST EEC",0
"CHASE ST EL",1
"CHATSWORTH CHS",5
"CHATSWORTH UP/CD MAG",1
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",1
"CHAVEZ LA ASE",1
"CHAVEZ LA SJ HUM AC",3
"CHAVEZ LA TECH PREP",0
"CHEREMOYA AVE EL",0
