"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","49.901195632647365"
"Bell/Cudahy/Maywood Community of Schools","51.073914168584778"
"Boyle Heights Community of Schools","38.649210106768443"
"Canoga Park/Chatsworth Community of Schools","116.43878596877767"
"Carson Community of Schools","96.849231994641613"
"Cleveland Community of Schools","83.5315694855545"
"Downtown Community of Schools","73.488733103784256"
"Eagle Rock/Highland Park Community of Schools","84.075703910414646"
"East Los Angeles Community of Schools","81.7355646680705"
"Fairfax Community of Schools","99.536936858960487"
"Fremont Community of Schools","47.820137427718024"
"Gardena Community of Schools","98.068714965508789"
"Glassell Park/Los Feliz Community of Schools","82.417582417582409"
"H.E.E.T. (C/D) Community of Schools","106.25581086465665"
"H.E.E.T. (W) Community of Schools","57.22178374112076"
"Hamilton Community of Schools","86.623236386505752"
"Harbor City/Lomita Community of Schools","100.34421877580053"
"Historic Central Avenue Community of Schools","41.366041366041365"
"Hollywood Community of Schools","83.904615707325448"
"Huntington Park/Vernon Community of Schools","59.13940340169848"
"Kennedy/NAHS/VAAS Community of Schools","92.741216336721962"
"Kreatwn/PcoUnion Community of Schools","88.621056362991837"
"LA Mid-City Community of Schools","89.637863033345283"
"Lincoln Heights/El Sereno Community of Schools","41.822584195465552"
"MacArthur Park Community of Schools","58.638798034948721"
"Manual Arts/Vermont Square Community of Schools","80.026545390666186"
"Monroe Community of Schools","89.992800575953922"
"North Hollywood/Valley Village Community of Schools","89.421659375981818"
"Panorama City Community of Schools","57.597880398001351"
"Reseda Community of Schools","105.60615223533023"
"Rivera Community of Schools","49.608474653885487"
"San Fernando Valley/Sylmar Community of Schools","74.859097855070317"
"San Pedro Community of Schools","101.21810757041638"
"South Gate Community of Schools","39.113827349121472"
"South Mid-City Community of Schools","76.509989606190089"
"Sun Valley Community of Schools","77.280912364945976"
"Sunland/Tujunga Community of Schools","99.656186157755741"
"Taft Community of Schools","145.95601187779957"
"Van Nuys/Valley Glen Community of Schools","74.583575039363566"
"Venice Community of Schools","115.47108113631718"
"West LA Community of Schools","135.78068940910623"
"Westchester Community of Schools","194.44935478168642"
"Wilmington Community of Schools","76.1147401306447"
"District Wide","80.669459529707609"
