"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","16.899504281207751"
"Bell/Cudahy/Maywood Community of Schools","37.522020338206957"
"Boyle Heights Community of Schools","37.999984800006082"
"Canoga Park/Chatsworth Community of Schools","29.065542799011773"
"Carson Community of Schools","24.798717079703074"
"Cleveland Community of Schools","35.200938691698447"
"Downtown Community of Schools","40.74165180493204"
"Eagle Rock/Highland Park Community of Schools","37.951304259823061"
"East Los Angeles Community of Schools","41.165498166848913"
"Fairfax Community of Schools","18.97040616638045"
"Fremont Community of Schools","20.317219520784516"
"Gardena Community of Schools","28.536776771063707"
"Glassell Park/Los Feliz Community of Schools","34.56587983808614"
"H.E.E.T. (C/D) Community of Schools","12.143290831815422"
"H.E.E.T. (W) Community of Schools","16.215339711366955"
"Hamilton Community of Schools","34.931065724983355"
"Harbor City/Lomita Community of Schools","24.551927326295111"
"Historic Central Avenue Community of Schools","31.265632816408207"
"Hollywood Community of Schools","21.836643707862102"
"Huntington Park/Vernon Community of Schools","41.977818037205608"
"Kennedy/NAHS/VAAS Community of Schools","31.481897908702496"
"Kreatwn/PcoUnion Community of Schools","23.791900179761026"
"LA Mid-City Community of Schools","31.330963427125386"
"Lincoln Heights/El Sereno Community of Schools","21.624244469995041"
"MacArthur Park Community of Schools","22.588093564903122"
"Manual Arts/Vermont Square Community of Schools","31.693711967545642"
"Monroe Community of Schools","30.167880176441333"
"North Hollywood/Valley Village Community of Schools","33.777697712123945"
"Panorama City Community of Schools","30.843089136527603"
"Reseda Community of Schools","19.995167834440007"
"Rivera Community of Schools","37.284820856988084"
"San Fernando Valley/Sylmar Community of Schools","34.875278001703741"
"San Pedro Community of Schools","38.94776131513607"
"SO Los Angeles Community of Schools","22.297673947195054"
"South Gate Community of Schools","35.82764662744286"
"South Mid-City Community of Schools","28.767571101667212"
"Sun Valley Community of Schools","32.016704367496082"
"Sunland/Tujunga Community of Schools",59.060036798946
"Taft Community of Schools","24.554783013259584"
"Van Nuys/Valley Glen Community of Schools","28.088959386669309"
"Venice Community of Schools","27.201951036488136"
"West LA Community of Schools","11.476596571146072"
"Westchester Community of Schools","27.043472381853832"
"Wilmington Community of Schools","28.590488897360142"
"District Wide","30.052971543849537"
