"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","10.009609224855861"
"Bell/Cudahy/Maywood Community of Schools","22.471451042879615"
"Boyle Heights Community of Schools","10.402413359899496"
"Canoga Park/Chatsworth Community of Schools","69.683011978509754"
"Carson Community of Schools","31.758130081300813"
"Cleveland Community of Schools","29.135937357734683"
"Downtown Community of Schools","15.737726643971209"
"Eagle Rock/Highland Park Community of Schools","50.816632194565294"
"East Los Angeles Community of Schools","20.070037510208035"
"Fairfax Community of Schools","64.930145984611556"
"Fremont Community of Schools","16.997125268813232"
"Gardena Community of Schools","39.2156862745098"
"Glassell Park/Los Feliz Community of Schools","47.18001140183609"
"H.E.E.T. (C/D) Community of Schools","36.0462910263707"
"H.E.E.T. (W) Community of Schools","13.865779256794232"
"Hamilton Community of Schools","79.6026993631784"
"Harbor City/Lomita Community of Schools","47.07199470758114"
"Historic Central Avenue Community of Schools","21.239826605779164"
"Hollywood Community of Schools","13.340448239060832"
"Huntington Park/Vernon Community of Schools","16.419462536259648"
"Kennedy/NAHS/VAAS Community of Schools","50.709214792806435"
"Kreatwn/PcoUnion Community of Schools","21.52026647703881"
"LA Mid-City Community of Schools","49.963488220146814"
"Lincoln Heights/El Sereno Community of Schools","14.276928483570549"
"MacArthur Park Community of Schools","7.8478562272739163"
"Manual Arts/Vermont Square Community of Schools","35.275788070904333"
"Monroe Community of Schools","42.173755874201717"
"North Hollywood/Valley Village Community of Schools","48.590864917395535"
"Panorama City Community of Schools","44.696926004959913"
"Reseda Community of Schools","45.193654810864551"
"Rivera Community of Schools","26.032494678651823"
"San Fernando Valley/Sylmar Community of Schools","38.485890575922731"
"San Pedro Community of Schools","23.546443178944248"
"South Gate Community of Schools","20.97302498874242"
"South Mid-City Community of Schools","26.119132264383662"
"Sun Valley Community of Schools","37.590028117341035"
"Sunland/Tujunga Community of Schools","75.030012004801932"
"Taft Community of Schools","73.34119474244298"
"Van Nuys/Valley Glen Community of Schools","37.42203742203742"
"Venice Community of Schools","74.7675037895858"
"West LA Community of Schools","71.557772963088112"
"Westchester Community of Schools","65.762849048968036"
"Wilmington Community of Schools","26.133096999238735"
"District Wide","36.285880065344806"
