"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","5.8983130824584169"
"Bell/Cudahy/Maywood Community of Schools","3.3724537973829762"
"Boyle Heights Community of Schools","4.78770517311544"
"Canoga Park/Chatsworth Community of Schools","0.67868850233808187"
"Carson Community of Schools","2.6879793563185435"
"Cleveland Community of Schools","8.0903239725288554"
"Downtown Community of Schools","12.067675524340501"
"Eagle Rock/Highland Park Community of Schools","8.005692937199786"
"East Los Angeles Community of Schools","5.4478841779823757"
"Fairfax Community of Schools","4.2656656571257949"
"Fremont Community of Schools","11.022927689594356"
"Gardena Community of Schools","5.61104253170239"
"Glassell Park/Los Feliz Community of Schools","5.86762634955406"
"H.E.E.T. (C/D) Community of Schools","9.2668099933278967"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","3.5566093657379967"
"Harbor City/Lomita Community of Schools","8.6994345367551116"
"Historic Central Avenue Community of Schools","5.6599501924383064"
"Hollywood Community of Schools","2.89908292343522"
"Huntington Park/Vernon Community of Schools","3.1390275292714316"
"Kennedy/NAHS/VAAS Community of Schools","1.3931845412243307"
"Kreatwn/PcoUnion Community of Schools","1.8655846275826686"
"LA Mid-City Community of Schools",0
"Lincoln Heights/El Sereno Community of Schools","4.8981457797031718"
"MacArthur Park Community of Schools","6.65070497472732"
"Manual Arts/Vermont Square Community of Schools","4.8906930111996871"
"Monroe Community of Schools","5.2156678662702758"
"North Hollywood/Valley Village Community of Schools","3.2269514989189712"
"Panorama City Community of Schools","5.6348345471706081"
"Reseda Community of Schools","4.4269334631900481"
"Rivera Community of Schools","3.7463847387271287"
"San Fernando Valley/Sylmar Community of Schools","8.4990651028386885"
"San Pedro Community of Schools","4.3538078403371587"
"SO Los Angeles Community of Schools","1.0981408475451062"
"South Gate Community of Schools","8.9734386216798274"
"South Mid-City Community of Schools","1.4403825656094258"
"Sun Valley Community of Schools","1.4767885755635795"
"Sunland/Tujunga Community of Schools","2.4677343730720827"
"Taft Community of Schools","6.4511504551645036"
"Van Nuys/Valley Glen Community of Schools","4.1392441740138253"
"Venice Community of Schools","7.1782355896920533"
"West LA Community of Schools","9.6440385375779965"
"Westchester Community of Schools","2.5496545218122941"
"Wilmington Community of Schools","5.5943430003580383"
"District Wide","5.0682995247736171"
